census_year,block_id,property_id,base_property_id,building_address,clue_small_area,business_address,trading_name,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2021,62,105712,105712,Owen Dixon Chambers West 525-539 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),525 Lonsdale Street MELBOURNE VIC 3000,Cafe Dominoes,4511,Cafes and Restaurants,Seats - Outdoor,30,144.95665,-37.81428,"{'lon': 144.95665, 'lat': -37.81428}"
2021,62,105712,105712,Owen Dixon Chambers West 525-539 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),525 Lonsdale Street MELBOURNE VIC 3000,Cafe Dominoes,4511,Cafes and Restaurants,Seats - Indoor,98,144.95665,-37.81428,"{'lon': 144.95665, 'lat': -37.81428}"
2021,62,105860,105860,562-566 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 562 Little Bourke Street MELBOURNE VIC 3000,Melbourne Hwaro Korean BBQ Restaurant,4511,Cafes and Restaurants,Seats - Indoor,92,144.95567,-37.81502,"{'lon': 144.95567, 'lat': -37.81502}"
2021,62,110099,110099,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, LwrGround 518 Little Bourke Street MELBOURNE VIC 3000",Roll n Box,4512,Takeaway Food Services,Seats - Indoor,26,144.95707,-37.81465,"{'lon': 144.95707, 'lat': -37.81465}"
2021,62,110099,110099,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),195 William Street MELBOURNE VIC 3000,Little Billy's Melbourne,4511,Cafes and Restaurants,Seats - Indoor,150,144.95707,-37.81465,"{'lon': 144.95707, 'lat': -37.81465}"
2021,62,110099,110099,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),Part 530 Little Bourke Street MELBOURNE VIC 3000,Banoi,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95707,-37.81465,"{'lon': 144.95707, 'lat': -37.81465}"
2021,62,110099,110099,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),Part 530 Little Bourke Street MELBOURNE VIC 3000,Banoi,4511,Cafes and Restaurants,Seats - Indoor,67,144.95707,-37.81465,"{'lon': 144.95707, 'lat': -37.81465}"
2021,62,110100,110100,Owen Dixon Chambers East 205 William Street MELBOURNE VIC 3000,Melbourne (CBD),Part Level 1 205 William Street MELBOURNE VIC 3000,The Essoign Club Ltd,4530,Clubs (Hospitality),Seats - Indoor,200,144.95714,-37.81428,"{'lon': 144.95714, 'lat': -37.81428}"
2021,63,105867,105867,428-432 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",Denmark House,4511,Cafes and Restaurants,Seats - Indoor,45,144.95973,-37.81392,"{'lon': 144.95973, 'lat': -37.81392}"
2021,63,108076,108076,207-213 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),207 Queen Street MELBOURNE VIC 3000,Sool Tong,4511,Cafes and Restaurants,Seats - Indoor,35,144.95991,-37.81387,"{'lon': 144.95991, 'lat': -37.81387}"
2021,63,108076,108076,207-213 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),211-213 Queen Street MELBOURNE VIC 3000,Gasthaus On Queen,4511,Cafes and Restaurants,Seats - Indoor,55,144.95991,-37.81387,"{'lon': 144.95991, 'lat': -37.81387}"
2021,63,108077,108077,215 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),215 Queen Street MELBOURNE VIC 3000,Michelangelo Osteria,4511,Cafes and Restaurants,Seats - Indoor,60,144.95987,-37.8138,"{'lon': 144.95987, 'lat': -37.8138}"
2021,63,108079,108079,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1, Ground 221 Queen Street MELBOURNE VIC 3000",Ho's Cafe,4511,Cafes and Restaurants,Seats - Indoor,30,144.95975,-37.81356,"{'lon': 144.95975, 'lat': -37.81356}"
2021,63,108079,108079,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, Ground 221 Queen Street MELBOURNE VIC 3000",French Fix,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95975,-37.81356,"{'lon': 144.95975, 'lat': -37.81356}"
2021,63,108079,108079,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 2, Ground 221 Queen Street MELBOURNE VIC 3000",Speck Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.95975,-37.81356,"{'lon': 144.95975, 'lat': -37.81356}"
2021,64,104377,104377,10-12 Goldie Place MELBOURNE VIC 3000,Melbourne (CBD),10-12 Goldie Place MELBOURNE VIC 3000,Rare Steakhouse Midtown,4511,Cafes and Restaurants,Seats - Indoor,105,144.96078,-37.81339,"{'lon': 144.96078, 'lat': -37.81339}"
2021,64,104659,104659,67-73 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Ground 67 Hardware Lane MELBOURNE VIC 3000,The Mill,4511,Cafes and Restaurants,Seats - Outdoor,44,144.96091,-37.81323,"{'lon': 144.96091, 'lat': -37.81323}"
2021,64,104660,104660,75-77 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Lower & Upper Ground 75-77 Hardware Lane MELBOURNE VIC 3000,Amigos Hardware Lane,4511,Cafes and Restaurants,Seats - Outdoor,44,144.96087,-37.81314,"{'lon': 144.96087, 'lat': -37.81314}"
2021,64,104665,104665,68-78 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),78 Hardware Lane MELBOURNE VIC 3000,Vons Restaurant & Bar,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96111,-37.81307,"{'lon': 144.96111, 'lat': -37.81307}"
2021,64,104666,104666,64-66 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Ground 66 Hardware Lane MELBOURNE VIC 3000,Grill Steak Seafood,4511,Cafes and Restaurants,Seats - Indoor,190,144.96117,-37.81318,"{'lon': 144.96117, 'lat': -37.81318}"
2021,64,104668,104668,60 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Bmt 60 Hardware Lane MELBOURNE VIC 3000,Il Nostro Posto,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96122,-37.81329,"{'lon': 144.96122, 'lat': -37.81329}"
2021,64,104668,104668,60 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Bmt 60 Hardware Lane MELBOURNE VIC 3000,Il Nostro Posto,4511,Cafes and Restaurants,Seats - Indoor,64,144.96122,-37.81329,"{'lon': 144.96122, 'lat': -37.81329}"
2021,64,105706,105706,389-395 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Basement & Rear 389 Lonsdale Street MELBOURNE VIC 3000,Golden Monkey,4520,"Pubs, Taverns and Bars",Seats - Outdoor,30,144.96101,-37.81288,"{'lon': 144.96101, 'lat': -37.81288}"
2021,64,105706,105706,389-395 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Basement & Rear 389 Lonsdale Street MELBOURNE VIC 3000,Golden Monkey,4520,"Pubs, Taverns and Bars",Seats - Indoor,130,144.96101,-37.81288,"{'lon': 144.96101, 'lat': -37.81288}"
2021,64,105707,105707,399-413 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Tenancy 1, 79 Hardware Lane MELBOURNE VIC 3000",Claypots Barbarossa,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96069,-37.81305,"{'lon': 144.96069, 'lat': -37.81305}"
2021,64,105868,105868,394-400 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 394-400 Little Bourke Street MELBOURNE VIC 3000,Nando's,4511,Cafes and Restaurants,Seats - Indoor,100,144.9609,-37.81366,"{'lon': 144.9609, 'lat': -37.81366}"
2021,64,105868,105868,394-400 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 394-400 Little Bourke Street MELBOURNE VIC 3000,Spud Bar Little Bourke,4512,Takeaway Food Services,Seats - Indoor,16,144.9609,-37.81366,"{'lon': 144.9609, 'lat': -37.81366}"
2021,64,105869,105869,386-392 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Basement 43-49 Hardware Lane MELBOURNE VIC 3000,Khokolat Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.96107,-37.8136,"{'lon': 144.96107, 'lat': -37.8136}"
2021,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 353, 287 Lonsdale Street MELBOURNE VIC 3000",Bombay Bar,4512,Takeaway Food Services,Seats - Indoor,10,144.96393,-37.81247,"{'lon': 144.96393, 'lat': -37.81247}"
2021,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 356, 287 Lonsdale Street MELBOURNE VIC 3000",Sushi & Nori,4512,Takeaway Food Services,Seats - Indoor,20,144.96393,-37.81247,"{'lon': 144.96393, 'lat': -37.81247}"
2021,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Shop LG08 287 Lonsdale Street MELBOURNE VIC 3000,Toyko Pop,4511,Cafes and Restaurants,Seats - Indoor,60,144.96393,-37.81247,"{'lon': 144.96393, 'lat': -37.81247}"
2021,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Kiosk 06 287 Lonsdale Street MELBOURNE VIC 3000,Little Sparrow Melbourne,4512,Takeaway Food Services,Seats - Indoor,32,144.96393,-37.81247,"{'lon': 144.96393, 'lat': -37.81247}"
2021,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, 8 Driver Lane MELBOURNE VIC 3000",Sweet Canteen,4129,Other Specialised Food Retailing,Seats - Indoor,13,144.96313,-37.81293,"{'lon': 144.96313, 'lat': -37.81293}"
2021,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),2 Driver Lane MELBOURNE VIC 3000,Penny Blue,4520,"Pubs, Taverns and Bars",Seats - Outdoor,14,144.96313,-37.81293,"{'lon': 144.96313, 'lat': -37.81293}"
2021,65,109291,109291,239-241 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 241 Swanston Street MELBOURNE VIC 3000,Mekong Vietnam,4511,Cafes and Restaurants,Seats - Indoor,50,144.96478,-37.81239,"{'lon': 144.96478, 'lat': -37.81239}"
2021,65,109292,109292,243-249 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 245 Swanston Street MELBOURNE VIC 3000,Dodee Paidang Thai Street Food,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96474,-37.8123,"{'lon': 144.96474, 'lat': -37.8123}"
2021,65,109292,109292,243-249 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Level 1 243-249 Swanston Street MELBOURNE VIC 3000,Radar,4511,Cafes and Restaurants,Seats - Outdoor,64,144.96474,-37.8123,"{'lon': 144.96474, 'lat': -37.8123}"
2021,65,109294,109294,255 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Bmt 255 Swanston Street MELBOURNE VIC 3000,YourThai Rice & Noodle Bar,4511,Cafes and Restaurants,Seats - Indoor,90,144.96467,-37.81216,"{'lon': 144.96467, 'lat': -37.81216}"
2021,65,109296,109296,261-263 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),261-263 Swanston Street MELBOURNE VIC 3000,Dooboo Korean Tofu house,4511,Cafes and Restaurants,Seats - Indoor,100,144.96463,-37.81206,"{'lon': 144.96463, 'lat': -37.81206}"
2021,65,109299,109299,271 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),271 Swanston Street MELBOURNE VIC 3000,OPPA (Korean Kitchen),4511,Cafes and Restaurants,Seats - Indoor,55,144.96455,-37.8119,"{'lon': 144.96455, 'lat': -37.8119}"
2021,66,101785,101785,16 Celestial Avenue MELBOURNE VIC 3000,Melbourne (CBD),16 Celestial Avenue MELBOURNE VIC 3000,Heyday Hong Kong Cafe,4511,Cafes and Restaurants,Seats - Indoor,16,144.96637,-37.81181,"{'lon': 144.96637, 'lat': -37.81181}"
2021,66,105684,105684,185-187 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 185 Lonsdale Street MELBOURNE VIC 3000,International Diethnes Cakes,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96685,-37.81119,"{'lon': 144.96685, 'lat': -37.81119}"
2021,66,105688,105688,197 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Flr1 197 Lonsdale Street MELBOURNE VIC 3000,Tsindos Greek Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.96658,-37.81128,"{'lon': 144.96658, 'lat': -37.81128}"
2021,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),237 Lonsdale Street MELBOURNE VIC 3000,Touche Hombre,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96555,-37.81158,"{'lon': 144.96555, 'lat': -37.81158}"
2021,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),237 Lonsdale Street MELBOURNE VIC 3000,Touche Hombre,4511,Cafes and Restaurants,Seats - Indoor,80,144.96555,-37.81158,"{'lon': 144.96555, 'lat': -37.81158}"
2021,66,105878,105878,242-244 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Unit 1, Ground 15 Tattersalls Lane MELBOURNE VIC 3000",By Korea,4511,Cafes and Restaurants,Seats - Indoor,38,144.96559,-37.81209,"{'lon': 144.96559, 'lat': -37.81209}"
2021,66,105889,105889,178-190 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1, Ground 178 Little Bourke Street MELBOURNE VIC 3000",Le Charme,4511,Cafes and Restaurants,Seats - Indoor,42,144.96693,-37.81186,"{'lon': 144.96693, 'lat': -37.81186}"
2021,66,108548,108548,205-207 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Floor 3-4 207 Russell Street MELBOURNE VIC 3000,Sweetie And Moustache Dessert Lounge,4511,Cafes and Restaurants,Seats - Indoor,80,144.9673,-37.8117,"{'lon': 144.9673, 'lat': -37.8117}"
2021,66,108550,108550,213-217 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 213 Russell Street MELBOURNE VIC 3000,Dragon Hot Pot,4511,Cafes and Restaurants,Seats - Indoor,35,144.96724,-37.81156,"{'lon': 144.96724, 'lat': -37.81156}"
2021,66,108552,108552,221-223 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),221 Russell Street MELBOURNE VIC 3000,Shimbashi Soba & Sake Bar,4511,Cafes and Restaurants,Seats - Indoor,36,144.96717,-37.81141,"{'lon': 144.96717, 'lat': -37.81141}"
2021,66,108552,108552,221-223 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),223 Russell Street MELBOURNE VIC 3000,Nam Loong Restaurant,4511,Cafes and Restaurants,Seats - Indoor,50,144.96717,-37.81141,"{'lon': 144.96717, 'lat': -37.81141}"
2021,66,108555,108555,235-241 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Flr1 235 Russell Street MELBOURNE VIC 3000,China Bar,4511,Cafes and Restaurants,Seats - Indoor,115,144.96704,-37.81112,"{'lon': 144.96704, 'lat': -37.81112}"
2021,66,109390,109390,264-266 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Level 3 264 Swanston Street MELBOURNE VIC 3000,Gong De Lin,4511,Cafes and Restaurants,Seats - Indoor,40,144.96515,-37.81181,"{'lon': 144.96515, 'lat': -37.81181}"
2021,66,109390,109390,264-266 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Level 4 264 Swanston Street MELBOURNE VIC 3000,House of Correction,4520,"Pubs, Taverns and Bars",Seats - Indoor,50,144.96515,-37.81181,"{'lon': 144.96515, 'lat': -37.81181}"
2021,66,109435,109435,23-25 Tattersalls Lane MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Flr1 23 Tattersalls Lane MELBOURNE VIC 3000,Shanghai Dumpling Restaurant,4511,Cafes and Restaurants,Seats - Indoor,195,144.96544,-37.81186,"{'lon': 144.96544, 'lat': -37.81186}"
2021,66,109436,109436,27-29 Tattersalls Lane MELBOURNE VIC 3000,Melbourne (CBD),27-29 Tattersalls Lane MELBOURNE VIC 3000,Section 8 Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96539,-37.81176,"{'lon': 144.96539, 'lat': -37.81176}"
2021,66,109951,109951,3-5 Waratah Place MELBOURNE VIC 3000,Melbourne (CBD),Gnd & Flr1 3-5 Waratah Place MELBOURNE VIC 3000,Old Crystal Jade Steamboat,4511,Cafes and Restaurants,Seats - Indoor,50,144.96703,-37.81172,"{'lon': 144.96703, 'lat': -37.81172}"
2021,66,109952,109952,7-9 Waratah Place MELBOURNE VIC 3000,Melbourne (CBD),Level 1 7-9 Waratah Place MELBOURNE VIC 3000,Manchuria,4511,Cafes and Restaurants,Seats - Indoor,45,144.96699,-37.81162,"{'lon': 144.96699, 'lat': -37.81162}"
2021,66,520597,520597,234 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),234 Little Bourke Street MELBOURNE VIC 3000,Yang's Braised Chicken Rice,4511,Cafes and Restaurants,Seats - Indoor,70,144.96587,-37.81222,"{'lon': 144.96587, 'lat': -37.81222}"
2021,67,103604,103604,229 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 229 Exhibition Street MELBOURNE VIC 3000,Yang's Dumplings,4511,Cafes and Restaurants,Seats - Indoor,59,144.96952,-37.81058,"{'lon': 144.96952, 'lat': -37.81058}"
2021,67,105674,105674,107-111 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 111 Lonsdale Street MELBOURNE VIC 3000,Wu Mi Zhou,4511,Cafes and Restaurants,Seats - Indoor,200,144.96912,-37.81053,"{'lon': 144.96912, 'lat': -37.81053}"
2021,67,105674,105674,107-111 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Basement 111 Lonsdale Street MELBOURNE VIC 3000,Bar Margaux,4511,Cafes and Restaurants,Seats - Indoor,198,144.96912,-37.81053,"{'lon': 144.96912, 'lat': -37.81053}"
2021,67,105680,105680,139-143 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),141 Lonsdale Street MELBOURNE VIC 3000,Korean BBQ Buffet,4511,Cafes and Restaurants,Seats - Indoor,70,144.96826,-37.81079,"{'lon': 144.96826, 'lat': -37.81079}"
2021,67,108581,108581,226-236 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),234C Russell Street MELBOURNE VIC 3000,Wonton Master,4511,Cafes and Restaurants,Seats - Indoor,20,144.96764,-37.81098,"{'lon': 144.96764, 'lat': -37.81098}"
2021,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Restaurant Level 1 222 Russell Street MELBOURNE VIC 3000,Home Kitchen & Bar,4511,Cafes and Restaurants,Seats - Indoor,80,144.96796,-37.81134,"{'lon': 144.96796, 'lat': -37.81134}"
2021,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),7-9 Corrs Lane MELBOURNE VIC 3000,Ants Bistro,4511,Cafes and Restaurants,Seats - Indoor,100,144.96796,-37.81134,"{'lon': 144.96796, 'lat': -37.81134}"
2021,68,105668,105668,19-21 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 19-21 Lonsdale Street MELBOURNE VIC 3000,Master Roll Vietnam,4511,Cafes and Restaurants,Seats - Indoor,30,144.97153,-37.80982,"{'lon': 144.97153, 'lat': -37.80982}"
2021,68,105672,105672,53-57 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),53-55 Lonsdale Street MELBOURNE VIC 3000,Kenny's Bakery Cafe,4511,Cafes and Restaurants,Seats - Indoor,36,144.97071,-37.81006,"{'lon': 144.97071, 'lat': -37.81006}"
2021,68,105900,105900,40-46 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 40-44 Little Bourke Street MELBOURNE VIC 3000,Longrain Melbourne,4511,Cafes and Restaurants,Seats - Indoor,140,144.97118,-37.81059,"{'lon': 144.97118, 'lat': -37.81059}"
2021,68,108989,108989,Park Tower 199-207 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1, 201 Spring Street MELBOURNE VIC 3000",Father John Cafe,4511,Cafes and Restaurants,Seats - Indoor,18,144.97205,-37.81013,"{'lon': 144.97205, 'lat': -37.81013}"
2021,68,108990,108990,209-227 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 215 Spring Street MELBOURNE VIC 3000,Anda Cafe,4511,Cafes and Restaurants,Seats - Outdoor,18,144.97188,-37.80994,"{'lon': 144.97188, 'lat': -37.80994}"
2021,68,108990,108990,209-227 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 215 Spring Street MELBOURNE VIC 3000,Anda Cafe,4511,Cafes and Restaurants,Seats - Indoor,40,144.97188,-37.80994,"{'lon': 144.97188, 'lat': -37.80994}"
2021,71,105315,105315,267-271 King Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 269-271 King Street MELBOURNE VIC 3000,House Of Kebabs,4511,Cafes and Restaurants,Seats - Indoor,21,144.95431,-37.81392,"{'lon': 144.95431, 'lat': -37.81392}"
2021,71,106028,106028,Australis Apartments 593-611 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),595-599 Little Lonsdale Street MELBOURNE VIC 3000,Gogi Matcha,4511,Cafes and Restaurants,Seats - Indoor,88,144.95383,-37.81381,"{'lon': 144.95383, 'lat': -37.81381}"
2021,72,105375,105375,276-282 King Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, 280 King Street MELBOURNE VIC 3000",House Blend,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95482,-37.8135,"{'lon': 144.95482, 'lat': -37.8135}"
2021,72,105376,105376,262-274 King Street MELBOURNE VIC 3000,Melbourne (CBD),Pt Lot S2 270 King Street MELBOURNE VIC 3000,Gangnam Pocha,4511,Cafes and Restaurants,Seats - Indoor,37,144.95493,-37.81372,"{'lon': 144.95493, 'lat': -37.81372}"
2021,72,105725,105725,552-554 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 552 Lonsdale Street MELBOURNE VIC 3000,Agit Melbourne,4511,Cafes and Restaurants,Seats - Indoor,66,144.95588,-37.81385,"{'lon': 144.95588, 'lat': -37.81385}"
2021,72,105727,105727,528-538 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),528 Lonsdale Street MELBOURNE VIC 3000,Peddler Tuck Shop CBD,4512,Takeaway Food Services,Seats - Outdoor,10,144.95642,-37.81366,"{'lon': 144.95642, 'lat': -37.81366}"
2021,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop C2, 10C Healeys Lane MELBOURNE VIC 3000",Sinjeon Food System,4511,Cafes and Restaurants,Seats - Indoor,35,144.956,-37.81346,"{'lon': 144.956, 'lat': -37.81346}"
2021,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop J, 535 Little Lonsdale Street MELBOURNE VIC 3000",NANA Australia,4511,Cafes and Restaurants,Seats - Indoor,41,144.956,-37.81346,"{'lon': 144.956, 'lat': -37.81346}"
2021,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 5-7, 535 Little Lonsdale Street MELBOURNE VIC 3000",Squires Loft,4511,Cafes and Restaurants,Seats - Indoor,102,144.956,-37.81346,"{'lon': 144.956, 'lat': -37.81346}"
2021,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop G, 535 Little Lonsdale Street MELBOURNE VIC 3000",Gami City,4511,Cafes and Restaurants,Seats - Outdoor,12,144.956,-37.81346,"{'lon': 144.956, 'lat': -37.81346}"
2021,73,105732,105732,Clarence Chambers 452-456 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1, 456 Lonsdale Street MELBOURNE VIC 3000",Piccolo Me,4511,Cafes and Restaurants,Seats - Indoor,80,144.95861,-37.81298,"{'lon': 144.95861, 'lat': -37.81298}"
2021,73,559301,559301,458-468 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 460 Lonsdale Street MELBOURNE VIC 3000,The Firm Espresso Bar,4511,Cafes and Restaurants,Seats - Outdoor,32,144.95835,-37.81306,"{'lon': 144.95835, 'lat': -37.81306}"
2021,74,104661,104661,115-123 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),123 Hardware Street MELBOURNE VIC 3000,Hardware Societe,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96039,-37.81211,"{'lon': 144.96039, 'lat': -37.81211}"
2021,74,104661,104661,115-123 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),119 Hardware Street MELBOURNE VIC 3000,Hadware Street Cafe,4512,Takeaway Food Services,Seats - Outdoor,6,144.96039,-37.81211,"{'lon': 144.96039, 'lat': -37.81211}"
2021,74,105738,105738,394-400 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),113 Hardware Street MELBOURNE VIC 3000,Hash Specialty Coffee,4511,Cafes and Restaurants,Seats - Indoor,70,144.96053,-37.81241,"{'lon': 144.96053, 'lat': -37.81241}"
2021,74,105740,105740,382-384 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 382 Lonsdale Street MELBOURNE VIC 3000,Sizzling Braised Pot Mel,4511,Cafes and Restaurants,Seats - Indoor,48,144.96096,-37.81235,"{'lon': 144.96096, 'lat': -37.81235}"
2021,74,105742,105742,364-372 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 364 Lonsdale Street MELBOURNE VIC 3000,Hakoya Izakaya,4511,Cafes and Restaurants,Seats - Indoor,55,144.96147,-37.81223,"{'lon': 144.96147, 'lat': -37.81223}"
2021,74,105743,105743,352-362 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),279-281 Elizabeth Street MELBOURNE VIC 3000,Noodle Villa,4511,Cafes and Restaurants,Seats - Indoor,84,144.96179,-37.81214,"{'lon': 144.96179, 'lat': -37.81214}"
2021,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 2, 391 Little Lonsdale Street MELBOURNE VIC 3000",CJ Lunchbar,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96034,-37.81187,"{'lon': 144.96034, 'lat': -37.81187}"
2021,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, 391 Little Lonsdale Street MELBOURNE VIC 3000",Gypsy & Pig,4511,Cafes and Restaurants,Seats - Indoor,20,144.96034,-37.81187,"{'lon': 144.96034, 'lat': -37.81187}"
2021,74,108097,108097,254-258 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),"Unit 1, 256 Queen Street MELBOURNE VIC 3000",Red Cliff Chinese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,78,144.95995,-37.81248,"{'lon': 144.95995, 'lat': -37.81248}"
2021,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),243 Little Lonsdale Street MELBOURNE VIC 3000,Idarts Hive,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.96573,-37.81068,"{'lon': 144.96573, 'lat': -37.81068}"
