Address,Prices,Bedroom,Bathroom,Parking,Type_Apartment,Type_House,Type_Townhouse
"13/148 Nepean Highway, 
ASPENDALE VIC 3195",750.0,3,2,2,0,0,1
"1 Daphne Close, 
ASPENDALE GARDENS VIC 3195",750.0,4,2,2,0,1,0
"8 CARLISLE AVENUE, 
BALACLAVA VIC 3183",750.0,3,1, ,0,1,0
"30 South Concourse, 
BEAUMARIS VIC 3193",39.0, ,1, ,1,0,0
"3 Dickens Street, 
BENTLEIGH VIC 3204",750.0,3,1,2,0,1,0
"303/22 Bent Street, 
BENTLEIGH VIC 3204",750.0,3,2,2,0,1,0
"1/214 Centre Road, 
BENTLEIGH VIC 3204",750.0,3,2,2,0,0,1
"2/36 Whitmuir Rd, 
BENTLEIGH VIC 3204",750.0,3,2,2,1,0,0
"9 Dunoon Court, 
BRIGHTON EAST VIC 3187",750.0,3,2,2,0,1,0
"10 Locke Street, 
BRIGHTON EAST VIC 3187",750.0,3,2,2,0,1,0
"219 Barkly Street, 
BRUNSWICK VIC 3056",750.0,2,1, ,0,1,0
"9 William Street, 
BRUNSWICK VIC 3056",750.0,3,1,1,0,0,1
"140 Albion Street, 
BRUNSWICK VIC 3056",750.0,3,1,1,0,1,0
"1 Southam Street, 
BRUNSWICK WEST VIC 3055",750.0,5,2,3,0,1,0
"1/82 Hopetoun Avenue, 
BRUNSWICK WEST VIC 3055",750.0,3,2,2,1,0,0
"9/50-56 Edgar Street, 
KINGSVILLE VIC 3012",400.0,2,1,1,1,0,0
"4/36 Edgar Street, 
KINGSVILLE VIC 3012",400.0,2,1,1,1,0,0
"5/11 Bishop Street, 
KINGSVILLE VIC 3012",400.0,2,1,1,1,0,0
"12 Ajay Way, 
KURUNJANG VIC 3337",400.0,4,2,1,0,1,0
"23 Curtin Avenue, 
LALOR VIC 3075",400.0,2,1,1,1,0,0
"10 Ceti Court, 
LARA VIC 3212",400.0,3,1,1,0,1,0
"32A Ash Road, 
LEOPOLD VIC 3224",400.0,2,1,1,1,0,0
"20 Herne Street, 
MANIFOLD HEIGHTS VIC 3218",400.0,3,1,1,0,1,0
"9 Huntly Court, 
MEADOW HEIGHTS VIC 3048",400.0,3,1,1,0,1,0
MEADOW HEIGHTS VIC 3048,400.0,3,1, ,0,1,0
"518/408 Lonsdale Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"301/565 Flinders Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"1030/43 Therry Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"106/58 La Trobe Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"718/118 Franklin Street, 
MELBOURNE VIC 3000",400.0,1,1,1,1,0,0
"1307/268 Flinders Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"3506/618 Lonsdale Street, 
MELBOURNE VIC 3000",750.0,2,1,1,1,0,0
"1207/270 King Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"3208/228 La Trobe Street, 
MELBOURNE VIC 3000",750.0,2,1, ,1,0,0
"3001/33 MacKenzie Street, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"1208/618 LONSDALE Street, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"808/8 Sutherland Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"G07/95 Buckley Street, 
MOONEE PONDS VIC 3039",750.0,2,2,2,1,0,0
"1/68 Barkly Street, 
MORDIALLOC VIC 3195",750.0,3,2,2,0,0,1
"22 Botany Walk, 
MORNINGTON VIC 3931",750.0,4,3,4,0,1,0
"8 Wiringa Crescent, 
MOUNT ELIZA VIC 3930",750.0,3,1,4,0,1,0
"62 Old Mornington Road, 
MOUNT ELIZA VIC 3930",750.0,4,2,1,0,1,0
"9 Raymond Street, 
MOUNT MARTHA VIC 3934",750.0,3,2,2,0,1,0
"2/115 Stephensons Road, 
MOUNT WAVERLEY VIC 3149",750.0,4,2,2,0,0,1
"2 Malone Grove, 
MULGRAVE VIC 3170",750.0,3,2,2,0,1,0
"10 Delamere Close, 
MULGRAVE VIC 3170",750.0,4,3,2,0,1,0
"54B Murrumbeena Crescent, 
MURRUMBEENA VIC 3163",750.0,3,1,2,0,1,0
"13 Schutt Street, 
NEWPORT VIC 3015",750.0,3,2,1,0,1,0
"910/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",750.0,2,1,1,1,0,0
"6 Haines Street, 
NORTH MELBOURNE VIC 3051",750.0,4,1, ,0,1,0
"2/58 Grey Street, 
ST KILDA VIC 3182",850.0,2,1, ,1,0,0
"1/65 Newman Street, 
THORNBURY VIC 3071",850.0,3,3,2,0,0,1
"9 Alston Street, 
THORNBURY VIC 3071",850.0,3,2,3,0,1,0
"12 Black Swan Lane, 
WATERWAYS VIC 3195",850.0,4,2,2,0,1,0
"507/25 Windsor Terrace, 
WILLIAMSTOWN VIC 3016",850.0,2,2,2,1,0,0
"20 Pasco Street, 
WILLIAMSTOWN VIC 3016",850.0,3,1,1,0,1,0
"14 Dane Street, 
SEDDON VIC 3011",855.0,4,2,1,0,0,1
"406/260 City Rd, 
SOUTHBANK VIC 3006",856.0,2,2, ,1,0,0
"2A Toolangi Road, 
ALPHINGTON VIC 3078",860.0,3,2,1,0,1,0
"44 Carpenter Street, 
BRIGHTON VIC 3186",860.0,3,1,3,0,1,0
"3 Hennessy Street, 
BRUNSWICK VIC 3056",860.0,3,3,2,0,0,1
"403/82 Canning Street, 
CARLTON VIC 3053",860.0,2,2,1,1,0,0
"7/10 Princes Street, 
CAULFIELD NORTH VIC 3161",860.0,3,2,3,0,0,1
"22 Cottongum Avenue, 
KEYSBOROUGH VIC 3173",860.0,4,3,2,0,1,0
"11.07/69-73 Flemington Road, 
NORTH MELBOURNE VIC 3051",860.0,3,2,1,1,0,0
"206/246 Church St, 
RICHMOND VIC 3121",860.0,2,2,1,1,0,0
"206/228 Church St, 
RICHMOND VIC 3121",860.0,2,2, ,1,0,0
"1312/259 Normanby Road, 
SOUTHBANK VIC 3006",860.0,2,2,1,1,0,0
"1a Cluden St, 
BRIGHTON VIC 3186",1.0,3,2,3,0,0,1
"371 St Kilda Street, 
BRIGHTON VIC 3186",1480.0,3,3,4,0,1,0
"313 St Kilda Street, 
BRIGHTON VIC 3186",1.0,4,2,4,0,1,0
"173 Glenlyon Road, 
BRUNSWICK EAST VIC 3057",1200.0,4,2,1,0,1,0
"3B Newstead Street, 
CAULFIELD VIC 3162",1.0,4,3,2,0,1,0
"G105/11 Normanby Road, 
CAULFIELD NORTH VIC 3161",1.0,3,2,1,1,0,0
"1A Edith Street, 
CAULFIELD NORTH VIC 3161",1.0,3,2,2,0,1,0
"19B Davie Avenue, 
CHELTENHAM VIC 3192",1.0,4,3,3,0,0,1
"66 Roseneath Street, 
CLIFTON HILL VIC 3068",1200.0,4,2,1,0,1,0
"402/55 Islington Street, 
COLLINGWOOD VIC 3066",1.0,3,2,1,1,0,0
"804/280 Albert Street, 
EAST MELBOURNE VIC 3002",1.0,2,2,2,1,0,0
"16 Stanley Street, 
ELSTERNWICK VIC 3185",1200.0,4,2,5,0,1,0
"14 Glen Huntly Road, 
ELWOOD VIC 3184",1.0,4,2,2,0,1,0
"225 Gore Street, 
FITZROY VIC 3065",1.0,4,2,2,0,1,0
"110/8 Royal Lane, 
FITZROY VIC 3065",1200.0,1,1, ,1,0,0
"83-85 St David Street, 
FITZROY VIC 3065",1.0,3,2, ,0,1,0
"5/11 Etna Street, 
GLEN HUNTLY VIC 3163",1.0,4,3,2,0,0,1
"1601 1602/25 Osullivan Road, 
GLEN WAVERLEY VIC 3150",1.0,3,2,2,1,0,0
"19 Walpole Avenue, 
INDENTED HEAD VIC 3223",1200.0,3,1,1,0,1,0
"34 Vivace Avenue, 
CLYDE VIC 3978",550.0,4,2,2,0,1,0
"18 Pewter Walk, 
CLYDE NORTH VIC 3978",550.0,4,3, ,0,1,0
"21 Thornell Street, 
CLYDE NORTH VIC 3978",550.0,4,2,2,0,1,0
"2 Reynard Street, 
COBURG VIC 3058",550.0,1,1, ,0,1,0
"503/45 Nott Street, 
PORT MELBOURNE VIC 3207",1162.0,1,1,1,1,0,0
"1 Freshwater Place, 
SOUTHBANK VIC 3006",1162.0,1,1,1,1,0,0
"20/35 Stewart Street, 
BRUNSWICK VIC 3056",1.0,3,3,1,0,0,1
"620/280 Albert Street, 
EAST MELBOURNE VIC 3002",1.0,2,2,1,1,0,0
"19 Highett Road, 
HAMPTON VIC 3188",1.0,4,3,2,0,0,1
"118 Somerset Street, 
RICHMOND VIC 3121",1180.0,4,2, ,0,1,0
"15 Park Lane, 
SOUTH YARRA VIC 3141",1185.0,3,2,2,0,0,1
"100/600 Epsom Road, 
FLEMINGTON VIC 3031",1190.0,1,1,1,1,0,0
"25 O'Sullivan Road, 
GLEN WAVERLEY VIC 3150",1.0,3,2,1,1,0,0
"1610/81 City Road, 
SOUTHBANK VIC 3006",1.0,3,2,1,1,0,0
"16B Clements Street, 
BENTLEIGH EAST VIC 3165",1.0,5,3,2,0,0,1
"1/6 Edwards Street, 
BURWOOD VIC 3125",1195.0,4,4,3,0,0,1
"293A Glen Huntly Road, 
ELSTERNWICK VIC 3185",1195.0,4,1, ,0,1,0
"1C Riddell Parade, 
ELSTERNWICK VIC 3185",1.0,3,2,2,0,0,1
"75/350 St Kilda Road, 
MELBOURNE VIC 3000",1195.0,2,2,2,1,0,0
"597 High Street, 
PRAHRAN VIC 3181",1.0,4,1,1,0,1,0
"2 Clements Street, 
BENTLEIGH EAST VIC 3165",1.0,4,2,2,0,1,0
"3A Bevis St, 
BENTLEIGH EAST VIC 3165",1.0,4,3,2,0,1,0
"55 Purtell Street, 
BENTLEIGH EAST VIC 3165",1.0,4,3,2,0,1,0
"12B Harding Avenue, 
BONBEACH VIC 3196",1.0,3,2,2,0,0,1
"1/3 Derby Parade, 
CAULFIELD NORTH VIC 3161",550.0,2,1,1,1,0,0
"4/378 Dandenong Road, 
CAULFIELD NORTH VIC 3161",550.0,2,2,1,1,0,0
"18/9-11 Labtrobe Street, 
CHELTENHAM VIC 3192",550.0,2,1,1,1,0,0
"1/6 Koonawarra Street, 
CLAYTON VIC 3168",550.0,3,1,2,0,1,0
"22 Grandview Road, 
PRESTON VIC 3072",850.0,5,2,2,0,1,0
"408/28 Tanner Street, 
RICHMOND VIC 3121",850.0,2,2,1,1,0,0
"64 Lincoln Street, 
RICHMOND VIC 3121",850.0,3,2,1,0,1,0
"601/18 Coppin Street, 
RICHMOND VIC 3121",850.0,2,2,1,1,0,0
"2/73 River Street, 
RICHMOND VIC 3121",850.0,3,2,2,1,0,0
"1/35 Alfreda Avenue, 
ROSANNA VIC 3084",850.0,4,3,2,0,1,0
"62 Parkfront Crescent, 
ROXBURGH PARK VIC 3064",850.0,5,3,6,0,1,0
"3 Harston Street, 
SANDRINGHAM VIC 3191",850.0,3,2,2,0,1,0
"301/79 River Street, 
SOUTH YARRA VIC 3141",850.0,2,2,2,1,0,0
"1705/665 Chapel Street, 
SOUTH YARRA VIC 3141",850.0,2,2,1,1,0,0
"UNIT 505/31 MALCOLM STREET, 
SOUTH YARRA VIC 3141",850.0,1,1,1,1,0,0
"606/700 Chapel Street, 
SOUTH YARRA VIC 3141",850.0,2,2,2,1,0,0
"1402/63 Whiteman Street, 
SOUTHBANK VIC 3006",850.0,2,2,1,1,0,0
"609/102 Wells Street, 
SOUTHBANK VIC 3006",850.0,3,2,1,1,0,0
"7/4 Lucian Avenue, 
SPRINGVALE VIC 3171",850.0,4,2,1,0,0,1
"2307/14-16 The Esplanade, 
ST KILDA VIC 3182",850.0,1,1,1,1,0,0
"3/21 Herbert Street, 
ST KILDA VIC 3182",850.0,2,2,1,0,1,0
"2406/138 Spencer Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"1511/371 Little Lonsdale Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"1309/120 A'Beckett Street, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"5204/138 Spencer Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"6204/568 Collins Street, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"3404/38 Rose Lane, 
MELBOURNE VIC 3000",750.0,2,1, ,1,0,0
"3213D/624 Lonsdale Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"3104D/648 Lonsdale Street, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"3215/220 Spencer Street, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"3613/228 Latrobe Street, 
MELBOURNE VIC 3000",750.0,2,1, ,1,0,0
"2303/318 Queen Street, 
MELBOURNE VIC 3004",750.0,2,2, ,1,0,0
"2202/228 A'beckett Street, 
MELBOURNE VIC 3000",750.0,2,2, ,1,0,0
"unit 2806/568 Collins St, 
MELBOURNE VIC 3000",750.0,2,2,1,1,0,0
"5 Spinosa Street, 
MAMBOURIN VIC 3024",440.0,4,2,2,0,1,0
"35A Hindmarsh Drive, 
MANOR LAKES VIC 3024",440.0,3,2,1,1,0,0
"9/31 Warrs Road, 
MARIBYRNONG VIC 3032",440.0,2,1,1,0,0,1
"24/4 Wests Road, 
MARIBYRNONG VIC 3032",440.0,2,1,1,0,1,0
"9/33 Cumberland Drive, 
MARIBYRNONG VIC 3032",440.0,1,1,1,1,0,0
"413/72 Wests Road, 
MARIBYRNONG VIC 3032",440.0,1,1,1,1,0,0
"75/416 St Kilda Road, 
MELBOURNE VIC 3004",440.0,1,1, ,1,0,0
"208B/399 Bourke Street, 
MELBOURNE VIC 3000",440.0,1,1, ,1,0,0
"1103/181 ABeckett Street, 
MELBOURNE VIC 3000",440.0,1,1, ,1,0,0
"604 St Kilda Road, 
MELBOURNE VIC 3000",440.0,1,1, ,1,0,0
"318/360 St Kilda Road, 
MELBOURNE VIC 3004",440.0,1,1,1,1,0,0
"55 Riverbank Boulevard, 
MELTON WEST VIC 3337",440.0,4,2,2,0,1,0
"8/143 Canterbury Road, 
MIDDLE PARK VIC 3206",440.0,1,1,1,1,0,0
"6/4 Campbell Grove, 
MORNINGTON VIC 3931",440.0,2,1, ,1,0,0
"2 Coronata Court, 
NARRE WARREN VIC 3805",440.0,3,1, ,0,1,0
"21 Poplar Street, 
NEWCOMB VIC 3219",440.0,3,1,1,0,1,0
"8 Bellarine Highway, 
NEWCOMB VIC 3219",440.0,3,1,1,0,1,0
"12 Wirth Court, 
NEWCOMB VIC 3219",440.0,3,1,3,0,1,0
"4/349 Pakington Street, 
NEWTOWN VIC 3220",440.0,2,1,1,1,0,0
"3/33 Alamein Street, 
NOBLE PARK VIC 3174",440.0,2,1,1,0,1,0
"1307/268 Flinders Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"408/99 A'beckett Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"409/99 A'beckett Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"932/45 Therry Street, 
MELBOURNE VIC 3004",400.0,1,1, ,1,0,0
"110/253 Franklin Street, 
MELBOURNE VIC 3000",400.0,1,1, ,1,0,0
"100/19 Exploration Lane, 
MELBOURNE VIC 3000",400.0, ,1, ,1,0,0
"2 Emil Court Court, 
MELTON VIC 3337",400.0,3,1, ,0,1,0
"51 Marble Drive, 
MELTON SOUTH VIC 3338",400.0,3,2,2,0,1,0
"14 Fiona Rd, 
MELTON SOUTH VIC 3338",400.0,4,2,2,0,1,0
"40 Steadfield Circuit, 
MELTON SOUTH VIC 3338",400.0,3,2,2,0,0,1
"63 Corbet Street, 
MELTON SOUTH VIC 3338",400.0,4,2,2,0,1,0
"27 Second Avenue, 
MELTON SOUTH VIC 3338",400.0,3,1,1,0,1,0
"697 High Street, 
MELTON WEST VIC 3337",400.0,3,2,2,0,1,0
"1/28 Scarborough Cres, 
MELTON WEST VIC 3337",400.0,3,2,1,0,1,0
"3/14 Schotters Road, 
MERNDA VIC 3754",400.0,2,1,1,1,0,0
"2/2 Corbin Place, 
MILL PARK VIC 3082",400.0,2,1,1,0,1,0
"7/5 Park Street, 
MOONEE PONDS VIC 3039",400.0,1,1,1,1,0,0
"3/20 Lucerne Avenue, 
MORNINGTON VIC 3931",400.0,2,1,1,1,0,0
"149 Boundary Road, 
NEWCOMB VIC 3219",400.0,3,1,1,0,1,0
"5402/127-141 A'beckett Street, 
MELBOURNE VIC 3000",740.0,2,1,1,1,0,0
"1411/601 Little Lonsdale Street, 
MELBOURNE VIC 3000",740.0,2,2,1,1,0,0
"908/480 St Kilda Road, 
MELBOURNE VIC 3004",740.0,2,2,1,1,0,0
"1606/8 Bowen Crescent, 
MELBOURNE VIC 3004",740.0,2,2,1,1,0,0
"26 Samantha Drive, 
MORNINGTON VIC 3931",740.0,4,2,2,0,1,0
"3/109 Clayton Road, 
OAKLEIGH EAST VIC 3166",740.0,3,3,2,0,0,1
"7 Devoy Street, 
OAKLEIGH SOUTH VIC 3167",740.0,4,1,4,0,1,0
"11 TARCOOLA WAY, 
SANDHURST VIC 3977",740.0,4,2,3,0,1,0
"1606/151 City Road, 
SOUTHBANK VIC 3006",740.0,2,2,1,1,0,0
"2/27 Wallace Avenue, 
FRANKSTON VIC 3199",745.0,4,3,2,0,1,0
"3/27 Wallace Avenue, 
FRANKSTON VIC 3199",745.0,4,3,2,0,1,0
"1/422-426 Glenferrie Road, 
KOOYONG VIC 3144",745.0,3,2,2,1,0,0
"1510A/260 Spencer Street, 
MELBOURNE VIC 3000",745.0,2,2, ,1,0,0
"2/5 Murray Anderson Road, 
ROSEBUD VIC 3939",745.0,5,3,2,0,1,0
"25 James St, 
ABBOTSFORD VIC 3067",750.0,2,1, ,0,1,0
"57 Nicholson Street, 
ABBOTSFORD VIC 3067",750.0,2,1, ,0,1,0
"B107/631 Victoria Street, 
ABBOTSFORD VIC 3067",750.0,2,2,1,1,0,0
"604/627 Victoria Street, 
ABBOTSFORD VIC 3067",750.0,2,2,1,1,0,0
"205/627 Victoria Street, 
ABBOTSFORD VIC 3067",745.0,2,2,1,1,0,0
"205/5-7 Wilson Street, 
SOUTH YARRA VIC 3141",720.0,2,2,1,1,0,0
"1217/7 Claremont Street, 
SOUTH YARRA VIC 3141",720.0,2,2,1,1,0,0
"1/100 Millswyn Street, 
SOUTH YARRA VIC 3141",720.0,3,2,1,1,0,0
"1201/3-7 Claremont Street, 
SOUTH YARRA VIC 3141",720.0,2,2,1,1,0,0
"245 City Road, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"3908E/18 Hoff Blvd, 
SOUTHBANK VIC 3006",720.0,2,2, ,1,0,0
"3612/151 City Road, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"2702/151 City Road, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"905/152 Sturt Street, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"3110/118 Kavanagh Street, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"1403/245 City Rd, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"1710/118 Kavanagh Street, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"1206/118 Kavanagh Street, 
SOUTHBANK VIC 3006",720.0,2,2,1,1,0,0
"5 Emilton Avenue, 
ST KILDA VIC 3182",720.0,2,1, ,0,1,0
"67 Woolton Avenue, 
THORNBURY VIC 3071",720.0,3,1, ,0,1,0
"3/21 Waratah Street, 
WEST FOOTSCRAY VIC 3012",720.0,3,2,1,0,0,1
"2B Lae Street, 
WEST FOOTSCRAY VIC 3012",720.0,3,2,1,0,0,1
"1004/105 Batman Street, 
WEST MELBOURNE VIC 3003",720.0,2,2,1,1,0,0
"1002/408 Spencer Street, 
WEST MELBOURNE VIC 3003",720.0,2,2, ,1,0,0
"4 Pineview Close, 
WHEELERS HILL VIC 3150",720.0,4,2,2,0,1,0
"5 Dolphin Drive, 
SOUTH MORANG VIC 3752",480.0,3,2,2,0,1,0
"403/33 Claremont Street, 
SOUTH YARRA VIC 3141",480.0,1,1,1,1,0,0
"16/403 Toorak Road, 
SOUTH YARRA VIC 3141",480.0,1,1,1,1,0,0
"1614/12-14 Claremont Street, 
SOUTH YARRA VIC 3141",480.0,1,1,1,1,0,0
"716/8 Daly Street, 
SOUTH YARRA VIC 3141",480.0,1,1, ,1,0,0
"1114/22 Dorcas Street, 
SOUTHBANK VIC 3006",480.0,1,1,1,1,0,0
"301/118 Kavanagh Street, 
SOUTHBANK VIC 3006",480.0,1,1, ,1,0,0
"3/10 Bournemouth Avenue, 
SPRINGVALE VIC 3171",480.0,2,2,1,0,0,1
"84 Athol Road, 
SPRINGVALE SOUTH VIC 3172",480.0,3,1,2,0,1,0
"1301/6 St Kilda Road, 
ST KILDA VIC 3182",480.0,1,1,1,1,0,0
"7/10 Carlisle Street, 
ST KILDA VIC 3182",480.0,2,1,1,1,0,0
"14 Meredith St, 
ST LEONARDS VIC 3223",480.0,4,2,2,0,1,0
"30 Veltins Way, 
STRATHTULLOH VIC 3338",480.0,4,2,2,0,1,0
"44 Selbourne Street, 
STRATHTULLOH VIC 3338",480.0,4,2,2,0,1,0
"2 Odsal walk, 
STRATHTULLOH VIC 3338",480.0,4,2,2,0,1,0
"3 Leeton street, 
STRATHTULLOH VIC 3338",480.0,4,2,2,0,1,0
"3 Ballet Crescent, 
SUNBURY VIC 3429",480.0,3,2,2,0,1,0
"6 Fernshaw Place, 
SUNBURY VIC 3429",480.0,4,2,2,0,1,0
"51 Charter Road East, 
SUNBURY VIC 3429",480.0,4,2,1,0,1,0
"347A Bay Street, 
BRIGHTON VIC 3186",495.0,2,1, ,1,0,0
"5/80 Dawson Street, 
BRUNSWICK VIC 3056",495.0,2,1,1,1,0,0
"3/2 Yarra Bing Crescent, 
BURWOOD VIC 3125",495.0,1,1,1,1,0,0
"2/42 Flamingo Road, 
CAPEL SOUND VIC 3940",495.0,3,1,1,0,1,0
"9/33 Coorigil Road, 
CARNEGIE VIC 3163",495.0,2,1,1,1,0,0
"1/151 Hall Road, 
CARRUM DOWNS VIC 3201",495.0,2,2,1,1,0,0
"4/13 Wanda Road, 
CAULFIELD NORTH VIC 3161",495.0,2,1,1,1,0,0
"8 Vandelay Avenue, 
CHARLEMONT VIC 3217",495.0,4,2,2,0,1,0
"7/9-11 Radcliff Avenue, 
CHELTENHAM VIC 3192",495.0,2,1,1,1,0,0
"1/38 Schneider Crescent, 
CLARINDA VIC 3169",495.0,3,1,1,1,0,0
"47 Creekside Street, 
CLYDE VIC 3978",495.0,3,2,2,0,1,0
"22 Bonza Avenue, 
CLYDE NORTH VIC 3978",495.0,4,2,2,0,1,0
"20 Fellowship Street, 
CLYDE NORTH VIC 3978",495.0,3,2,2,0,1,0
"15 Garfield Way, 
CRAIGIEBURN VIC 3064",495.0,3,2,2,0,1,0
"369 Stony Point Road, 
CRIB POINT VIC 3919",495.0,3,1,3,0,1,0
"7 Butter Way, 
DONNYBROOK VIC 3064",495.0,4,2,2,0,1,0
"99 Betula Street, 
DOVETON VIC 3177",495.0,3,1,1,0,1,0
"22 Richmond Street, 
EAST GEELONG VIC 3219",495.0,3,1,1,0,1,0
"106/2-8 Beavis Street, 
ELSTERNWICK VIC 3185",495.0,2,1,1,1,0,0
"5/11-13 Bertram Street, 
ELSTERNWICK VIC 3185",495.0,1,1,1,0,0,1
"14 Alma Rd, 
ST KILDA VIC 3182",450.0,1,1,1,1,0,0
"32 Macorna Street, 
WATSONIA NORTH VIC 3087",480.0,3,1,3,0,1,0
"16 Albany Way, 
CHARLEMONT VIC 3217",470.0,4,2,2,0,1,0
"21 Magias Circuit, 
CLYDE VIC 3978",470.0,3,2,2,0,1,0
"32 Manet Avenue, 
GROVEDALE VIC 3216",470.0,3,2,2,0,1,0
"6/137 Corrigan Road, 
NOBLE PARK VIC 3174",300.0,1,1, ,1,0,0
"4/1 Edney Court, 
NOBLE PARK VIC 3174",300.0,1,1,1,1,0,0
"23 Curlew Crescent, 
NORLANE VIC 3214",300.0,3,1,1,0,1,0
"2/7 Kentucky Avenue, 
NORLANE VIC 3214",300.0,1,1,1,1,0,0
"54 Curlew Crescent, 
NORLANE VIC 3214",300.0,3,1,1,0,1,0
"22 Gavin Street, 
NORLANE VIC 3214",300.0,1,1, ,1,0,0
"607/3 - 11 High St, 
NORTH MELBOURNE VIC 3051",300.0,1,1, ,1,0,0
"787 Park Street, 
PARKVILLE VIC 3052",300.0,1,1, ,1,0,0
"13/12 Surrey Street, 
PASCOE VALE VIC 3044",300.0,2,1,2,1,0,0
"92A Hesse Street, 
QUEENSCLIFF VIC 3225",300.0,1,1, ,1,0,0
"107/51 Garden Street, 
SOUTH YARRA VIC 3141",300.0,1,1, ,1,0,0
"44/25 Redan Street, 
ST KILDA VIC 3182",300.0,1,1,1,1,0,0
"18/42 Waterloo Crescent, 
ST KILDA VIC 3182",300.0, ,1,1,1,0,0
"5/4 Beaumont Parade, 
WEST FOOTSCRAY VIC 3012",300.0,1,1,1,1,0,0
WHITTLESEA VIC 3757,300.0,1,1, ,1,0,0
"229B Somerville Road, 
YARRAVILLE VIC 3013",300.0,1,1, ,1,0,0
"1108/182 Edward Street, 
BRUNSWICK EAST VIC 3057",304.0,1,1,1,1,0,0
"2/3 Sarton Road, 
CLAYTON VIC 3168",305.0,1,1, ,1,0,0
"1/108 (Room 8) Wellington Road, 
CLAYTON VIC 3168",320.0,1,1, ,1,0,0
"2/52 Childers Street, 
CRANBOURNE VIC 3977",320.0, ,1,1,0,1,0
"3/100 Devlins Road, 
OCEAN GROVE VIC 3226",515.0,3,2,2,0,1,0
"4/99 Eastbourne Road, 
ROSEBUD VIC 3939",515.0,3,2,1,0,1,0
"2004/50 Haig Street, 
SOUTHBANK VIC 3006",515.0,1,1,1,1,0,0
"805/1 Balston Street, 
SOUTHBANK VIC 3006",515.0,1,1, ,1,0,0
"20 Felix St, 
ST LEONARDS VIC 3223",515.0,4,2,2,0,1,0
"2022/18 Mt Alexander Road, 
TRAVANCORE VIC 3032",515.0,2,1,1,1,0,0
"3 Banksia Grove, 
TULLAMARINE VIC 3043",515.0,3,1,2,0,1,0
"68 Abbotsford Street, 
WEST MELBOURNE VIC 3003",515.0,2,1, ,0,1,0
"44 Carissa Road, 
BROOKFIELD VIC 3338",517.0,5,2,2,0,1,0
"557 Swanston St, 
CARLTON VIC 3053",519.0,1,1, ,1,0,0
"99 Franklin Street, 
MELBOURNE VIC 3000",519.0, ,1, ,1,0,0
"Studio/480 Elizabeth Street, 
MELBOURNE VIC 3000",519.0,1,1, ,1,0,0
"806/251 Johnston Street, 
ABBOTSFORD VIC 3067",520.0,1,1,1,1,0,0
"409/631 Victoria Street, 
ABBOTSFORD VIC 3067",520.0,1,1, ,1,0,0
"D201/18 Grosvenor Street, 
ABBOTSFORD VIC 3067",520.0,2,1,1,1,0,0
"1/171 Halsey Road, 
AIRPORT WEST VIC 3042",520.0,3,1,1,0,0,1
"3/529 Ballarat Road, 
ALBION VIC 3020",520.0,3,2,2,0,0,1
"30 Central Avenue, 
ALTONA MEADOWS VIC 3028",520.0,3,2,2,0,1,0
"1/210 Merton Street, 
ALTONA MEADOWS VIC 3028",520.0,3,1,2,0,0,1
"2/12 Brennan Court, 
ALTONA MEADOWS VIC 3028",520.0,2,2,2,1,0,0
"18/102-106 St Georges Road, 
PRESTON VIC 3072",350.0,1,1,1,1,0,0
"19/30-32 Hesse Street, 
QUEENSCLIFF VIC 3225",350.0,1,1,1,1,0,0
"1/32 Drysdale Street, 
RESERVOIR VIC 3073",350.0,1,1,1,1,0,0
"4/67 King William Street, 
RESERVOIR VIC 3073",350.0,1,1,1,1,0,0
