STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry
19885,Hallam Railway Station (Hallam),-38.01774,145.269777,2,Pakenham,POINT (145.26978274083118 -38.017726829828085)
19886,Cranbourne Railway Station (Cranbourne),-38.099537,145.280599,2,Cranbourne,POINT (145.2806046898266 -38.09952387108651)
19887,Merinda Park Railway Station (Cranbourne North),-38.079,145.263511,2,Cranbourne,POINT (145.2635169351084 -38.07898685977018)
19888,Dandenong Railway Station (Dandenong),-37.989968,145.209725,2,"Pakenham,Cranbourne",POINT (145.20973079439904 -37.989954895483386)
19889,Yarraman Railway Station (Noble Park),-37.978255,145.1916,2,"Pakenham,Cranbourne",POINT (145.19160587885835 -37.97824184415438)
19890,Noble Park Railway Station (Noble Park),-37.966628,145.176325,2,"Pakenham,Cranbourne",POINT (145.17633072280833 -37.96661483302451)
19891,Sandown Park Railway Station (Springvale),-37.956505,145.162826,2,"Pakenham,Cranbourne",POINT (145.1628318062801 -37.956491812027764)
19892,East Camberwell Railway Station (Camberwell),-37.825894,145.06819,1,"Lilydale,Belgrave",POINT (145.06819575709116 -37.8258808346911)
19893,Canterbury Railway Station (Canterbury),-37.824485,145.081224,"1,2","Lilydale,Belgrave",POINT (145.08122991498246 -37.824471885579214)
19894,Chatham Railway Station (Surrey Hills),-37.8243,145.088648,"1,2","Lilydale,Belgrave",POINT (145.088653833714 -37.82428684608921)
19895,Surrey Hills Railway Station (Surrey Hills),-37.824148,145.098775,"1,2","Lilydale,Belgrave",POINT (145.0987809919728 -37.82413483678587)
19896,Mont Albert Railway Station (Mont Albert),-37.819427,145.10553,"1,2","Lilydale,Belgrave",POINT (145.1055360313175 -37.819413887222154)
19897,Laburnum Railway Station (Blackburn),-37.82078,145.140703,2,"Lilydale,Belgrave",POINT (145.14070874506587 -37.82076685965766)
19898,Blackburn Railway Station (Blackburn),-37.820071,145.150014,2,"Lilydale,Belgrave",POINT (145.15001978352822 -37.82005784029663)
19899,Nunawading Railway Station (Nunawading),-37.820428,145.175237,2,"Lilydale,Belgrave",POINT (145.17524281911318 -37.820414872043465)
19900,Mitcham Railway Station (Mitcham),-37.818087,145.192892,2,"Lilydale,Belgrave",POINT (145.1928979363084 -37.81807388325165)
19901,Heatherdale Railway Station (Ringwood),-37.818835,145.21355,2,"Lilydale,Belgrave",POINT (145.2135558126432 -37.818821874688574)
19902,Ringwood Railway Station (Ringwood),-37.81566,145.229474,2,"Lilydale,Belgrave",POINT (145.229480050232 -37.81564685577414)
19903,Auburn Railway Station (Hawthorn East),-37.822398,145.045844,1,"Belgrave,Lilydale,Alamein",POINT (145.04584984135263 -37.82238487313347)
19904,Glenferrie Railway Station (Hawthorn),-37.821467,145.036439,1,"Belgrave,Lilydale,Alamein",POINT (145.0364448430871 -37.82145382248186)
19905,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899,1,"Belgrave,Lilydale,Alamein",POINT (145.02290488539882 -37.82181283155493)
19906,Burnley Railway Station (Burnley),-37.82756,145.007555,1,"Belgrave,Glen Waverley,Lilydale,Alamein",POINT (145.0075609674386 -37.82754682053842)
