,Unnamed: 0.1,Unnamed: 0,geometry,address,latitude,longitude
0,0,0,POINT (144.6867955 -37.8725625),"Durham Crescent, Mossfiel, Hoppers Crossing, Melbourne, City of Wyndham, Victoria, 3029, Australia",-37.8725625,144.6867955
1,1,1,POINT (145.0294366 -37.7618963),"Mabel Street, Ivanhoe, Melbourne, City of Banyule, Victoria, 3078, Australia",-37.7618963,145.0294366
2,2,2,POINT (145.0356549 -37.7647315),"Green Street, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia",-37.7647315,145.0356549
3,3,3,POINT (145.0450926536774 -37.7676783),"15, Ivanhoe Parade, Ivanhoe East, Melbourne, City of Banyule, Victoria, 3079, Australia",-37.7676783,145.0450926536774
4,4,4,POINT (145.0373638092353 -37.7140559),"63, Dunne Street, Kingsbury, Melbourne, City of Darebin, Victoria, 3086, Australia",-37.7140559,145.0373638092353
5,5,5,POINT (145.0139611 -37.6640187),"Tandarra Crescent, Lalor, Melbourne, City of Whittlesea, Victoria, 3075, Australia",-37.6640187,145.0139611
6,6,6,POINT (145.2084568 -38.1439109),"Julie Court, Langwarrin, Melbourne, City of Frankston, Victoria, 3910, Australia",-38.1439109,145.2084568
7,7,7,POINT (145.0350359 -37.867502),"Johnstone Street, Malvern, Melbourne, City of Stonnington, Victoria, 3144, Australia",-37.867502,145.0350359
8,8,8,POINT (145.1430832 -38.1446007),"Campbell Street, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia",-38.1446007,145.1430832
9,9,9,POINT (144.9035822 -38.4593041),"Boneo Road, Boneo, Cape Schanck, Melbourne, Shire of Mornington Peninsula, Victoria, 3940, Australia",-38.4593041,144.9035822
10,10,10,POINT (144.9799798 -37.83751),"Toorak Road, South Yarra, Melbourne, City of Melbourne, Victoria, 3141, Australia",-37.83751,144.9799798
11,11,11,POINT (145.2151626 -37.9741505),"Godfrey Crescent, Dandenong, Melbourne, City of Greater Dandenong, Victoria, 3802, Australia",-37.9741505,145.2151626
12,12,12,POINT (144.9543669 -37.8214085),"Flinders Street, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8214085,144.9543669
13,13,13,POINT (144.9543669 -37.8214085),"Flinders Street, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8214085,144.9543669
14,14,14,POINT (144.94118200840478 -37.823461550000005),"Yarra Point, 1-13, Point Park Crescent, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.823461550000005,144.94118200840478
15,15,15,POINT (144.9543669 -37.8214085),"Flinders Street, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8214085,144.9543669
16,16,16,POINT (144.9435771 -37.8132055),"Harbour Esplanade, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8132055,144.9435771
17,17,17,POINT (144.9524323 -37.8226764),"60, Siddeley Street, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8226764,144.9524323
18,18,18,POINT (144.9471193241901 -37.818273399999995),"Victoria Point, 100, Harbour Esplanade, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.818273399999995,144.9471193241901
19,19,19,POINT (144.9543669 -37.8214085),"Flinders Street, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8214085,144.9543669
20,20,20,POINT (145.1175206 -37.6041653),"Resort Boulevard, Plenty River Estate, Doreen, Melbourne, City of Whittlesea, Victoria, 3754, Australia",-37.6041653,145.1175206
21,21,21,POINT (145.137274 -37.7175589),"198, Sherbourne Road, Montmorency, Melbourne, City of Banyule, Victoria, 3094, Australia",-37.7175589,145.137274
22,22,22,POINT (144.8933596 -37.7451927),"Ogilvie Street, Essendon, Melbourne, City of Moonee Valley, Victoria, 3040, Australia",-37.7451927,144.8933596
23,23,23,POINT (144.9096718 -37.7993936),"6, Joseph Road, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia",-37.7993936,144.9096718
24,24,24,POINT (145.1299002 -37.9183617),"Panorama Street, Clayton, Melbourne, City of Monash, Victoria, 3800, Australia",-37.9183617,145.1299002
25,26,26,POINT (144.94186226006886 -37.821186499999996),"889 Collins Street, Collins Street, Victoria Harbour, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.821186499999996,144.94186226006886
26,27,27,POINT (144.9435771 -37.8132055),"Harbour Esplanade, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8132055,144.9435771
27,28,28,POINT (144.9823241 -37.8732588),"Dickens Street, Elwood, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8732588,144.9823241
28,29,29,POINT (144.8938795 -37.7489978),"Bradshaw Street, Essendon, Melbourne, City of Moonee Valley, Victoria, 3040, Australia",-37.7489978,144.8938795
29,30,30,POINT (144.9195606 -37.7458503),"Morton Street, Essendon, Melbourne, City of Moonee Valley, Victoria, 3040, Australia",-37.7458503,144.9195606
30,32,32,POINT (145.1236463 -38.1565484),"Bayview Road, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia",-38.1565484,145.1236463
31,33,33,POINT (145.0405781 -37.7728723),"Heidelberg Road, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia",-37.7728723,145.0405781
32,34,34,POINT (144.9246049594702 -37.78961535),"19, Weighbridge Lane, Kensington, Melbourne, City of Melbourne, Victoria, 3031, Australia",-37.78961535,144.9246049594702
33,35,35,POINT (144.7505388 -37.751316),"Roycroft Avenue, Burnside, Melbourne, City of Melton, Victoria, 3023, Australia",-37.751316,144.7505388
34,36,36,POINT (145.1270101 -37.9251284),"29, Browns Road, Clayton, Melbourne, City of Monash, Victoria, 3800, Australia",-37.9251284,145.1270101
35,37,37,POINT (145.1234947 -37.9184385),"Murray Street, Clayton, Melbourne, City of Monash, Victoria, 3800, Australia",-37.9184385,145.1234947
36,38,38,POINT (145.1105519 -37.9239051),"12A, McBean Street, Clayton, Melbourne, City of Monash, Victoria, 3169, Australia",-37.9239051,145.1105519
37,39,39,POINT (144.91731736410634 -37.70450915),"Glenroy, Dowd Place, Glenroy, Melbourne, City of Merri-bek, Victoria, 3046, Australia",-37.70450915,144.91731736410634
38,40,40,POINT (144.7665187 -37.8665045),"6, Bruce Street, Laverton, Melbourne, City of Hobsons Bay, Victoria, 3028, Australia",-37.8665045,144.7665187
39,41,41,POINT (144.5696647 -37.6887521),"Kinloch Road, Melton, Melbourne, City of Melton, Victoria, 3337, Australia",-37.6887521,144.5696647
40,42,42,POINT (144.956776 -37.8026602),"O'Connell Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3050, Australia",-37.8026602,144.956776
41,43,43,POINT (144.95383213603466 -37.79960405),"3-11, High Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3050, Australia",-37.79960405,144.95383213603466
42,44,44,POINT (144.9925536 -37.7743699),"Aberdeen Grove, Ruckers Hill, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia",-37.7743699,144.9925536
43,45,45,POINT (144.9308469 -37.7195853),"Quick Street, Pascoe Vale, Melbourne, City of Merri-bek, Victoria, 3044, Australia",-37.7195853,144.9308469
44,46,46,POINT (145.0042370353139 -37.7386886),"90, Roseberry Avenue, Preston, Melbourne, City of Darebin, Victoria, 3072, Australia",-37.7386886,145.0042370353139
45,47,47,POINT (144.9855005 -37.7280871),"Furzer Street, Preston, Coburg North, Melbourne, City of Darebin, Victoria, 3072, Australia",-37.7280871,144.9855005
46,48,48,POINT (145.0029235 -37.7115111),"Barton Street, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",-37.7115111,145.0029235
47,49,49,POINT (145.0045671 -37.7127543),"Leamington Street, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",-37.7127543,145.0045671
48,51,51,POINT (145.0545296 -37.7049398),"Plenty Road, Bundoora, Melbourne, City of Darebin, Victoria, 3083, Australia",-37.7049398,145.0545296
49,52,52,POINT (145.061061 -37.8901244),"Tranmere Avenue, Carnegie, Melbourne, City of Glen Eira, Victoria, 3163, Australia",-37.8901244,145.061061
50,53,53,POINT (145.0545986 -37.8851298),"Rosstown Road, Carnegie, Melbourne, City of Glen Eira, Victoria, 3145, Australia",-37.8851298,145.0545986
51,54,54,POINT (145.0101623 -37.8921526),"Clarence Street, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",-37.8921526,145.0101623
52,55,55,POINT (145.0073583 -37.8856591),"Downshire Road, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",-37.8856591,145.0073583
53,56,56,POINT (144.92412467376238 -37.7833612),"57, Dover Street, Newmarket, Flemington, Melbourne, City of Moonee Valley, Victoria, 3031, Australia",-37.7833612,144.92412467376238
54,57,57,POINT (145.14098492017345 -38.1587557),"37, Heatherhill Road, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia",-38.1587557,145.14098492017345
55,58,58,POINT (144.9394072 -37.7009546),"West Street, Glenroy, Melbourne, City of Merri-bek, Victoria, 3046, Australia",-37.7009546,144.9394072
56,59,59,POINT (145.0965322 -37.706903),"Vermont Parade, Greensborough, Melbourne, City of Banyule, Victoria, 3088, Australia",-37.706903,145.0965322
57,60,60,POINT (145.2534951 -38.0035433),"Kays Avenue, Hallam, Melbourne, City of Casey, Victoria, 3803, Australia",-38.0035433,145.2534951
58,61,61,POINT (144.7773286 -37.8484045),"Robertson Crescent, Laverton, Melbourne, City of Hobsons Bay, Victoria, 3028, Australia",-37.8484045,144.7773286
59,62,62,POINT (145.1460805 -37.9010149),"Hampshire Road, Glen Waverley, Melbourne, City of Monash, Victoria, 3168, Australia",-37.9010149,145.1460805
60,63,63,POINT (145.2787051 -38.0083481),"Fitzgerald Road, Hallam, Melbourne, City of Casey, Victoria, 3803, Australia",-38.0083481,145.2787051
61,64,64,POINT (144.7398349 -37.6862844),"Wattle Valley Drive, Bellevue Hill, Hillside, Melbourne, City of Melton, Victoria, 3037, Australia",-37.6862844,144.7398349
62,65,65,POINT (144.7465818 -37.6851926),"Melfin Drive, Banchory Grove, Hillside, Melbourne, City of Melton, Victoria, 3037, Australia",-37.6851926,144.7465818
63,66,66,POINT (144.6710758 -37.8543766),"Toulouse Crescent, Deloraine, Hoppers Crossing, Melbourne, City of Wyndham, Victoria, 3029, Australia",-37.8543766,144.6710758
64,67,67,POINT (145.0469764 -37.758512),"St Elmo Road, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia",-37.758512,145.0469764
65,68,68,POINT (145.04746353392784 -37.77000765),"88, Marshall Street, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia",-37.77000765,145.04746353392784
66,69,69,POINT (144.92822978225547 -37.79767),"80, Ormond Street, Kensington, Melbourne, City of Melbourne, Victoria, 3031, Australia",-37.79767,144.92822978225547
67,70,70,POINT (144.9160282529469 -37.79397805),"The Vue Apartments, 70, Speakmen Street, Kensington, Melbourne, City of Melbourne, Victoria, 3031, Australia",-37.79397805,144.9160282529469
68,71,71,POINT (145.1730815 -37.9874335),"Bundeena Avenue, Keysborough, Melbourne, City of Greater Dandenong, Victoria, 3173, Australia",-37.9874335,145.1730815
69,72,72,POINT (145.1827552 -37.9874145),"4, Somerset Drive, Keysborough, Melbourne, City of Greater Dandenong, Victoria, 3173, Australia",-37.9874145,145.1827552
70,73,73,POINT (145.0289612 -37.6676693),"Louise Street, Lalor, Melbourne, City of Whittlesea, Victoria, 3075, Australia",-37.6676693,145.0289612
71,74,74,POINT (145.029248 -37.870004),"Malvern Grove, Caulfield North, Melbourne, City of Glen Eira, Victoria, 3144, Australia",-37.870004,145.029248
72,75,75,POINT (144.9705945 -38.3299025),"Point Nepean Road, Dromana, Melbourne, Shire of Mornington Peninsula, Victoria, 3936, Australia",-38.3299025,144.9705945
73,76,76,POINT (144.9297263 -37.7833877),"Lee Street, Newmarket, Flemington, Melbourne, City of Moonee Valley, Victoria, 3031, Australia",-37.7833877,144.9297263
74,77,77,POINT (144.9264007370753 -37.7953234),"8, Derby Street, Kensington, Melbourne, City of Melbourne, Victoria, 3031, Australia",-37.7953234,144.9264007370753
75,78,78,POINT (145.1881099 -37.9335586),"Hansworth Street, Mulgrave, Melbourne, City of Monash, Victoria, 3170, Australia",-37.9335586,145.1881099
76,79,79,POINT (144.9399609 -37.795578),"Canning Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia",-37.795578,144.9399609
77,80,80,POINT (144.9152603 -37.7208324),"Winifred Street, Oak Park, Melbourne, City of Merri-bek, Victoria, 3046, Australia",-37.7208324,144.9152603
78,81,81,POINT (144.9152584 -37.7228448),"Gregory Street, Oak Park, Melbourne, City of Merri-bek, Victoria, 3046, Australia",-37.7228448,144.9152584
79,83,83,POINT (144.933099 -37.6878621),"Gerbert Street, Broadmeadows, Melbourne, City of Hume, Victoria, 3047, Australia",-37.6878621,144.933099
80,84,84,POINT (144.9226318 -37.6885487),"Walsh Street, Broadmeadows, Melbourne, City of Hume, Victoria, 3047, Australia",-37.6885487,144.9226318
81,85,85,POINT (144.9226318 -37.6885487),"Walsh Street, Broadmeadows, Melbourne, City of Hume, Victoria, 3047, Australia",-37.6885487,144.9226318
82,86,86,POINT (145.0584603 -37.6973744),"21–35, Plenty Road, Bundoora, Melbourne, City of Whittlesea, Victoria, 3083, Australia",-37.6973744,145.0584603
83,87,87,POINT (144.7555433 -37.735225),"Leichhardt Avenue, Tenterfield, Burnside Heights, Melbourne, City of Melton, Victoria, 3023, Australia",-37.735225,144.7555433
84,88,88,POINT (144.740307 -37.7255847),"Studley Park Way, Caroline Springs, Melbourne, City of Melton, Victoria, 3336, Australia",-37.7255847,144.740307
85,89,89,POINT (145.3461027 -38.1223955),"Yaralla Circuit, Edgebrook, Clyde, Melbourne, City of Casey, Victoria, 3978, Australia",-38.1223955,145.3461027
86,90,90,POINT (144.9850742 -37.8021834),"Stanley Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",-37.8021834,144.9850742
87,91,91,POINT (145.0672739 -37.8847223),"Dandenong Road, Carnegie, Melbourne, City of Glen Eira, Victoria, 3163, Australia",-37.8847223,145.0672739
88,92,92,POINT (144.7388933 -37.7237865),"Kai Close, Caroline Springs, Melbourne, City of Melton, Victoria, 3336, Australia",-37.7237865,144.7388933
89,93,93,POINT (145.1607891 -38.1112699),"Turnstone Court, Carrum Downs, Melbourne, City of Frankston, Victoria, 3201, Australia",-38.1112699,145.1607891
90,94,94,POINT (145.0217836 -37.8547959),"Baldwin Street, Armadale, Melbourne, City of Stonnington, Victoria, 3143, Australia",-37.8547959,145.0217836
91,95,95,POINT (144.9865052 -37.8066362),"Langridge Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",-37.8066362,144.9865052
92,96,96,POINT (144.9801865 -37.7954819),"Leicester Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia",-37.7954819,144.9801865
93,97,97,POINT (145.0130906 -37.7236149),"Storey Road, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",-37.7236149,145.0130906
94,98,98,POINT (144.9883259 -37.8399962),"Macfarlan Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8399962,144.9883259
95,99,99,POINT (144.9651469 -37.822342),"81, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.822342,144.9651469
96,100,100,POINT (144.8887941 -37.8159456),"Canterbury Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8159456,144.8887941
97,102,102,POINT (144.9439317 -37.8369576),"Bridge Street, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",-37.8369576,144.9439317
98,103,103,POINT (144.94737762724435 -37.83239685),"206, Heath Street, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",-37.83239685,144.94737762724435
99,104,104,POINT (144.93416414170176 -37.837022649999994),"16, Byrne Street, Beacon Cove, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",-37.837022649999994,144.93416414170176
100,105,105,POINT (144.938633 -37.8425339),"Bay Street, Beacon Cove, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",-37.8425339,144.938633
101,106,106,POINT (145.0138954 -37.7462477),"Bell Street, Preston, Melbourne, City of Darebin, Victoria, 3072, Australia",-37.7462477,145.0138954
102,107,107,POINT (144.9952197 -37.734417),"Graham Court, Preston, Melbourne, City of Darebin, Victoria, 3072, Australia",-37.734417,144.9952197
103,108,108,POINT (145.0127545 -37.7137554),"Royal Parade, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",-37.7137554,145.0127545
104,109,109,POINT (145.0271923 -37.7300627),"Drysdale Street, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",-37.7300627,145.0271923
105,110,110,POINT (145.0232899111111 -37.70146827777778),"3, Dumbarton Street, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",-37.70146827777778,145.0232899111111
106,111,111,POINT (145.0002779 -37.8118955),"Elizabeth Street, Richmond Housing Estate, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8118955,145.0002779
107,112,112,POINT (145.013165 -37.8120338),"River Boulevard, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8120338,145.013165
108,113,113,POINT (145.0065533 -37.8247695),"Newry Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8247695,145.0065533
109,114,114,POINT (144.9908285 -37.8143334),"129, Hoddle Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8143334,144.9908285
110,115,115,POINT (145.0138381 -37.8125891),"Elaine Court, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8125891,145.0138381
111,116,116,POINT (144.96460395433735 -37.82170615),"Eureka Tower, 7, Riverside Quay, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.82170615,144.96460395433735
112,117,117,POINT (144.96460395433735 -37.82170615),"Eureka Tower, 7, Riverside Quay, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.82170615,144.96460395433735
113,118,118,POINT (144.9602667 -37.8255566),"Queens Bridge Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.8255566,144.9602667
114,119,119,POINT (144.96165600047658 -37.825163950000004),"Southbank Central, 1, Balston Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.825163950000004,144.96165600047658
115,120,120,POINT (144.9633593 -37.8229812),"City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.8229812,144.9633593
116,121,121,POINT (144.9594693379729 -37.82694215),"Experience Platinum Hotel Apartments, 45, Clarke Street, Southbank, Melbourne, City of Melbourne, Victoria, 3205, Australia",-37.82694215,144.9594693379729
117,122,122,POINT (144.8961781 -37.8116097),"Berry Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8116097,144.8961781
118,123,123,POINT (144.9912477 -37.8048193),"Islington Street, Collingwood, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.8048193,144.9912477
119,124,124,POINT (144.8670835 -37.8369842),"Gordon Street, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia",-37.8369842,144.8670835
120,125,125,POINT (145.0076676 -37.7725876),"Glanfield Street, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia",-37.7725876,145.0076676
121,126,126,POINT (144.9651469 -37.822342),"81, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.822342,144.9651469
122,127,127,POINT (144.93412295000002 -37.83560085),"74, Clark Street, Beacon Cove, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",-37.83560085,144.93412295000002
123,128,128,POINT (145.0052595 -37.8188114),"Gardner Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8188114,145.0052595
124,129,129,POINT (144.9934037 -37.8432752),"Medley Place, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8432752,144.9934037
125,130,130,POINT (144.9903119 -37.8701005),"The Hamptons Apartment, 154, Chapel Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8701005,144.9903119
126,131,131,POINT (144.9967147 -37.8406737),"Cunningham Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8406737,144.9967147
127,132,132,POINT (144.95997799999998 -37.82646615),"241, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.82646615,144.95997799999998
128,133,133,POINT (144.9651469 -37.822342),"81, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.822342,144.9651469
129,134,134,POINT (144.96317 -37.8260731),"Bale Circuit, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.8260731,144.96317
130,136,136,POINT (144.9805846 -37.8579627),"Fitzroy Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8579627,144.9805846
131,137,137,POINT (144.9789798 -37.8729281),"27, Wordsworth Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.8729281,144.9789798
132,138,138,POINT (145.1880651 -37.9131585),"Grandview Road, Wheelers Hill, Melbourne, City of Monash, Victoria, 3170, Australia",-37.9131585,145.1880651
133,139,139,POINT (144.8848962 -37.8178279),"Powell Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia",-37.8178279,144.8848962
134,140,140,POINT (144.9990234 -37.818673),"Commonwealth Bank, 1/246, Church Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.818673,144.9990234
135,141,141,POINT (144.98275751486273 -37.87177005),"19, Herbert Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",-37.87177005,144.98275751486273
136,142,142,POINT (145.2051039 -38.152892),"The Glade, Langwarrin, Melbourne, City of Frankston, Victoria, 3910, Australia",-38.152892,145.2051039
137,143,143,POINT (144.8859994 -37.8497633),"John Liston Drive, Williamstown Junction Estate, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia",-37.8497633,144.8859994
138,144,144,POINT (144.9895641 -37.7412338),"Bruce Street, Preston, Melbourne, City of Darebin, Victoria, 3072, Australia",-37.7412338,144.9895641
139,145,145,POINT (145.0118159 -37.8147977),"David Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",-37.8147977,145.0118159
140,146,146,POINT (144.962019914163 -37.824912749999996),"City Tower, 183, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.824912749999996,144.962019914163
141,147,147,POINT (144.96236794162414 -37.8246239),"Melbourne Tower, 173, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.8246239,144.96236794162414
142,148,148,POINT (144.9771145136711 -37.81663625),"207-211, Wellington Parade South, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia",-37.81663625,144.9771145136711
143,149,149,POINT (145.0099748 -37.8871933),"Victoria Street, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",-37.8871933,145.0099748
144,150,150,POINT (145.0156848 -37.853456),"Mount Pleasant Grove, Armadale, Melbourne, City of Stonnington, Victoria, 3143, Australia",-37.853456,145.0156848
145,151,151,POINT (145.0190529 -37.8552822),"High Street, Armadale, Melbourne, City of Stonnington, Victoria, 3143, Australia",-37.8552822,145.0190529
146,153,153,POINT (145.0300282 -37.8811063),"Bambra Road, Caulfield, Melbourne, City of Glen Eira, Victoria, 3162, Australia",-37.8811063,145.0300282
147,154,154,POINT (144.9927476 -37.7969977),"Bendigo Street, Collingwood, Melbourne, City of Yarra, Victoria, 3067, Australia",-37.7969977,144.9927476
148,155,155,POINT (144.9633593 -37.8229812),"City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.8229812,144.9633593
149,156,156,POINT (144.9862261 -37.7991571),"Johnston Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",-37.7991571,144.9862261
150,157,157,POINT (144.93855521923078 -37.8371272),"57, Station Street, Beacon Cove, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",-37.8371272,144.93855521923078
151,158,158,POINT (145.0659043 -37.8902278),"Neerim Road, Carnegie, Melbourne, City of Glen Eira, Victoria, 3163, Australia",-37.8902278,145.0659043
152,159,159,POINT (144.9701251 -38.3323657),"Carrigg Street, Dromana, Melbourne, Shire of Mornington Peninsula, Victoria, 3936, Australia",-38.3323657,144.9701251
153,160,160,POINT (145.0060664 -37.8850998),"Orrong Road, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",-37.8850998,145.0060664
154,161,161,POINT (145.1308736 -38.1036689),"McKenzie Street, Seaford, Melbourne, City of Frankston, Victoria, 3298, Australia",-38.1036689,145.1308736
155,162,162,POINT (144.9713427 -37.8341251),"The Kettle Black, 50, Albert Road, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",-37.8341251,144.9713427
156,163,163,POINT (144.965258 -37.8310837),"Kings Way, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",-37.8310837,144.965258
157,164,164,POINT (144.9938493 -37.8377585),"Claremont Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8377585,144.9938493
158,165,165,POINT (144.9938493 -37.8377585),"Claremont Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8377585,144.9938493
159,166,166,POINT (144.9931004 -37.8359474),"Yarra Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8359474,144.9931004
160,167,167,POINT (144.9938493 -37.8377585),"Claremont Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8377585,144.9938493
161,168,168,POINT (144.9977442 -37.8370507),"Malcolm Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8370507,144.9977442
162,169,169,POINT (144.9953801 -37.8437538),"Wilson Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8437538,144.9953801
163,170,170,POINT (144.9977442 -37.8370507),"Malcolm Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8370507,144.9977442
164,171,171,POINT (144.9938493 -37.8377585),"Claremont Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8377585,144.9938493
165,172,172,POINT (144.9986625 -37.8474753),"Malvern Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8474753,144.9986625
166,173,173,POINT (144.9960362 -37.837399),"Chapel Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.837399,144.9960362
167,174,174,POINT (144.9913174 -37.8389465),"Toorak Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.8389465,144.9913174
168,175,175,POINT (144.9960362 -37.837399),"Chapel Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",-37.837399,144.9960362
169,176,176,POINT (144.9652507 -37.8230438),"Kavanagh Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",-37.8230438,144.9652507
170,177,177,POINT (144.9627694 -37.7731983),"Dods Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia",-37.7731983,144.9627694
171,178,178,POINT (145.1148315 -37.9225156),"Prince Charles Street, Clayton, Melbourne, City of Monash, Victoria, 3169, Australia",-37.9225156,145.1148315
172,179,179,POINT (144.9277568 -37.8210476),"Lorimer Street, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8210476,144.9277568
