Address,Prices,Bedroom,Bathroom,Parking,Type
"1307/268 Flinders Street, 
MELBOURNE VIC 3000",$400 pw,1,1, ,Apartment / Unit / Flat
"408/99 A'beckett Street, 
MELBOURNE VIC 3000",$400.00 per week,1,1, ,Apartment / Unit / Flat
"409/99 A'beckett Street, 
MELBOURNE VIC 3000",$400.00 per week,1,1, ,Apartment / Unit / Flat
"932/45 Therry Street, 
MELBOURNE VIC 3004",$400 Per Week,1,1, ,Studio
"110/253 Franklin Street, 
MELBOURNE VIC 3000",$400 weekly,1,1, ,Apartment / Unit / Flat
"100/19 Exploration Lane, 
MELBOURNE VIC 3000","FROM $400PW, FURNITURE AND BILLS INCLUDED", ,1, ,Apartment / Unit / Flat
"2 Emil Court Court, 
MELTON VIC 3337",$400 pw,3,1, ,House
"51 Marble Drive, 
MELTON SOUTH VIC 3338",$400.00,3,2,2,House
"14 Fiona Rd, 
MELTON SOUTH VIC 3338",$400,4,2,2,House
"40 Steadfield Circuit, 
MELTON SOUTH VIC 3338",$400 per week/ $1738 per calendar month,3,2,2,Townhouse
"63 Corbet Street, 
MELTON SOUTH VIC 3338",$400,4,2,2,House
"27 Second Avenue, 
MELTON SOUTH VIC 3338",$400,3,1,1,House
"697 High Street, 
MELTON WEST VIC 3337",$400 pw,3,2,2,House
"1/28 Scarborough Cres, 
MELTON WEST VIC 3337",$400 weekly,3,2,1,House
"3/14 Schotters Road, 
MERNDA VIC 3754",$400 per week,2,1,1,Apartment / Unit / Flat
"1/13 Essue Court, 
MILL PARK VIC 3082",400pw/1738pcm,3,1,1,Apartment / Unit / Flat
"2/2 Corbin Place, 
MILL PARK VIC 3082",$400,2,1,1,House
"7/5 Park Street, 
MOONEE PONDS VIC 3039",$400 pw,1,1,1,Apartment / Unit / Flat
"3/20 Lucerne Avenue, 
MORNINGTON VIC 3931",$400 per week,2,1,1,Apartment / Unit / Flat
"149 Boundary Road, 
NEWCOMB VIC 3219",$400 per week,3,1,1,House
