Address,Prices,Bedroom,Bathroom,Parking,Type
"13 The Avenue, 
NIDDRIE VIC 3042",$800PW / $3476PCM,3,2,1,House
NORTH MELBOURNE VIC 3051,Fully Furnished. $800 per week,1,1,1,Apartment / Unit / Flat
"110 Errol St, 
NORTH MELBOURNE VIC 3051",$800 weekly,2,1,1,House
"51 Valias Street, 
NORTH WARRANDYTE VIC 3113",$795.00,3,2,2,House
"4/418 High Street, 
NORTHCOTE VIC 3070",$800 per week,2,1,1,Apartment / Unit / Flat
"10 Westley Street, 
OAKLEIGH VIC 3166",$795.00,3,1,2,House
"1/28 Coane Street, 
OAKLEIGH EAST VIC 3166",$800,4,3,2,Townhouse
"13 Amara Circuit, 
OAKLEIGH SOUTH VIC 3167","$800pw / $3,476pcm",4,3,2,Townhouse
"Yarrow Street, 
OCEAN GROVE VIC 3226",$800,4,2,2,House
"4/11 St Georges Grove, 
PARKVILLE VIC 3052",$800.00 per week,3,2,1,Apartment / Unit / Flat
"17 Manchester Lane, 
PARKVILLE VIC 3052",$800 Per Week,3,2,2,Townhouse
"6 Carrangall Place, 
PARKVILLE VIC 3052",$800,3,2,2,House
"197 Park Drive, 
PARKVILLE VIC 3052",$800pw$3476pcm,2,1,1,House
"20 Burgundy Street, 
PASCOE VALE VIC 3044","$800PW / $3,476 PCM",3,2,2,House
"31 Joffre Road, 
PASCOE VALE VIC 3044",$800 Per Week,4,2,2,Townhouse
"77 Spring Street East, 
PORT MELBOURNE VIC 3207",$800 per week,3,2,2,House
"12/85 Rouse Street, 
PORT MELBOURNE VIC 3207",$800.00 per week,2,2,1,Apartment / Unit / Flat
"4/80 Dow Street, 
PORT MELBOURNE VIC 3207",$795 per week,2,2,1,Apartment / Unit / Flat
"7 London Bridge Road, 
PORTSEA VIC 3944",LEASED AT $795,3,1, ,House
"43 Pridham Street, 
PRAHRAN VIC 3181",$795 Per Week,2,1, ,House
