Address,Prices,Bedroom,Bathroom,Parking,Type
"58 Ardoyne Street, 
BLACK ROCK VIC 3193","$2,800 per week",5,3,5,House
"104 Male Street, 
BRIGHTON VIC 3186","$2,800.00",4,5,4,House
BRIGHTON VIC 3186,Fine Furnished Residences @ Westprecinct,5,4,3,Apartment / Unit / Flat
"75 Coppin Street, 
MALVERN EAST VIC 3145","$2,800.00",5,4,3,House
"6703/500 Elizabeth Street, 
MELBOURNE VIC 3000","$2,800",3,3,1,Apartment / Unit / Flat
"4904/63 Latrobe St, 
MELBOURNE VIC 3000","$2,900/week",3,3,2,Apartment / Unit / Flat
"2801/8 Kavanagh Street, 
SOUTHBANK VIC 3006","$2,900",4,4,3,Apartment / Unit / Flat
"124 Cole Street, 
BRIGHTON VIC 3186","$2,990",5,5,2,House
"451 Truemans Road, 
BONEO VIC 3939","$2,995.00",6,5,4,House
"97 Punchbowl Road, 
FLINDERS VIC 3929",$3200 Per Week,4,3,2,House
"10 Margarita St, 
HAMPTON VIC 3188",$3200 per week,5,4,2,House
"6001/7 Riverside Quay, 
SOUTHBANK VIC 3006","$3,200 per week",3,3,3,Apartment / Unit / Flat
"4002/90 Lorimer Street, 
DOCKLANDS VIC 3008","$3,500",4,3,2,House
"11 Buckley Street, 
NOBLE PARK VIC 3174","$3,630 mth INC GST + O/G", ,1,1,House
"5401/308 Exhibition Street, 
MELBOURNE VIC 3000","$3,750 weekly",3,2,4,Apartment / Unit / Flat
"1706/499 St Kilda Road, 
MELBOURNE VIC 3004",$3750 Per Week,5,5,4,Apartment / Unit / Flat
"24B Kanowna Street, 
WILLIAMSTOWN VIC 3016","$3,750 Per Week",4,3, ,House
"335 The Esplanade, 
INDENTED HEAD VIC 3223","$4,700 pw /$700 pn High, $3,775 pw/$545 pn Low",4,3, ,House
"UNIT 1805/450 ST KILDA ROAD, 
MELBOURNE VIC 3004","$3,810",4,3,3,Apartment / Unit / Flat
"Enquire For Address, 
BRIGHTON VIC 3186","$4,400.00",4,4,2,House
