Address,Prices,Bedroom,Bathroom,Parking,Type
"103 South Wharf Drive, 
DOCKLANDS VIC 3008",$650,1,1,1,Apartment / Unit / Flat
"3716/628 Flinders Street, 
DOCKLANDS VIC 3008",$650 and Fully Furnished Option At Extra pw,2,1, ,Apartment / Unit / Flat
"2406N/883 Collins Street, 
DOCKLANDS VIC 3008",$650.00,2,1,1,Apartment / Unit / Flat
"1b1b/8 Pearl River Road, 
DOCKLANDS VIC 3008",Price on Application,1,1, ,Apartment / Unit / Flat
"1008/8 McCrae Street, 
DOCKLANDS VIC 3008",$650 per week,2,1,1,Apartment / Unit / Flat
"1103/8 Marmion Place, 
DOCKLANDS VIC 3008",$650.00,2,1,1,Apartment / Unit / Flat
"1301W/888 Collins St, 
DOCKLANDS VIC 3008",$650,2,1,1,Apartment / Unit / Flat
"1305E/888 Collins Street, 
DOCKLANDS VIC 3008",$700 Per Week,2,2,1,Apartment / Unit / Flat
"1915/8 Marmion Place, 
DOCKLANDS VIC 3008",$650 per week,2,1,1,Apartment / Unit / Flat
"902/673 La Trobe Street, 
DOCKLANDS VIC 3008",$650/per week,2,1, ,Apartment / Unit / Flat
"1802/673 La Trobe Street, 
DOCKLANDS VIC 3008",$650 per week,2,1,1,Apartment / Unit / Flat
"1115/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",$650 per week,2,1,1,Apartment / Unit / Flat
"402/120 Studio Lane, 
DOCKLANDS VIC 3008",$650,2,2,1,Apartment / Unit / Flat
"2907E/888 Collins Street, 
DOCKLANDS VIC 3008",$650 per week,2,1,1,Apartment / Unit / Flat
"614/8 Pearl River Road, 
DOCKLANDS VIC 3008",$650 per week,2,2,1,Apartment / Unit / Flat
"60 Freehold Street, 
DOREEN VIC 3754",$650 Per Week,4,2,2,House
"18 Callas Street, 
DROMANA VIC 3936",$650,4,3,3,House
"17/1 Wellington Crescent, 
EAST MELBOURNE VIC 3002",$650 per week,2,1,1,Apartment / Unit / Flat
"208/279 Wellington Parade South, 
EAST MELBOURNE VIC 3002",$650 per week,1,1,1,Apartment / Unit / Flat
"2/62 Glen Huntly Road, 
ELWOOD VIC 3184",$650 Per Week,2,1,1,Townhouse
