Address,Prices,Bedroom,Bathroom,Parking,Type
"1/124 Napier Street, 
FITZROY VIC 3065","$2,385.00",3,3,1,House
"3404/439 Collins Street, 
MELBOURNE VIC 3004",$2400 Per Week,3,2,2,Apartment / Unit / Flat
"15 Clipper Quay, 
SAFETY BEACH VIC 3936",$2400 Per Week,5,4,2,House
"112 Beaconsfield Parade, 
ALBERT PARK VIC 3206","$2,500.00",3,2, ,House
"4/19 Birdwood Avenue, 
BRIGHTON VIC 3186","$2,500.00",3,3,3,Apartment / Unit / Flat
BRIGHTON VIC 3186,Contact Agent,3,3,3,House
"51 Drummond Street, 
CARLTON VIC 3053","$2,500 per week",4,4,2,House
"30 Gore Street, 
FITZROY VIC 3065",$2500pw/$10863pcm,3,2,1,House
"4802/316-318 Queen Street, 
MELBOURNE VIC 3000",$2500 Per Week,3,3,2,Apartment / Unit / Flat
"1201/543 Elizabeth Street, 
MELBOURNE VIC 3000","$2,500 per week",4,4,2,Apartment / Unit / Flat
"36 Lesney St, 
RICHMOND VIC 3121","Fully furnished-$2,500 pw for 12 months rental",4,3,1,House
"9 Walter Street, 
SOUTH YARRA VIC 3141","Rent $2500 p/w fully furnished 3, 6, 9 months.",3,3,2,House
"62 william street, 
ST ALBANS VIC 3021","$2,500/MONTH",2,1, ,House
"2402/14-16 The Esplanade, 
ST KILDA VIC 3182","$2,500.00",3,2,2,Apartment / Unit / Flat
"3201/14-16 The Esplanade, 
ST KILDA VIC 3182","$2,500",3,2,3,Apartment / Unit / Flat
"46 Leviens Road, 
ST LEONARDS VIC 3223","$2500 pw High, $1600 pw Low, $380 pn",4,2,2,Townhouse
"3602/1 Almeida Crescent, 
SOUTH YARRA VIC 3141","$2,600.00 per week",3,2,2,Apartment / Unit / Flat
"2601/14-16 The Esplanade, 
ST KILDA VIC 3182","$2,600",3,2,2,Apartment / Unit / Flat
"46 Abinger Street, 
RICHMOND VIC 3121","Fully furnished-$2,650 pw for 3,6 months lease",4,2,1,House
"27 Glen Shian Crescent, 
MOUNT ELIZA VIC 3930","$2,700.00",5,4,2,House
