Address,Prices,Bedroom,Bathroom,Parking,Type
"5 Spinosa Street, 
MAMBOURIN VIC 3024",$440,4,2,2,House
"35A Hindmarsh Drive, 
MANOR LAKES VIC 3024",$440,3,2,1,Apartment / Unit / Flat
"9/31 Warrs Road, 
MARIBYRNONG VIC 3032",$440 Per Week,2,1,1,Townhouse
"24/4 Wests Road, 
MARIBYRNONG VIC 3032",$440.00,2,1,1,House
"9/33 Cumberland Drive, 
MARIBYRNONG VIC 3032",$440 Per Week,1,1,1,Apartment / Unit / Flat
"413/72 Wests Road, 
MARIBYRNONG VIC 3032",$440 per week,1,1,1,Apartment / Unit / Flat
"75/416 St Kilda Road, 
MELBOURNE VIC 3004",$440.00,1,1, ,Apartment / Unit / Flat
"208B/399 Bourke Street, 
MELBOURNE VIC 3000","$440PW, $1912PCM",1,1, ,Apartment / Unit / Flat
"1103/181 ABeckett Street, 
MELBOURNE VIC 3000",$440.00,1,1, ,Studio
"604 St Kilda Road, 
MELBOURNE VIC 3000",$440 Per Week,1,1, ,Apartment / Unit / Flat
"318/360 St Kilda Road, 
MELBOURNE VIC 3004",$440 pw,1,1,1,Apartment / Unit / Flat
"55 Riverbank Boulevard, 
MELTON WEST VIC 3337",$440 Per Week,4,2,2,House
"8/143 Canterbury Road, 
MIDDLE PARK VIC 3206",$440 Per Week,1,1,1,Apartment / Unit / Flat
"6/4 Campbell Grove, 
MORNINGTON VIC 3931",$440 per week,2,1, ,Apartment / Unit / Flat
"2 Coronata Court, 
NARRE WARREN VIC 3805",$440 Per Week,3,1, ,House
"21 Poplar Street, 
NEWCOMB VIC 3219",$440 per week,3,1,1,House
"8 Bellarine Highway, 
NEWCOMB VIC 3219",$440.00,3,1,1,House
"12 Wirth Court, 
NEWCOMB VIC 3219",$440.00,3,1,3,House
"4/349 Pakington Street, 
NEWTOWN VIC 3220",$440.00,2,1,1,Apartment / Unit / Flat
"3/33 Alamein Street, 
NOBLE PARK VIC 3174",$440 per week,2,1,1,House
