Address,Prices,Bedroom,Bathroom,Parking,Type
"377 Buckley St, 
ABERFELDIE VIC 3040","$620 per week/$2,694 PCM",4,1,2,House
"1a Myrnong Crescent, 
ASCOT VALE VIC 3032",$620,3,2,1,Townhouse
"17 Station Crescent, 
BAXTER VIC 3911",$620.00 per week,3,2,2,House
"8 Limousin Court, 
BERWICK VIC 3806",$620,4,2,2,House
"504/800 Sydney Road, 
BRUNSWICK VIC 3056",$620.00 Per Week,2,2,1,Apartment / Unit / Flat
"303/90 Nicholson Street, 
BRUNSWICK EAST VIC 3057",$620 per week,2,1,1,Apartment / Unit / Flat
"10/2 Ambrose Treacy Drive, 
BUNDOORA VIC 3083",$620 Per week,4,2,2,Townhouse
"46 Chancellor Avenue, 
BUNDOORA VIC 3083",$620 pw,3,1,2,Townhouse
"6/182 Burwood Highway, 
BURWOOD VIC 3125",$620,2,3,1,Townhouse
"2/355 Burwood Highway, 
BURWOOD VIC 3125",$620 pw,2,1,2,Apartment / Unit / Flat
"5115/160 Victoria Street, 
CARLTON VIC 3053",$620 Per Week,1,1, ,Apartment / Unit / Flat
"712/495 Rathdowne Street, 
CARLTON VIC 3053",$620 per week,2,1,1,Apartment / Unit / Flat
"114 Paterson Street, 
CARLTON NORTH VIC 3054",$620pw/ $2694 pcm,2,1, ,House
"102/1254-1258 Glen Huntly Road, 
CARNEGIE VIC 3163",$620,2,2,1,Apartment / Unit / Flat
"ap2.1/29 Browns Road, 
CLAYTON VIC 3168",650 per week,2,1,1,Townhouse
"4 Hall Street, 
COBURG VIC 3058",$620 per week,3,1,1,House
"205/44 Bedford Street, 
COLLINGWOOD VIC 3066",$620.00,2,1,1,Apartment / Unit / Flat
"19 Mountleigh Circuit, 
CRAIGIEBURN VIC 3064",$620 per week,4,3,2,House
"17 Merrica Court, 
CRAIGIEBURN VIC 3064",$620,4,3,2,House
"3 Willowdale Drive, 
CRANBOURNE NORTH VIC 3977",$620 per week,4,2,2,House
