Address,Prices,Bedroom,Bathroom,Parking,Type
"7/34-36 French Street, 
NOBLE PARK VIC 3174",$550,4,2,2,Townhouse
"4/51 Bowmore Road, 
NOBLE PARK VIC 3174",$550 per week,3,2,2,Townhouse
"1A Nithsdale Road, 
NOBLE PARK VIC 3174",$550 per week,4,1,1,House
"302/93 Flemington Road, 
NORTH MELBOURNE VIC 3051",$550,2,1, ,Apartment / Unit / Flat
"313/60-96 Macaulay Rd, 
NORTH MELBOURNE VIC 3051",$550.00 per week,2,1,1,Apartment / Unit / Flat
"503/83 Flemington Road, 
NORTH MELBOURNE VIC 3051",$550,2,1, ,Apartment / Unit / Flat
"303/188 Macaulay Rd, 
NORTH MELBOURNE VIC 3051",$550 weekly,1,1,1,Apartment / Unit / Flat
"6/159 Curzon Street, 
NORTH MELBOURNE VIC 3051",$550pw/ $2390pcm,2,1,1,Apartment / Unit / Flat
"722/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",$550,1,1, ,Apartment / Unit / Flat
"4/9 Christmas Street, 
NORTHCOTE VIC 3070",$550 per week,2,1,1,Apartment / Unit / Flat
"3/39 Station Road, 
OAK PARK VIC 3046","$545 PW / $2,368 PCM",2,2,1,Townhouse
"11 Meaker Avenue, 
OAK PARK VIC 3046",$550 per week,3,2,1,House
"406/1525 Dandenong Road, 
OAKLEIGH VIC 3166",$550.00,2,1,1,Apartment / Unit / Flat
"G02/1215A Centre Road, 
OAKLEIGH SOUTH VIC 3167",$550,2,2,1,Apartment / Unit / Flat
"4 Richard Ave, 
OCEAN GROVE VIC 3226",$550 weekly,4,2,2,House
"69-71 Tareeda Way, 
OCEAN GROVE VIC 3226",$550 per week including bills,3,1,2,House
"52 Kingston Downs Drive, 
OCEAN GROVE VIC 3226",$550.00,4,2,2,House
"50 The Avenue, 
OCEAN GROVE VIC 3226",APPLICATION APPROVED,3,2, ,House
"19 Amicus Street, 
OCEAN GROVE VIC 3226",$545.00,4,2,2,House
"13 Bonnyvale Rd, 
OCEAN GROVE VIC 3226",$550.00,3,2, ,House
