Address,Prices,Bedroom,Bathroom,Parking,Type
"4 Hume Road, 
CAULFIELD NORTH VIC 3161",$795 per week,3,2,2,House
"1/10 Wyuna Road, 
CAULFIELD NORTH VIC 3161",$795 per week,4,2,2,Apartment / Unit / Flat
"3/22 Marara Road, 
CAULFIELD SOUTH VIC 3162",$800.00,3,2,1,Apartment / Unit / Flat
"67 Bundeera Road, 
CAULFIELD SOUTH VIC 3162",$800 PER WEEK,3,2,2,House
"1/86 Clarence Street, 
CAULFIELD SOUTH VIC 3162",$795,3,2,2,Townhouse
"3 Oak Avenue, 
CHELTENHAM VIC 3192",$800,3,2,2,House
"2/29 Bettina Street, 
CLAYTON VIC 3168",$800,3,2,1,Townhouse
"8/97-99 Queens Parade, 
CLIFTON HILL VIC 3068",$800.00,2,2,1,Townhouse
"33A John St, 
CLIFTON HILL VIC 3068",$800 weekly,3,1,1,Townhouse
"71 Linda Street, 
COBURG VIC 3058",$800,4,2,3,House
"38 Gladstone Street, 
COBURG VIC 3058",$800 Per Week,4,1,2,House
"145 Keele Street, 
COLLINGWOOD VIC 3066",$800.00,3,1, ,House
"19 Nature Circuit, 
CRANBOURNE NORTH VIC 3977",$800 pw,5,3,2,House
"10 Hall Court, 
DANDENONG VIC 3175",$800 per week/$3476 pcm,5,3,2,House
"3502/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",$800 per week,2,2,2,Apartment / Unit / Flat
"1101E/888 Collins Street, 
DOCKLANDS VIC 3008",$800 per week,2,2,1,Apartment / Unit / Flat
"5/201 Wellington Parade South, 
EAST MELBOURNE VIC 3002",$800 per week,3,1,1,Apartment / Unit / Flat
"2BR/241 Glen Huntly Road, 
ELSTERNWICK VIC 3185",From $795.00 per week,2,2,1,Apartment / Unit / Flat
"2/312 Pascoe Vale Road, 
ESSENDON VIC 3040",$800,4,3,2,Townhouse
"19 Locke Street, 
ESSENDON VIC 3040",$800.00,3,2,2,House
