Address,Prices,Bedroom,Bathroom,Parking,Type
"2/23 Hughes Street, 
BELL PARK VIC 3215",$410 pw,2,1,1,Apartment / Unit / Flat
"3/96 Mt Pleasant Road, 
BELMONT VIC 3216",$410.00,2,1,1,Apartment / Unit / Flat
"3/15 Jacobs Street, 
BELMONT VIC 3216",$410 per week,2,1,1,Apartment / Unit / Flat
"19/52-54 Shinners Avenue, 
BERWICK VIC 3806","$410pw | $1,782pcm",3,1,2,Townhouse
"5 Blake Place, 
BROOKFIELD VIC 3338",$410 pw,4,2,2,House
"19 Nantha Way, 
BROOKFIELD VIC 3338",$410,3,2,2,House
"1/42 Garnet St, 
BRUNSWICK VIC 3056",Contact Agent For Details,2,1,2,Apartment / Unit / Flat
"409/200 Lygon Street, 
BRUNSWICK EAST VIC 3057",$410.00,1,1,1,Apartment / Unit / Flat
"6/11A Holmes Street, 
BRUNSWICK EAST VIC 3057",$410.00,1,1,1,Apartment / Unit / Flat
"314/118 Cairnlea Drive North, 
CAIRNLEA VIC 3023",$410 per week,2,1,1,Apartment / Unit / Flat
"1 Vale Street, 
CAPEL SOUND VIC 3940",$410 per week,2,1,2,House
"1315/6 Leicester Street, 
CARLTON VIC 3053",$410,1,1, ,Studio
"704/613 Swanston Street, 
CARLTON VIC 3053",$410,1,1, ,Apartment / Unit / Flat
"37 Rosstown Rd, 
CARNEGIE VIC 3163",$410 weekly,1,1,1,Apartment / Unit / Flat
"2/207 Charman Road, 
CHELTENHAM VIC 3192",$410,2,1,1,Apartment / Unit / Flat
"studio 4/502 Haughton Rd, 
CLAYTON SOUTH VIC 3169",$410,1,1,1,Apartment / Unit / Flat
"2/144 Nicholson Street, 
COBURG VIC 3058",$410,2,1,1,Apartment / Unit / Flat
"109/11 Urquhart Street, 
COBURG VIC 3058",$410 Per Week,1,1, ,Apartment / Unit / Flat
"11 Leawood Glade, 
CRAIGIEBURN VIC 3064",$410,3,1,1,House
"1/15 Ainsleigh Court, 
CRANBOURNE VIC 3977","$410pw | $1,782pcm",3,1,1,Apartment / Unit / Flat
