Address,Prices,Bedroom,Bathroom,Parking,Type
"2302/8 Downie Street, 
MELBOURNE VIC 3000",Furnished$600 per week,2,1, ,Apartment / Unit / Flat
"1910/157 Abeckett Street, 
MELBOURNE VIC 3000",$600/w & Fully Furnished,1,1, ,Apartment / Unit / Flat
"2504/36 La Trobe Street, 
MELBOURNE VIC 3000",$600/week,2,1, ,Apartment / Unit / Flat
"830/118 Franklin Street, 
MELBOURNE VIC 3000",$600,2,1,1,Apartment / Unit / Flat
"3007/80 Abeckett Street, 
MELBOURNE VIC 3000",$680 per week,2,1, ,Apartment / Unit / Flat
"702/33 MacKenzie Street, 
MELBOURNE VIC 3000",600 per week,2,1,1,Apartment / Unit / Flat
"2001/318 Queen Street, 
MELBOURNE VIC 3000",$600 pw,2,1, ,Apartment / Unit / Flat
"413/250 Elizabeth Street, 
MELBOURNE VIC 3000",$600.00 per week,1,1, ,Apartment / Unit / Flat
"725/199 William Street, 
MELBOURNE VIC 3000",$600,2,1, ,Apartment / Unit / Flat
"1105/455 Elizabeth Street, 
MELBOURNE VIC 3000",$600,2,1, ,Apartment / Unit / Flat
"1405/135 A'Beckett Street, 
MELBOURNE VIC 3000",$600,1,1,1,Apartment / Unit / Flat
"4907/135 A'Beckett Street, 
MELBOURNE VIC 3000",$600,1,1,1,Apartment / Unit / Flat
"1006/135 A'Beckett Street, 
MELBOURNE VIC 3000",$600,1,1, ,Apartment / Unit / Flat
"2206/80 Abeckett Street, 
MELBOURNE VIC 3000",$600 per week *1 week free rent before 15/09*,2,1, ,Apartment / Unit / Flat
"103/300 Swanston Street, 
MELBOURNE VIC 3000",$595 pw,1,1,1,Apartment / Unit / Flat
"3204/483 Swanston Street, 
MELBOURNE VIC 3000",$600 per week,2,1, ,Apartment / Unit / Flat
"965/488 Swanston St, 
MELBOURNE VIC 3000",$600 weekly,2,1, ,Apartment / Unit / Flat
"3408/639 Lonsdale Street, 
MELBOURNE VIC 3000",$600 per week,2,1, ,Apartment / Unit / Flat
"1605/31 A'beckett Street, 
MELBOURNE VIC 3000",$600 per week,2,1, ,Apartment / Unit / Flat
"1/113 brook street, 
MELBOURNE VIC 3000",$600,1,1, ,Apartment / Unit / Flat
