Address,Prices,Bedroom,Bathroom,Parking,Type
"8 Phoenix Street, 
SOUTH YARRA VIC 3141","$1,100.00",3,2, ,House
"13 Caroline Street, 
SOUTH YARRA VIC 3141","$1,100.00",2,2, ,House
"226 Barkly Street, 
ST KILDA VIC 3182","$1,100 pw",4,1, ,House
"20 Elm Grove, 
ST KILDA EAST VIC 3183","$1,100 weekly",3,2,1,House
"237 Canterbury Road, 
ST KILDA WEST VIC 3182","$1,100 pw",4,2,1,House
"22 Bulla Road, 
STRATHMORE VIC 3041","$1,100 PW / $4,780 PCM",1,1,8,House
"12 Tashinny Road, 
TOORAK VIC 3142",$1100 Per Week,3,1, ,House
"202/508 Toorak Road, 
TOORAK VIC 3142",$1100 Per Week,2,2,1,Apartment / Unit / Flat
"3 Green Street, 
WINDSOR VIC 3181","$1,100 per week",3,1,1,House
"203/8 James Street, 
WINDSOR VIC 3181",1100,2,2, ,Apartment / Unit / Flat
"10/90-110 Smythe Street, 
PORTARLINGTON VIC 3223","$1500 pw High, $1050 pw Low",3,1, ,Apartment / Unit / Flat
"4804/260 City Rd, 
SOUTHBANK VIC 3006","$1,120",2,2, ,Apartment / Unit / Flat
"113/158 Simpson Street, 
EAST MELBOURNE VIC 3002",$1128pw - Stay 1 mth+,1,1, ,Apartment / Unit / Flat
"2102/260 City Rd, 
SOUTHBANK VIC 3006","$1,132",2,2, ,Apartment / Unit / Flat
"4A Bayview Road, 
BEAUMARIS VIC 3193","$1,140.00",3,3,2,Townhouse
"83 Talbot Crescent, 
MALVERN VIC 3144",$1250,3,2,3,House
"2/7 Clyde St, 
ST KILDA VIC 3182","$1,140 weekly",3,1,1,Apartment / Unit / Flat
"2 Kingston Avenue, 
ASCOT VALE VIC 3032",$1150 per week,4,3,2,House
"28 Linton Street, 
BALACLAVA VIC 3183",$1150 per weekly,6,2,2,House
"2 Fourth Street, 
BLACK ROCK VIC 3193","$1,150.00",4,2,3,House
