Address,Prices,Bedroom,Bathroom,Parking,Type
"13 Doongarra Avenue, 
ST LEONARDS VIC 3223","$1000 pw High, $650 pw Low, $160 pn",3,1, ,House
"9 Narvik Avenue, 
ST LEONARDS VIC 3223","$1200 pw High, $800 pw Low, $180 pn",3,1,1,House
"3/435 Flemington Road, 
NORTH MELBOURNE VIC 3051",Under Application,2,1, ,Apartment / Unit / Flat
"11/12 Cedar Grove, 
HIGHTON VIC 3216",UNDER APPLICATION,2,1,1,Apartment / Unit / Flat
"16/44 Eucalyptus Drive, 
MAIDSTONE VIC 3012",UNDER APPLICATION,2,1,1,Apartment / Unit / Flat
"2/122 Suffolk Street, 
MAIDSTONE VIC 3012",$500 Per Week,3,1,1,Apartment / Unit / Flat
"5 Coleman Court, 
MAIDSTONE VIC 3012",$500 Per Week,3,1,2,House
"126 The Parade, 
OCEAN GROVE VIC 3226",UNDER APPLICATION,3,1,2,House
"46 Lawrence Road, 
POINT LONSDALE VIC 3225",UNDER APPLICATION,3,1,1,House
"6 Robertson Court, 
POINT LONSDALE VIC 3225",UNDER APPLICATION,3,2,1,House
"16 Holden Road, 
RYE VIC 3941",UNDER APPLICATION,4,1, ,House
"11 Gentle Walk, 
DOREEN VIC 3754",$450.00 per week,3,2,2,House
"4/1 Andrews Street, 
ELTHAM VIC 3095",$450pw,3,1,1,Apartment / Unit / Flat
"16/61-63 Maltravers Road, 
IVANHOE EAST VIC 3079",$450pw,2,1, ,Apartment / Unit / Flat
"10 Dobell Avenue, 
SUNBURY VIC 3429",$450 Per Week,3,1,2,House
"758/139 Lonsdale Street, 
MELBOURNE VIC 3000",$450,2,1, ,Apartment / Unit / Flat
"9 Sugar Glider Way, 
CRAIGIEBURN VIC 3064",$450 per week,3,2,2,House
"12 Juliet Avenue, 
TARNEIT VIC 3029",$450 per week,4,2,4,House
"2/216 Dawson Street, 
BRUNSWICK VIC 3056",$450 per Week,2,1,1,Townhouse
"3/15 Irrelach Lane, 
COBURG VIC 3058",$450 per week,2,1,1,Apartment / Unit / Flat
