Address,Prices,Bedroom,Bathroom,Parking,Type
"34 Angelique Grove, 
ALBANVALE VIC 3021","$365 PW ($1,586 PCM)",3,1,1,House
"7/96 Yarralea Street, 
ALPHINGTON VIC 3078",$365 weekly,1,1,1,Apartment / Unit / Flat
"9/608 Moreland Road, 
BRUNSWICK WEST VIC 3055",$365pw/$1586pcm,1,1,1,Apartment / Unit / Flat
"19/159 Union Street, 
BRUNSWICK WEST VIC 3055",$365,1,1,1,Apartment / Unit / Flat
"10/27 Seymour Road, 
ELSTERNWICK VIC 3185",$365.00,1,1,1,Apartment / Unit / Flat
"3/126 Glen Huntly Road, 
ELWOOD VIC 3184",$365.00,1,1,1,Apartment / Unit / Flat
"9/57-63 Swanston Street, 
GEELONG VIC 3220",$365,2,1,1,Apartment / Unit / Flat
"7/57-63 Swanston Street, 
GEELONG VIC 3220",$365,2,1,1,Apartment / Unit / Flat
"15 Brixton Place, 
MELTON VIC 3337",$365 pw,3,1,2,House
"17 Hume Avenue, 
MELTON SOUTH VIC 3338",$365 pw,4,2,1,House
"1/38 Were Street, 
MONTMORENCY VIC 3094",$395pw,2,1, ,Apartment / Unit / Flat
"14/27 Griffiths Street, 
RICHMOND VIC 3121",$365 per week,1,1,1,Apartment / Unit / Flat
"7/15 Fraser Street, 
RICHMOND VIC 3121",$365.00 per week,1,1,1,Apartment / Unit / Flat
"9/27 Griffiths Street, 
RICHMOND VIC 3121",$365,1,1,1,Apartment / Unit / Flat
"11/6-10 Latham Street, 
WERRIBEE VIC 3030",$365 Per Week,2,1,2,Apartment / Unit / Flat
"22 Orr Street, 
CARLTON VIC 3053",$369,1,1, ,Apartment / Unit / Flat
"17 Wills Street, 
MELBOURNE VIC 3000",$369,1, , ,Apartment / Unit / Flat
"2507/433 Collins St, 
MELBOURNE VIC 3000",Contact Agent,3,2,1,Apartment / Unit / Flat
"1/66 Donald Street, 
ALTONA MEADOWS VIC 3028",$370 per week,2,1,1,Apartment / Unit / Flat
"2/4 Woods Street, 
ASCOT VALE VIC 3032",$370pw/$1608pcm,1,1,1,Apartment / Unit / Flat
