Address,Prices,Bedroom,Bathroom,Parking,Type
"312/2 Hobson Street, 
SOUTH YARRA VIC 3141",$1900 Per Week,2,2,2,Apartment / Unit / Flat
"13 Moffat Street, 
SOUTH YARRA VIC 3141","$1,900.00",4,2,2,Townhouse
"1/93A Alma Road, 
ST KILDA EAST VIC 3183","$1,945.00",3,3,2,House
"4B Harwood Street, 
BRIGHTON VIC 3186","$1,950.00",4,3,4,Townhouse
"198 South Road, 
BRIGHTON EAST VIC 3187","$1,950.00",4,3,4,House
"14 Madeline Street, 
GLEN WAVERLEY VIC 3150","$1,950",5,4,2,House
"Washington Street, 
TOORAK VIC 3142","Month-by-month $1,950 pw",3,2,1,Townhouse
"111/8 Royal Lane, 
FITZROY VIC 3065",$1953pw - Stay 1 mth+,2,2, ,Apartment / Unit / Flat
"1 Tarver St, 
PORT MELBOURNE VIC 3207","$1,990 per week",4,3,4,Townhouse
"12 The Esplanade, 
EDITHVALE VIC 3196","$1,995.00",5,5,3,House
"25 Rosehill Road, 
ESSENDON WEST VIC 3040","$1,999",7,2,7,House
"5 Hargreaves Street, 
FITZROY VIC 3065","$2,000 per week",3,2,2,House
"41 Spring Road, 
MALVERN VIC 3144","$1,995 per week",3,2,2,Townhouse
"1302/368 St Kilda Road, 
MELBOURNE VIC 3004",$2000 Per Week,3,2,2,Apartment / Unit / Flat
"1707/151 Berkeley Street, 
MELBOURNE VIC 3000","$2,000 Per Week",2,2,1,Apartment / Unit / Flat
"7-9 Leveson St, 
NORTH MELBOURNE VIC 3051","$2,000.00",6,3,1,House
"69 Esplanade East, 
PORT MELBOURNE VIC 3207","2,000",2,2,2,House
"37 Victoria Street, 
WILLIAMSTOWN VIC 3016","$2,000",4,3,1,House
"2/1 Chatsworth Avenue, 
BRIGHTON VIC 3186","$2,100.00",3,3,2,Apartment / Unit / Flat
"17 Letchworth Avenue, 
BRIGHTON EAST VIC 3187","$2,100.00",4,4,3,House
