Address,Prices,Bedroom,Bathroom,Parking,Type
"7 Buckingham Street, 
LARA VIC 3212",$460.00 per week,3,1,1,House
"11/780-782 Warrigal Road, 
MALVERN EAST VIC 3145",$460 pw,2,1,1,Apartment / Unit / Flat
"20 Heidelberg Street, 
MAMBOURIN VIC 3024",$460 pw,4,2,2,House
"22 Perceval Place, 
MAMBOURIN VIC 3024",$460,4,2,2,House
"17 Northam Street, 
MAMBOURIN VIC 3024",$460,4,2,2,House
"18 Glover Street, 
MAMBOURIN VIC 3024",$480,4,2,2,House
"1 Airey Avenue, 
MANIFOLD HEIGHTS VIC 3218",$460 per week,3,2,2,House
"5 Central Avenue, 
MANIFOLD HEIGHTS VIC 3218",$460 per week,3,1,2,House
"24 Marmalade Road, 
MANOR LAKES VIC 3024",$460,4,2,2,House
"2704/288 Spencer Street, 
MELBOURNE VIC 3000",$460,1,1, ,Apartment / Unit / Flat
"631/539 St Kilda Road, 
MELBOURNE VIC 3004",$460.00,1,1,1,Apartment / Unit / Flat
"706/17 Singers Lane, 
MELBOURNE VIC 3000",$460 per week,1,1, ,Apartment / Unit / Flat
"1604/594 St Kilda Road, 
MELBOURNE VIC 3004",$460 pw,1,1,1,Apartment / Unit / Flat
"612/181 ABeckett Street, 
MELBOURNE VIC 3000",$460.00,1,1, ,Studio
"2806/181 ABeckett Street, 
MELBOURNE VIC 3000",$460.00,1,1, ,Studio
"4004/220 Spencer St, 
MELBOURNE VIC 3000",$460 weekly, ,1, ,Apartment / Unit / Flat
"2206/620 Collins St, 
MELBOURNE VIC 3000",$460 weekly,1,1, ,Apartment / Unit / Flat
"1807/181 ABeckett Street, 
MELBOURNE VIC 3000",$460.00,1,1, ,Studio
"14 Maclaren Drive, 
MELTON SOUTH VIC 3338",Application Approved @$460.00 Per Week,4,2,2,House
"6 Kevin Court, 
MELTON SOUTH VIC 3338",$460,5,2,3,House
