Address,Prices,Bedroom,Bathroom,Parking,Type
"3101/464 Collins st, 
MELBOURNE VIC 3000",$730/w & Furnished,2,1, ,Apartment / Unit / Flat
"3104/38 Rose Lane, 
MELBOURNE VIC 3000",$730 per week,2,1,1,Apartment / Unit / Flat
"1011/568 St Kilda Road, 
MELBOURNE VIC 3004",$750 per week,2,2,1,Apartment / Unit / Flat
"2604/60 A'beckett Street, 
MELBOURNE VIC 3000",$730 per week,2,1, ,Apartment / Unit / Flat
"2506/618 Lonsdale Street, 
MELBOURNE VIC 3000",$730.00,2,1,1,Apartment / Unit / Flat
"2/6 Devon Road, 
PASCOE VALE VIC 3044",$730 per week,3,2,2,Townhouse
"102/83 Lord Street, 
RICHMOND VIC 3121",$730.00 per week,2,2,1,Apartment / Unit / Flat
"916/253-273 Normanby Road, 
SOUTH MELBOURNE VIC 3205",$725 per week,2,2,1,Apartment / Unit / Flat
"4/8 William Street, 
SOUTH YARRA VIC 3141",$730.00,2,1,2,Townhouse
"2502/9 Power Street, 
SOUTHBANK VIC 3006",$730 per week,2,2, ,Apartment / Unit / Flat
"2304/60 Kavanagh Street, 
SOUTHBANK VIC 3006",$730.00,2,2,1,Apartment / Unit / Flat
"1106/18 Hoff Boulevard, 
SOUTHBANK VIC 3006",$730 per week,2,2, ,Apartment / Unit / Flat
"2402/1 Balston Street, 
SOUTHBANK VIC 3006",$730.00,2,2,1,Apartment / Unit / Flat
"606/1 Balston Street, 
SOUTHBANK VIC 3006",$730.00,2,2,1,Apartment / Unit / Flat
"706/1 Balston Street, 
SOUTHBANK VIC 3006",$730.00,2,2,1,Apartment / Unit / Flat
"274 Station Street, 
THOMASTOWN VIC 3074",$730.00,6,3,3,House
"1005/45 Dudley Street, 
WEST MELBOURNE VIC 3003",$730,2,2,1,Apartment / Unit / Flat
"11/28 Jeffcott St, 
WEST MELBOURNE VIC 3003",$730 weekly,2,1,1,Apartment / Unit / Flat
"1202/408 Spencer Street, 
WEST MELBOURNE VIC 3003",$730.00,2,2, ,Apartment / Unit / Flat
"47 Mill Avenue, 
YARRAVILLE VIC 3013",$730.00,4,3,2,Townhouse
