Address,Prices,Bedroom,Bathroom,Parking,Type
"5/1 Park St, 
PASCOE VALE VIC 3044",$355 weekly,1,1,1,Apartment / Unit / Flat
"8a Station Street, 
SEAFORD VIC 3198",$355 / wk,1,1,1,Apartment / Unit / Flat
"10/1 Clearwater Rise Parade, 
TRUGANINA VIC 3029",$355,2,1,1,Townhouse
"10 Julian Street, 
WERRIBEE VIC 3030",$370,3,1,1,House
"45 Oakwood Road, 
ALBANVALE VIC 3021",$360,3,1,2,House
"72 Myrtle Street, 
ALEXANDRA VIC 3714",$360 pw,3,1,2,House
"8 Suspension Street, 
ARDEER VIC 3022",$360.00,2,1,1,House
"71 Nicholson Crescent, 
BELL PARK VIC 3215",$360 per week,2,1,2,House
"300 High Street, 
BELMONT VIC 3216",$360,2,1, ,House
"2/22 Hancock Crescent, 
BRAYBROOK VIC 3019",$360,2,1,2,House
"45 Black Dog Drive, 
BROOKFIELD VIC 3338",$360,3,1,2,House
"1-5 Grantham street, 
BRUNSWICK WEST VIC 3055",$360,1,1, ,Apartment / Unit / Flat
"3/173 Union Street, 
BRUNSWICK WEST VIC 3055",$360,1,1,1,Apartment / Unit / Flat
"14/912 Drummond Street, 
CARLTON NORTH VIC 3054",$360.00 per week,1,1,1,Apartment / Unit / Flat
"REAR/785 Glenhuntly Road, 
CAULFIELD VIC 3162",$360.00,1,1,1,Apartment / Unit / Flat
"Rm 1/10 - 12 Florence Ave, 
CLAYTON VIC 3168",$360,1,1,1,Apartment / Unit / Flat
"4/6 King Street, 
COBURG VIC 3058",UNDER APPLICATION,1,1,1,Apartment / Unit / Flat
"405M/60 Stanley Street, 
COLLINGWOOD VIC 3066",$360 per week, ,1, ,Studio
"8/45 Lygon Drive, 
CRAIGIEBURN VIC 3064",$360/w,1,1,1,Townhouse
"19/71 Allison Road, 
ELSTERNWICK VIC 3185",$360.00,1,1,1,Apartment / Unit / Flat
