Address,Prices,Bedroom,Bathroom,Parking,Type
"205/382-384 Burnley Street, 
RICHMOND VIC 3121",$600 weekly,2,2,1,Apartment / Unit / Flat
"405/253 Bridge Road, 
RICHMOND VIC 3121",$600,2,1,1,Apartment / Unit / Flat
"7/69 Palmer Street, 
RICHMOND VIC 3121",$600 weekly,2,1,1,Apartment / Unit / Flat
"88 Waiora Road, 
ROSANNA VIC 3084",$595 Weekly,3,1,2,House
"4/2 Cairns Street, 
ROSEBUD VIC 3939",$600 Per Week,4,2,2,Townhouse
"3 Hinter Way, 
ROXBURGH PARK VIC 3064",$600,4,3,2,House
"17 Tarawill Street, 
RYE VIC 3941",Under Application,4,2,2,House
"15 Sara Street, 
RYE VIC 3941",$595 p/w - LEASED!!,3,2, ,House
"33 Pardoner Road, 
RYE VIC 3941",$600 weekly,4,2,2,House
"7 Evans Street, 
RYE VIC 3941",$600,3,1,3,House
"7 Narrows Court, 
SAFETY BEACH VIC 3936",$600 per week,3,2,2,House
"13 Carole Court, 
SEABROOK VIC 3028",$600,4,2,4,House
"10 Junction Street, 
SEDDON VIC 3011",$600pw,3,1, ,House
"9/30 Sydenham Street, 
SEDDON VIC 3011",$600 per week,2,2,1,Townhouse
"406 Tucks Road, 
SHOREHAM VIC 3916",$600.00,3,2,2,House
"23 Ruby Joy Drive, 
SOMERVILLE VIC 3912",$600.00 pw,3,2,2,House
"2 forrest Avenue, 
SORRENTO VIC 3943",LEASED,4,2, ,House
"204/109 York Street, 
SOUTH MELBOURNE VIC 3205",$600 pw,2,1,1,Apartment / Unit / Flat
"301/58 Stead Street, 
SOUTH MELBOURNE VIC 3205",$600.00,2,1,1,Apartment / Unit / Flat
"1 Violet Vista, 
SOUTH MORANG VIC 3752",$600,4,2,2,House
