Address,Prices,Bedroom,Bathroom,Parking,Type
"13/84 Westbury St, 
ST KILDA EAST VIC 3183",$650 weekly,2,1,2,Apartment / Unit / Flat
"3/2 Ravens Grove, 
ST KILDA EAST VIC 3183",$650,2,1,1,Townhouse
"25 Raes Road, 
SUNBURY VIC 3429",$650 per week,3,2,4,House
"31 Tolhurst Street, 
TARNEIT VIC 3029",$650,4,2,2,House
"4 University Drive, 
TAYLORS HILL VIC 3037",$650 per week,5,2,2,House
"60 Rutherglen Way, 
TAYLORS LAKES VIC 3038",$650 pw,4,2,3,House
"6 Voski Lane, 
THOMASTOWN VIC 3074",$650 Per Week,3,2,2,Townhouse
"201/2a Flinders Street, 
THORNBURY VIC 3071",$650 Per Week,2,2,1,Apartment / Unit / Flat
"21 Clyde Street, 
THORNBURY VIC 3071",$650.00,3,1, ,House
"407 St Georges Rd, 
THORNBURY VIC 3071",$650.00 per week,3,1,1,House
"24/637 Orrong Road, 
TOORAK VIC 3142",$650 Per Week,3,1,1,Apartment / Unit / Flat
"19 Himalayas Street, 
TRUGANINA VIC 3029",$650 Per Week,5,3,2,House
"131 Princes Highway, 
WERRIBEE VIC 3030",$650 Per Week,6,4,6,House
"131 Newmarket Road, 
WERRIBEE VIC 3030",$650.00 per week,5,3,2,House
"31/656 O'Connors Road, 
WERRIBEE SOUTH VIC 3030",$650,3,2,1,House
"234/50 Catamaran Drive, 
WERRIBEE SOUTH VIC 3030",$650,2,2,1,Apartment / Unit / Flat
"19 Curzon Street, 
WEST MELBOURNE VIC 3003",$650.00 per week,3,1, ,House
"208/28 Curzon Street, 
WEST MELBOURNE VIC 3003",$650 per week,2,1,1,Apartment / Unit / Flat
"6/166 Stanley Street, 
WEST MELBOURNE VIC 3003",$650,2,2,1,Townhouse
"48 Dryburgh Street, 
WEST MELBOURNE VIC 3003",$650 pw,2,1, ,House
