Address,Prices,Bedroom,Bathroom,Parking,Type
"50 Andrew Street, 
NORTHCOTE VIC 3070",$650 per week,3,1, ,House
"3/2 Grevillia Road, 
OAK PARK VIC 3046",$650,3,2,2,Townhouse
"2A Cartwright Street, 
OAK PARK VIC 3046",$650 PW / $2824 PCM,3,2,3,Townhouse
"61 Hatter Street, 
OAKLEIGH VIC 3166",$650.00,3,1,2,House
"6 Connell Road, 
OAKLEIGH VIC 3166",$650,3,1,2,House
"21 Axford Cre, 
OAKLEIGH SOUTH VIC 3167",$650,4,2,1,House
"40 Waverley Parade, 
PASCOE VALE VIC 3044",$650,3,1,1,House
"31 Rainer Street, 
PASCOE VALE SOUTH VIC 3044",$650,3,2,1,House
"13 Erinka Crescent, 
PATTERSON LAKES VIC 3197",$650 Per week,3,2,2,House
"17 Independence Avenue, 
POINT COOK VIC 3030",Under Application,4,2,2,House
"97 Festival Drive, 
POINT COOK VIC 3030",$650 Per Week,5,3,2,House
"160 Citybay Drive, 
POINT COOK VIC 3030",$650 per week,5,3,2,House
"21 Mirka Way, 
POINT COOK VIC 3030",$650 per week,4,2,2,House
"19 McNaught Street, 
POINT LONSDALE VIC 3225",$650.00,4,2,2,House
"5 Casablanca Street, 
POINT LONSDALE VIC 3225",$650.00,3,2,2,House
"511/1 Dank Street, 
PORT MELBOURNE VIC 3207",UNDER APPLICATION,2,1,1,Apartment / Unit / Flat
"6 The Bend, 
PORT MELBOURNE VIC 3207",$650.00,2,1,1,House
"58 Durcell Avenue, 
PORTSEA VIC 3944",$650 weekly,4,2,1,House
"205/10 Porter Street, 
PRAHRAN VIC 3181",$650.00,2,2,1,Apartment / Unit / Flat
"205/10 Porter Street, 
PRAHRAN VIC 3181",$650.00,2,2,1,Apartment / Unit / Flat
