Address,Prices,Bedroom,Bathroom,Parking,Type
"6/45 Wellington Street, 
ST KILDA VIC 3182",$465/week (Furnished),1,1,1,Apartment / Unit / Flat
"8 Wiseman Walk, 
WOLLERT VIC 3750",$465pw,3,1,2,House
"73L Welcome Parade, 
WYNDHAM VALE VIC 3024",$465,4,2,2,House
"156 Black Forest Road, 
WYNDHAM VALE VIC 3024",$465 pw,3,2,2,House
"293 La Trobe Street, 
MELBOURNE VIC 3000",$469, ,1, ,Studio
"17 Wills Street, 
MELBOURNE VIC 3000",$469, ,1, ,Studio
"3209/480 Elizabeth Street, 
MELBOURNE VIC 3000",$469,1,1, ,Studio
"7 Waler Street, 
AINTREE VIC 3336",$470 per week,3,2,2,House
"1/6 Laurence Avenue, 
AIRPORT WEST VIC 3042",$470,3,1,1,House
"104/118 Pier Street, 
ALTONA VIC 3018",$470 per week,2,1,1,Apartment / Unit / Flat
"2/35 Ailsa Street, 
ALTONA MEADOWS VIC 3028",$470,3,2,2,House
"3/54A Mills Street, 
ALTONA NORTH VIC 3025",$470,2,1,1,Apartment / Unit / Flat
"4 Manooka Court, 
BELL PARK VIC 3215",$470.00,3,2,2,House
"52 Neil Street, 
BELL POST HILL VIC 3215",$470 per week,3,1,2,House
"3/83 Francis Street, 
BELMONT VIC 3216",$470,3,2,1,House
"30 Scott Street, 
BELMONT VIC 3216",$470.00,3,1,2,House
"6 Stringybark Court, 
BERWICK VIC 3806",$470 per week,3,2, ,House
"104 Canterbury Jetty Road, 
BLAIRGOWRIE VIC 3942",$470.00 per week pw,3,1,2,House
"14 Northerly Drive, 
BONNIE BROOK VIC 3335",$470,4,2,2,House
"8/18 Cochrane Street, 
BRIGHTON VIC 3186",$470.00,2,1,1,Apartment / Unit / Flat
