Address,Prices,Bedroom,Bathroom,Parking,Type
"804/649 Chapel Street, 
SOUTH YARRA VIC 3141",$660/week,2,2,1,Apartment / Unit / Flat
"13/276A Domain Road, 
SOUTH YARRA VIC 3141",$660pw,2,1,1,Apartment / Unit / Flat
"152 Sturt St, 
SOUTHBANK VIC 3006",$660 per week,2,2,1,Apartment / Unit / Flat
"1412/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",$660,2,2, ,Apartment / Unit / Flat
"4802/81 City Road, 
SOUTHBANK VIC 3006",$660.00,1,1, ,Apartment / Unit / Flat
"1713/65 Dudley Street, 
WEST MELBOURNE VIC 3003",$660 per Week,2,1,1,Apartment / Unit / Flat
"4/6 Linton Street, 
BALACLAVA VIC 3183",$700,2,1,1,Apartment / Unit / Flat
"1406/119 A’Beckett Street, 
MELBOURNE VIC 3000",$665 per week,2,1, ,Apartment / Unit / Flat
"1/23 Laurie Street, 
NEWPORT VIC 3015",$665 per week,3,2,2,House
"308/246 Church St, 
RICHMOND VIC 3121",$665,1,1, ,Apartment / Unit / Flat
"2304/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",$665,1,1, ,Apartment / Unit / Flat
"1406/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",$665,1,1, ,Apartment / Unit / Flat
"REAR/112 Bell Street, 
COBURG VIC 3058",$700 Weekly,3,1,1,House
"Unit 1402/560 Lonsdale St, 
MELBOURNE VIC 3000",$670 Per Week,2,1, ,Apartment / Unit / Flat
"604B/609 Victoria Street, 
ABBOTSFORD VIC 3067",$670 per week,2,2,1,Apartment / Unit / Flat
"3/1 Joel Avenue, 
ALTONA NORTH VIC 3025",$670,3,2,2,Townhouse
"51 Fromer Street, 
BENTLEIGH VIC 3204",$670.00,3,1,1,House
"39 Deakin Street, 
BENTLEIGH EAST VIC 3165",$670,3,1,3,House
"11 Gavinton Place, 
BERWICK VIC 3806",$700 per week,4,2,2,House
"108-124 UNION STREET, 
BRUNSWICK VIC 3056",$670,3,3,1,Apartment / Unit / Flat
