Address,Prices,Bedroom,Bathroom,Parking,Type
"1708/65 Dudley Street, 
WEST MELBOURNE VIC 3003",Furnished $600 pw,1,1, ,Apartment / Unit / Flat
"2314/65 Dudley Street, 
WEST MELBOURNE VIC 3003",$600 Fully Furnished,1,1, ,Apartment / Unit / Flat
"1601/408 Spencer Street, 
WEST MELBOURNE VIC 3003",$600.00,1,1,1,Apartment / Unit / Flat
"1111/33 Batman Street, 
WEST MELBOURNE VIC 3003",$600.00,2,1, ,Apartment / Unit / Flat
"279 Mickleham Road, 
WESTMEADOWS VIC 3049",$600 pw,4,2,2,House
"16 Meadowbrook Drive, 
WHEELERS HILL VIC 3150",$600,4,2,2,House
"77 Fantail Crescent, 
WILLIAMS LANDING VIC 3027",$600,4,2,2,House
"47 Princes Street, 
WILLIAMSTOWN VIC 3016",$600 per week,3,1, ,House
"110 Dover Road, 
WILLIAMSTOWN VIC 3016",$600 per week,2,1, ,House
"3/162A High Street, 
WINDSOR VIC 3181",$600 Per Week,2,2, ,Apartment / Unit / Flat
"135 Jardin Road, 
WOLLERT VIC 3750",$600 PER WEEK,4,2,2,House
"49 Voyager Drive, 
WOLLERT VIC 3750",$600 PER WEEK,4,2,2,House
"666 Armstrong Road, 
WYNDHAM VALE VIC 3024",$600 pw,4,2,2,House
"96 Powell Street, 
YARRAVILLE VIC 3013",$600 per week,3,1,3,House
"449 Geelong Road, 
YARRAVILLE VIC 3013",$595 per week,4,2,3,House
"27 Mckell Street, 
DEANSIDE VIC 3336","$2,607 PER MONTH",4,2,2,House
"6 Barratt Court, 
NOBLE PARK VIC 3174",$605 Per Week,4,2,5,House
"D708/615 Victoria Street, 
ABBOTSFORD VIC 3067",$610 per week,2,2,1,Apartment / Unit / Flat
"5/13 Batman St, 
ABERFELDIE VIC 3040",$610 weekly,2,2,1,Townhouse
"30 Surfers Cres, 
CARRUM DOWNS VIC 3201",$610 weekly,4,4,2,Townhouse
