Address,Prices,Bedroom,Bathroom,Parking,Type
"6/137 Corrigan Road, 
NOBLE PARK VIC 3174",$300,1,1, ,Apartment / Unit / Flat
"4/1 Edney Court, 
NOBLE PARK VIC 3174",$300 pw/$1303 pcm,1,1,1,Apartment / Unit / Flat
"23 Curlew Crescent, 
NORLANE VIC 3214",$300 per week,3,1,1,House
"2/7 Kentucky Avenue, 
NORLANE VIC 3214",$300 weekly,1,1,1,Apartment / Unit / Flat
"54 Curlew Crescent, 
NORLANE VIC 3214",$300 pw,3,1,1,House
"22 Gavin Street, 
NORLANE VIC 3214",$300 pw,1,1, ,Apartment / Unit / Flat
"607/3 - 11 High St, 
NORTH MELBOURNE VIC 3051",$300,1,1, ,Apartment / Unit / Flat
"787 Park Street, 
PARKVILLE VIC 3052",$300,1,1, ,Apartment / Unit / Flat
"13/12 Surrey Street, 
PASCOE VALE VIC 3044",$300,2,1,2,Apartment / Unit / Flat
"92A Hesse Street, 
QUEENSCLIFF VIC 3225",$300 per week,1,1, ,Apartment / Unit / Flat
"107/51 Garden Street, 
SOUTH YARRA VIC 3141",$300 per week,1,1, ,Apartment / Unit / Flat
"44/25 Redan Street, 
ST KILDA VIC 3182",$300.00 per week,1,1,1,Apartment / Unit / Flat
"18/42 Waterloo Crescent, 
ST KILDA VIC 3182",$300 pw, ,1,1,Studio
"5/4 Beaumont Parade, 
WEST FOOTSCRAY VIC 3012",$300 per week,1,1,1,Apartment / Unit / Flat
WHITTLESEA VIC 3757,$300 pw,1,1, ,Apartment / Unit / Flat
"229B Somerville Road, 
YARRAVILLE VIC 3013",$300.00,1,1, ,Villa
"1108/182 Edward Street, 
BRUNSWICK EAST VIC 3057",$304 per week,1,1,1,Apartment / Unit / Flat
"2/3 Sarton Road, 
CLAYTON VIC 3168",$305,1,1, ,Apartment / Unit / Flat
"1/108 (Room 8) Wellington Road, 
CLAYTON VIC 3168",$320.00 per week,1,1, ,Studio
"2/52 Childers Street, 
CRANBOURNE VIC 3977",$320 per week, ,1,1,House
