Address,Prices,Bedroom,Bathroom,Parking,Type
"62/63 Dorcas Street, 
SOUTH MELBOURNE VIC 3205",$880.00,3,2,2,Apartment / Unit / Flat
"4/41 Gourlay Street, 
BALACLAVA VIC 3183",$885 per week,3,1, ,Apartment / Unit / Flat
"102/2B Mitchell Street, 
BRUNSWICK VIC 3056",$890,3,2,1,Townhouse
"13 Kelvin Place, 
CARLTON VIC 3053",$890.00,3,2,2,House
"55 Shaftsbury Street, 
COBURG VIC 3058",$890 pw,3,1,6,House
"16A Draper Street, 
MCKINNON VIC 3204",$890,3,2,1,House
"1/50 Waterloo Crescent, 
ST KILDA VIC 3182",$890 per week,1,1,1,Semi-detached
"6 Benbow Street, 
YARRAVILLE VIC 3013",$890 per week,4,3,2,House
"107 Danks St, 
ALBERT PARK VIC 3206",LEASED,3,2,1,House
BENTLEIGH VIC 3204,$895 per week,3,2,1,Apartment / Unit / Flat
"40 Canning Street, 
CARLTON VIC 3053",$895,4,3,1,House
"28 Callaghan Avenue, 
GLEN WAVERLEY VIC 3150",$895,2,1, ,House
"177 Farrell Street, 
PORT MELBOURNE VIC 3207",$895,4,2,2,House
"9 Shalimar Court, 
SORRENTO VIC 3943",LEASED,4,1, ,House
"123 Chapel Street, 
ST KILDA VIC 3182",$895 per week,4,2,3,House
"4 Attunga Street, 
CHADSTONE VIC 3148",$899,3,2,2,House
"43 Greig Street, 
ALBERT PARK VIC 3206",$900.00 per week,4,3,2,House
"13b Gale Street, 
ASPENDALE VIC 3195",$900pw/$3910pcm,3,1, ,Townhouse
"4/14 Carlisle Avenue, 
BALACLAVA VIC 3183",$895 per week,4,4,2,Apartment / Unit / Flat
"1/541 Centre Road, 
BENTLEIGH VIC 3204",$895.00, , , ,Townhouse
