Address,Prices,Bedroom,Bathroom,Parking,Type
"7 Julep street, 
MANOR LAKES VIC 3024",$450,4,2,2,House
"12 Medlar Avenue, 
MANOR LAKES VIC 3024",$450 per week,4,2,2,House
"4 Merlyn Street, 
MARIBYRNONG VIC 3032",$450 Per Week,2,1,1,House
"1308/31 A'beckett Street, 
MELBOURNE VIC 3000",$450 weekly,1,1, ,Apartment / Unit / Flat
"2211/31 A'Beckett Street, 
MELBOURNE VIC 3000",$450.00 per week,1,1, ,Apartment / Unit / Flat
"419/408 Lonsdale Street, 
MELBOURNE VIC 3000",$450.00,1,1, ,Studio
"403/39 Queen Street, 
MELBOURNE VIC 3000",$450.00 pw, ,1, ,Studio
"410/181 ABeckett Street, 
MELBOURNE VIC 3000",$450.00,1,1, ,Studio
"312B/399 Bourke Street, 
MELBOURNE VIC 3000",$450,1,1, ,Apartment / Unit / Flat
"407/547 Flinders Lane, 
MELBOURNE VIC 3000",$450 per week,1,1, ,Apartment / Unit / Flat
"1502 33 Wills Street, 
MELBOURNE VIC 3000",$450 weekly,1,1, ,House
"11H/131 Lonsdale St, 
MELBOURNE VIC 3004",$450,1,1, ,Apartment / Unit / Flat
"403/17 Singers Lane, 
MELBOURNE VIC 3000",$450 per week,1,1, ,Apartment / Unit / Flat
"T609/348 St Kilda Road, 
MELBOURNE VIC 3000",$450 per week,1,1,1,Apartment / Unit / Flat
"510/243 Franklin Street, 
MELBOURNE VIC 3000",$450 weekly,1,1, ,Apartment / Unit / Flat
"3503/380 Little Lonsdale Street, 
MELBOURNE VIC 3000",$450 per week,1,1, ,Apartment / Unit / Flat
"1/24-38 Little Bourke Street, 
MELBOURNE VIC 3000",$450 per week,1,1, ,Apartment / Unit / Flat
"410/253 Franklin Street, 
MELBOURNE VIC 3000",$450 weekly,1,1, ,Apartment / Unit / Flat
"2504/8 DOWNIE STREET, 
MELBOURNE VIC 3000",$450,1,1, ,Apartment / Unit / Flat
"1704/220 Spencer Street, 
MELBOURNE VIC 3000",$450/week *Fully Furnished*,1,1, ,Studio
