Address,Prices,Bedroom,Bathroom,Parking,Type
"2/58 Grey Street, 
ST KILDA VIC 3182",$850 pw,2,1, ,Apartment / Unit / Flat
"1/65 Newman Street, 
THORNBURY VIC 3071","$850 PER WEEK | $3,684 P.C.M",3,3,2,Townhouse
"9 Alston Street, 
THORNBURY VIC 3071",$850,3,2,3,House
"12 Black Swan Lane, 
WATERWAYS VIC 3195",$850 weekly,4,2,2,House
"507/25 Windsor Terrace, 
WILLIAMSTOWN VIC 3016",$850,2,2,2,Apartment / Unit / Flat
"20 Pasco Street, 
WILLIAMSTOWN VIC 3016",$850.00,3,1,1,House
"14 Dane Street, 
SEDDON VIC 3011",$855 per week,4,2,1,Townhouse
"406/260 City Rd, 
SOUTHBANK VIC 3006",$856,2,2, ,Apartment / Unit / Flat
"2A Toolangi Road, 
ALPHINGTON VIC 3078",$860,3,2,1,House
"44 Carpenter Street, 
BRIGHTON VIC 3186",$860.00,3,1,3,House
"3 Hennessy Street, 
BRUNSWICK VIC 3056",$860pw / $3737pcm,3,3,2,Townhouse
"403/82 Canning Street, 
CARLTON VIC 3053",$860 p/w partially furnished,2,2,1,Apartment / Unit / Flat
"7/10 Princes Street, 
CAULFIELD NORTH VIC 3161",$860.00,3,2,3,Townhouse
"22 Cottongum Avenue, 
KEYSBOROUGH VIC 3173",$860 per week,4,3,2,House
"2601/318 Russell Street, 
MELBOURNE VIC 3000",$ 860,2,2, ,Apartment / Unit / Flat
"11.07/69-73 Flemington Road, 
NORTH MELBOURNE VIC 3051",$860 per week,3,2,1,Apartment / Unit / Flat
"60 Donald Street, 
PRAHRAN VIC 3181",on hold,2,1,1,House
"206/246 Church St, 
RICHMOND VIC 3121",$860 to $920,2,2,1,Apartment / Unit / Flat
"206/228 Church St, 
RICHMOND VIC 3121",$860,2,2, ,Apartment / Unit / Flat
"1312/259 Normanby Road, 
SOUTHBANK VIC 3006",$860,2,2,1,Apartment / Unit / Flat
