Address,Prices,Bedroom,Bathroom,Parking,Type
"1806/27 Little Collins Street, 
MELBOURNE VIC 3000",$695 per week,2,2, ,Apartment / Unit / Flat
"305/594 St Kilda Road, 
MELBOURNE VIC 3000",$700 per week,2,2,1,Apartment / Unit / Flat
"526/555 St Kilda Road, 
MELBOURNE VIC 3004",$700 pw,2,1,1,Apartment / Unit / Flat
"3109/8 Sutherland Street, 
MELBOURNE VIC 3000",$700 per week *Fully Furnished*,2,2, ,Apartment / Unit / Flat
"3704/318 Russell Street, 
MELBOURNE VIC 3000",$700 per week,2,1, ,Apartment / Unit / Flat
"7/32 Queens Road, 
MELBOURNE VIC 3004",$695 per week,2,1,1,Apartment / Unit / Flat
"405/452 St Kilda Road, 
MELBOURNE VIC 3004",$700 per week,1,1, ,Apartment / Unit / Flat
"5403/135 A'Beckett Street, 
MELBOURNE VIC 3000",$700,2,1,1,Apartment / Unit / Flat
"1716/135 A'Beckett Street, 
MELBOURNE VIC 3000",$700,2,1,1,Apartment / Unit / Flat
"702/560 Lonsdale Street, 
MELBOURNE VIC 3000",$700.00,2,2, ,Apartment / Unit / Flat
"1411/155 Franklin Street, 
MELBOURNE VIC 3000",$700 per week,2,1, ,Apartment / Unit / Flat
"2401/8 Franklin Street, 
MELBOURNE VIC 3000",$700 per week,2,2, ,Apartment / Unit / Flat
"401/68 La Trobe Street, 
MELBOURNE VIC 3000",$700,3,1,1,Apartment / Unit / Flat
"1905/36 La Trobe Street, 
MELBOURNE VIC 3000",$695 per week,2,2, ,Apartment / Unit / Flat
"2/74 Beach Road, 
MENTONE VIC 3194",$700 Per Week,3,1, ,Townhouse
"29 Derwent Street, 
MENTONE VIC 3194",$695pw / $3020pcm,3,2,2,House
"1 Landy Close, 
MILL PARK VIC 3082",$700 per week,6,3,2,House
"260 Townsend Road, 
MOOLAP VIC 3224",$700 per week,3,1,5,House
"6 Primrose Street, 
MOONEE PONDS VIC 3039",$695 per week,3,1,2,House
"4/141 Park Street, 
MOONEE PONDS VIC 3039",$700.00,3,2,1,Townhouse
