Address,Prices,Bedroom,Bathroom,Parking,Type
"16 Marian Court, 
ELTHAM NORTH VIC 3095",$700,4,2,2,House
"1/22 Ormond Road, 
ELWOOD VIC 3184",$695 per week,2,2,1,Apartment / Unit / Flat
"6/5 Vautier Street, 
ELWOOD VIC 3184",$700 Per Week,2,1,1,Apartment / Unit / Flat
"2/161 Rathmines Street, 
FAIRFIELD VIC 3078",$700 Per Week,3,1,1,Apartment / Unit / Flat
"7/5 Spring Street, 
FITZROY VIC 3065",$700 pw // $3042 pcm,2,1,1,Apartment / Unit / Flat
"58 Newry Street, 
FITZROY NORTH VIC 3068",$700pw / $3042pcm,3,1, ,Terrace
"814/1 Moreland Street, 
FOOTSCRAY VIC 3011",$700 per week,3,2,2,Apartment / Unit / Flat
"9/92 Cowper Street, 
FOOTSCRAY VIC 3011",$700pw,3,2,2,Townhouse
"2/47A Nolan Street, 
FRANKSTON VIC 3199",$695 /wk,4,2,3,House
"4 Screen Street, 
FRANKSTON VIC 3199",$700,4,3,2,Townhouse
"9 Franklin Court, 
GLEN WAVERLEY VIC 3150",$700 per Week,4,2,1,House
"2/9 Hinkler Road, 
GLEN WAVERLEY VIC 3150",$700,3,2,2,Apartment / Unit / Flat
"2/1 Abbot Court, 
GLEN WAVERLEY VIC 3150",$700,4,3,2,Townhouse
"8 Henderson Court, 
GLEN WAVERLEY VIC 3150",$700,4,2,2,House
"1/27 Churchill Street, 
GLENROY VIC 3046",$700 pw,4,2,2,Apartment / Unit / Flat
"163 Bonds Lane, 
GREENVALE VIC 3059",$700 pw,4,3,2,House
"1/32 New Street, 
HAMPTON VIC 3188",$700 per week,2,2,1,Apartment / Unit / Flat
"54 Sargood Street, 
HAMPTON VIC 3188",$700,4,1,3,House
"17A King Street, 
HAMPTON EAST VIC 3188",$700.00,3,1,2,Townhouse
"38 Miller Street, 
HIGHETT VIC 3190",$695.00,3,2,2,House
