Address,Prices,Bedroom,Bathroom,Parking,Type
"2/20 Denbigh Road, 
ARMADALE VIC 3143",$750 per week,3,2,1,Apartment / Unit / Flat
"12/4-12 Fisher Parade, 
ASCOT VALE VIC 3032",$750,3,2,2,Townhouse
"14 Hurtle Street, 
ASCOT VALE VIC 3032",$750PW / $3259 PCM,4,1,2,House
"13/148 Nepean Highway, 
ASPENDALE VIC 3195",$750,3,2,2,Townhouse
"1 Daphne Close, 
ASPENDALE GARDENS VIC 3195",$750.00,4,2,2,House
"8 CARLISLE AVENUE, 
BALACLAVA VIC 3183",$750,3,1, ,House
"30 South Concourse, 
BEAUMARIS VIC 3193","$39,000 p.a + Outgoings", ,1, ,Studio
"3 Dickens Street, 
BENTLEIGH VIC 3204",$750,3,1,2,House
"303/22 Bent Street, 
BENTLEIGH VIC 3204",$750 per week,3,2,2,House
"1/214 Centre Road, 
BENTLEIGH VIC 3204",$750.00,3,2,2,Townhouse
"2/36 Whitmuir Rd, 
BENTLEIGH VIC 3204",$750 weekly,3,2,2,Apartment / Unit / Flat
"156 Homestead Rd, 
BERWICK VIC 3806",Under Application - Deposit Taken,5,3,2,House
"70 Macfarlan Avenue, 
BLAIRGOWRIE VIC 3942",LEASED,4,2, ,House
"9 Dunoon Court, 
BRIGHTON EAST VIC 3187",$750.00,3,2,2,House
"10 Locke Street, 
BRIGHTON EAST VIC 3187",$750.00,3,2,2,House
"219 Barkly Street, 
BRUNSWICK VIC 3056",$750 Per Week,2,1, ,House
"9 William Street, 
BRUNSWICK VIC 3056",$750.00,3,1,1,Townhouse
"140 Albion Street, 
BRUNSWICK VIC 3056",$750pw / $3259pcm,3,1,1,House
"1 Southam Street, 
BRUNSWICK WEST VIC 3055",$750,5,2,3,House
"1/82 Hopetoun Avenue, 
BRUNSWICK WEST VIC 3055",$750 per week,3,2,2,Apartment / Unit / Flat
