Address,Prices,Bedroom,Bathroom,Parking,Type
"9 Pitt Street, 
WEST FOOTSCRAY VIC 3012",$725 Per Week,3,1,2,House
"210 Craig Road, 
DEVON MEADOWS VIC 3977",$728 per week pw,4,2,6,House
"601/23 Palmerston, 
CARLTON VIC 3053",from $729 pw - 3 Month min Stay,1,1,1,Apartment / Unit / Flat
"8/2 Seymour Avenue, 
ARMADALE VIC 3143",$730.00 Per Week,2,1,1,Apartment / Unit / Flat
"18 Pacific Drive, 
ASPENDALE GARDENS VIC 3195",$730.00 pw,4,2,2,House
"5/407 South Road, 
BRIGHTON EAST VIC 3187",$730 Per Week,3,2,2,Townhouse
"2/27 Newbigin St, 
BURWOOD VIC 3125",$730/w,3,3,1,Townhouse
"509/1 Bouverie St, 
CARLTON VIC 3053",$730 weekly,2,2,1,Apartment / Unit / Flat
"G406/11 Normanby Road, 
CAULFIELD NORTH VIC 3161",$730,1,1, ,Apartment / Unit / Flat
"8 Le Souef Lane, 
CHELSEA VIC 3196",$730.00,3,2,2,Townhouse
"4/1 Manoon Road, 
CLAYTON SOUTH VIC 3169",$730,3,2,2,Townhouse
"52 Rose Street, 
COBURG VIC 3058",$730 per week,3,2,2,House
"10XX/81 South Wharf Drive, 
DOCKLANDS VIC 3008",$730/W UNFURNISHED,2,2,1,Apartment / Unit / Flat
"88 Hedderwick Street, 
ESSENDON VIC 3040",$730,3,2,2,House
"5/3 Bembridge Avenue, 
FRANKSTON SOUTH VIC 3199",$730 per week,3,2,2,Townhouse
"30 Wallaroo Way, 
HIGHTON VIC 3216",$730 weekly,5,2,2,House
"10 Annmaree Road, 
HIGHTON VIC 3216",$730 per week,4,2,2,House
"1/8 Bletchley Road, 
HUGHESDALE VIC 3166",$730.00,4,2,2,Townhouse
"3402/568 Collins Street, 
MELBOURNE VIC 3000",$730 weekly,2,1,1,Apartment / Unit / Flat
"3109/462 Elizabeth St, 
MELBOURNE VIC 3000",$730/week,2,1, ,Apartment / Unit / Flat
