Address,Prices,Bedroom,Bathroom,Parking,Type
"1401/33 Coventry Street, 
SOUTHBANK VIC 3006",$600 weekly,2,2, ,Apartment / Unit / Flat
"3004/58 Clarke Street, 
SOUTHBANK VIC 3006",$600 weekly,2,1,1,Apartment / Unit / Flat
"21/161 Sturt Street, 
SOUTHBANK VIC 3006",$600 per week,2,1,1,Apartment / Unit / Flat
"617/22 Dorcas Street, 
SOUTHBANK VIC 3006",$600,2,1,1,Apartment / Unit / Flat
"1610/163 City Road, 
SOUTHBANK VIC 3006",$600.00,1,1,1,Apartment / Unit / Flat
"2707/241 City Rd, 
SOUTHBANK VIC 3006",$595 per week,2,1,1,Apartment / Unit / Flat
"2303/180 City Road, 
SOUTHBANK VIC 3006",$600.00,2,1,1,Apartment / Unit / Flat
"51A The Avenue, 
SPOTSWOOD VIC 3015",$600 pw,3,2,2,Townhouse
"67 Grace Street, 
SPRINGVALE VIC 3171",$595 weekly,4,2,3,House
"19 Bombala Street, 
SPRINGVALE VIC 3171",$600 per week,3,2,2,Townhouse
"2/67 Princess Avenue, 
SPRINGVALE VIC 3171",$600,3,2,2,Townhouse
"305/101 St Kilda Road, 
ST KILDA VIC 3182",$600 pw,2,2,1,Apartment / Unit / Flat
"402/111 Inkerman Street, 
ST KILDA VIC 3182",$600 per week,2,2,1,Apartment / Unit / Flat
"G05/76 Barkly Street, 
ST KILDA VIC 3182",$600,2,1,1,Apartment / Unit / Flat
"109/38 Inkerman Street, 
ST KILDA VIC 3182",$600 per week,2,1,1,Apartment / Unit / Flat
"311/173-177 Barkly Street, 
ST KILDA VIC 3182",$600 Per Week,2,1,1,Apartment / Unit / Flat
"13/3 Charnwood Road, 
ST KILDA VIC 3182",$600.00,2,1,1,Apartment / Unit / Flat
"306/109 Inkerman St, 
ST KILDA VIC 3182",$600 weekly,2,2,1,Apartment / Unit / Flat
"G05/27 Herbert Street, 
ST KILDA VIC 3182",600,2,1,1,Apartment / Unit / Flat
"G02/132 Hotham Street, 
ST KILDA EAST VIC 3183",$600 pw,1,1,1,Apartment / Unit / Flat
