Address,Prices,Bedroom,Bathroom,Parking,Type
"213 Carr Street, 
THOMSON VIC 3219",$375.00,2,1,1,House
"4/101-103 Synnot Street, 
WERRIBEE VIC 3030",$375 Per Week,2,1,1,Apartment / Unit / Flat
"11/5-13 Oxford Street, 
WHITTINGTON VIC 3219",$375/w,2,1,1,Townhouse
"10 Tarlee Drive, 
ALBANVALE VIC 3021",$380,3,1,4,House
"12A Lark Street, 
ALTONA VIC 3018",$380 per week,2,1,1,Apartment / Unit / Flat
"3/58 Ailsa Street South, 
ALTONA MEADOWS VIC 3028",$380,2,1,2,Apartment / Unit / Flat
"4/42 Roberts Road, 
BELMONT VIC 3216",$380,2,1,1,Apartment / Unit / Flat
"111/251 Ballarat Road, 
BRAYBROOK VIC 3019",$380.00,2,1,1,Apartment / Unit / Flat
"8/8 Manor Street, 
BRIGHTON VIC 3186",$380.00,1,1,1,Apartment / Unit / Flat
"5/20 Trenoweth Street, 
BRUNSWICK VIC 3056",$380,2,1,1,Apartment / Unit / Flat
"24/191-193 Lygon Street, 
BRUNSWICK EAST VIC 3057",$380pw / $1651pcm,1,1,1,Apartment / Unit / Flat
"3/536 Albion Street, 
BRUNSWICK WEST VIC 3055",$380 Per Week,2,1,1,Villa
"309/528 Swanston Street, 
CARLTON VIC 3053",$380 pw,1,1, ,Apartment / Unit / Flat
"Room 2, 5/16 Shepparson Ave, 
CARNEGIE VIC 3163",$380 weekly,1,1,1,Apartment / Unit / Flat
"5/131 Cavanagh Street, 
CHELTENHAM VIC 3192",$380 Per Week,2,1,1,Apartment / Unit / Flat
COOLAROO VIC 3048,$380,3,1,2,House
"44 Epsom Road, 
CORIO VIC 3214",$380 per week,2,1,1,House
"3/33 Rouse Street, 
CRANBOURNE VIC 3977","$380pw | $1,651pcm",2,1,1,Apartment / Unit / Flat
"1/60 James Street, 
DANDENONG VIC 3175",$380 per week,3,1,1,Apartment / Unit / Flat
"3/3 Louis Avenue, 
DANDENONG VIC 3175",$ 380 PER WEEK,2,1,1,Apartment / Unit / Flat
