Address,Prices,Bedroom,Bathroom,Parking,Type
"235 Parwan Exford Road, 
PARWAN VIC 3340",$1000 per week,5,2,3,House
"74 Clark Street, 
PORT MELBOURNE VIC 3207",$1000 per week,3,2,2,House
"81 Ross Street, 
PORT MELBOURNE VIC 3207","$1,000",3,2,1,House
"30 Kitchen Road, 
PORT MELBOURNE VIC 3207","$1,000 per week",3,3,2,Townhouse
"1/90-110 Smythe Street, 
PORTARLINGTON VIC 3223","$1200 pw High, $1000 pw Low",2,1, ,Apartment / Unit / Flat
"2/90-110 Smythe Street, 
PORTARLINGTON VIC 3223","$1200 pw High, $1000 pw Low",2,1, ,Apartment / Unit / Flat
"3/84-110 Smythe Street, 
PORTARLINGTON VIC 3223","$1200 pw High, $1000 pw Low",2,1, ,Apartment / Unit / Flat
"4/84-110 Smythe Street, 
PORTARLINGTON VIC 3223","$1200 pw High, $1000 pw Low",2,1, ,Apartment / Unit / Flat
"86 Alfred Street, 
PRAHRAN VIC 3181","$1,000 Per Week",3,2,2,Townhouse
"819/246 Church St, 
RICHMOND VIC 3121","$1,000",2,2,1,Apartment / Unit / Flat
"1/4 Gardner Street, 
RICHMOND VIC 3121",$1000 per week,3,2,2,Apartment / Unit / Flat
"3057 Point Nepean Rd, 
SORRENTO VIC 3943","$1,000 weekly",3,3,2,House
"1904/22 Dorcas Street, 
SOUTH MELBOURNE VIC 3205","$1,000",2,2,2,Apartment / Unit / Flat
"20 Medley Place, 
SOUTH YARRA VIC 3141",$1000pw,2,1,1,House
"3/17 Como Avenue, 
SOUTH YARRA VIC 3141","$1,000 weekly",2,1,1,Townhouse
"2311/163 City Road, 
SOUTHBANK VIC 3006","$1,000",3,2,1,Apartment / Unit / Flat
"4 Penleigh Court, 
ST KILDA EAST VIC 3183","$1,000.00",3,2,1,House
"5 David Lane, 
WINDSOR VIC 3181","$1,000.00 per week",3,2,2,Townhouse
"100/656 Blackburn Road, 
NOTTING HILL VIC 3168",$1008pw - First 28 nights only,2,2,1,Apartment / Unit / Flat
"202/154 Chapel Street, 
ST KILDA VIC 3182",$1008pw - Stay 1 mth+,1,1,1,Apartment / Unit / Flat
