Address,Prices,Bedroom,Bathroom,Parking,Type
"1a Cluden St, 
BRIGHTON VIC 3186","$1,200 per week",3,2,3,Townhouse
"371 St Kilda Street, 
BRIGHTON VIC 3186",$1480 per week,3,3,4,House
"313 St Kilda Street, 
BRIGHTON VIC 3186","$1,200.00",4,2,4,House
"173 Glenlyon Road, 
BRUNSWICK EAST VIC 3057",$1200pw / $5214pcm,4,2,1,House
"3B Newstead Street, 
CAULFIELD VIC 3162","$1,200.00",4,3,2,House
"G105/11 Normanby Road, 
CAULFIELD NORTH VIC 3161","$1,200",3,2,1,Apartment / Unit / Flat
"1A Edith Street, 
CAULFIELD NORTH VIC 3161","$1,200 per week",3,2,2,House
"19B Davie Avenue, 
CHELTENHAM VIC 3192","$1,200.00",4,3,3,Townhouse
"66 Roseneath Street, 
CLIFTON HILL VIC 3068",$1200pw / $5214pcm,4,2,1,House
"402/55 Islington Street, 
COLLINGWOOD VIC 3066","$1,200",3,2,1,Apartment / Unit / Flat
"804/280 Albert Street, 
EAST MELBOURNE VIC 3002","$1,200 per week",2,2,2,Apartment / Unit / Flat
"16 Stanley Street, 
ELSTERNWICK VIC 3185",$1200 per week,4,2,5,House
"14 Glen Huntly Road, 
ELWOOD VIC 3184","$1,200.00",4,2,2,House
"14 Glen Huntly Road, 
ELWOOD VIC 3184","$1,200.00",4,2,2,House
"225 Gore Street, 
FITZROY VIC 3065","$1,200",4,2,2,House
"110/8 Royal Lane, 
FITZROY VIC 3065",$1200pw - Stay 1 mth +,1,1, ,Apartment / Unit / Flat
"83-85 St David Street, 
FITZROY VIC 3065","$1,200.00",3,2, ,House
"5/11 Etna Street, 
GLEN HUNTLY VIC 3163","$1,200.00",4,3,2,Townhouse
"1601 1602/25 Osullivan Road, 
GLEN WAVERLEY VIC 3150","$1,200 per week",3,2,2,Apartment / Unit / Flat
"19 Walpole Avenue, 
INDENTED HEAD VIC 3223","$1200 pw High, $600 pw Low, $180 pn",3,1,1,House
