Address,Prices,Bedroom,Bathroom,Parking,Type
"2005/60 Dorcas, 
SOUTHBANK VIC 3006",$590 per week,2,1, ,Apartment / Unit / Flat
"113/22 Kavanagh Street, 
SOUTHBANK VIC 3006",$590.00,2,1,1,Apartment / Unit / Flat
"1617/22 Dorcas Street, 
SOUTHBANK VIC 3006",$590 to $639,2,1,1,Apartment / Unit / Flat
"1602/35-51 Hancock Street, 
SOUTHBANK VIC 3006",$590/week - 2 WEEKS RENT FREE!,2,1, ,Apartment / Unit / Flat
"23 Possum Tail Run, 
SUNBURY VIC 3429",$590,4,2,2,House
"14 Bowman Court, 
TAYLORS HILL VIC 3037",$590 per week,4,2,4,House
"29A Comas Grove, 
THORNBURY VIC 3071",$590,3,1,1,House
"16/415 Toorak Road, 
TOORAK VIC 3142",$590.00 per week,2,2,1,Apartment / Unit / Flat
"41 Ronald Street, 
TOOTGAROOK VIC 3941",$590,3,2,6,House
"13 Crosby Street, 
TRUGANINA VIC 3029",$590.00,4,2,2,House
"2/99 Lyon Road, 
VIEWBANK VIC 3084",$ 590 per week,3,2,2,Apartment / Unit / Flat
"1304/45 Dudley Street, 
WEST MELBOURNE VIC 3003",$590 Per Week,1,1, ,Apartment / Unit / Flat
"604/140 Dudley Street, 
WEST MELBOURNE VIC 3003",$590 per week,2,1,1,Apartment / Unit / Flat
"9 Dalwood Way, 
WOLLERT VIC 3750",$590 PER WEEK,4,2,2,House
"18/25 Kooyong Road, 
ARMADALE VIC 3143",$595,2,1,1,Apartment / Unit / Flat
"17 Glenora Street, 
CHADSTONE VIC 3148",$595,4,1,4,House
"1/59 Manton Road, 
CLAYTON VIC 3168",$595,3,2,2,Apartment / Unit / Flat
"10 Gauja Street, 
CRAIGIEBURN VIC 3064",$595,4,2,2,House
DROMANA VIC 3936,"Fully Furnished, only $595pw",2,2,1,House
"58 Stanley Street, 
FRANKSTON VIC 3199",$595,3,1,1,House
