Address,Prices,Bedroom,Bathroom,Parking,Type
"5 McKay, 
COBURG VIC 3058",$560,3,1,1,House
"702/466-482 Smith Street, 
COLLINGWOOD VIC 3066",$560,1,1,1,Apartment / Unit / Flat
"201/6 Mater Street, 
COLLINGWOOD VIC 3066",$560.00,2,1,1,Apartment / Unit / Flat
"2 Rayfield Avenue, 
CRAIGIEBURN VIC 3064",$560 Per Week,5,3,2,House
"100 Sustainable Drive, 
CRAIGIEBURN VIC 3064",$560 pw,4,2,2,House
"33 Marrone boulevard, 
CRANBOURNE EAST VIC 3977",$560.00 per week,4,2,2,House
"54 Neasham Drive, 
DANDENONG NORTH VIC 3175",$560 weekly,3,2,1,House
"306N/883 Collins Street, 
DOCKLANDS VIC 3008",$560 Per Week,1,1, ,Apartment / Unit / Flat
"7/24 Parnell Street, 
ELSTERNWICK VIC 3185",$560.00,2,1,1,Apartment / Unit / Flat
"6/30 Shelley Street, 
ELWOOD VIC 3184",$560 weekly,3,1,1,Apartment / Unit / Flat
"19 San Cristobal Pass, 
EPPING VIC 3076",$560,4,2,2,House
"211B/150 Keilor Road, 
ESSENDON NORTH VIC 3041",$560,2,2,1,Apartment / Unit / Flat
"A04/2A Duffy Street, 
ESSENDON NORTH VIC 3041",$560 per week,2,2,1,Apartment / Unit / Flat
"209 Rathmines Street, 
FAIRFIELD VIC 3078",$560,2,1,1,Apartment / Unit / Flat
"40 Somerlayton Crescent, 
FAWKNER VIC 3060",$560.00,3,1,2,House
"2/222 Queens Parade, 
FITZROY NORTH VIC 3068",$560pw / $2433pcm,2,1,1,Apartment / Unit / Flat
"28 Stafford Street, 
FOOTSCRAY VIC 3011",$560 per week,2,1,1,House
"7 Crathie Court, 
FRANKSTON VIC 3199",$560,3,2,4,House
"5 Leith Court, 
FRANKSTON VIC 3199",$560,4,2,2,House
"4 Cornwall Close, 
GLADSTONE PARK VIC 3043",$560 PW / $2433 PCM,4,2,3,House
