Address,Prices,Bedroom,Bathroom,Parking,Type
"2/7 Howe Street, 
MURRUMBEENA VIC 3163",$590 per week,2,1,1,Apartment / Unit / Flat
"18 Papillion Way, 
NARRE WARREN SOUTH VIC 3805",$590 per week,3,2,2,House
"23/4 Mason Street, 
NEWPORT VIC 3015",$590.00,2,1,1,Apartment / Unit / Flat
"1/32 Queens Park Road, 
NEWTOWN VIC 3220",$590.00,3,2,2,Townhouse
"524/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",$590,1,1, ,Apartment / Unit / Flat
"4/3 Meaker Avenue, 
OAK PARK VIC 3046",$590 per week,2,1,1,Apartment / Unit / Flat
"154 Thacker Street, 
OCEAN GROVE VIC 3226",$590 per week,4,2,3,House
"707/91 Galada Avenue, 
PARKVILLE VIC 3052",$ 590 per week,2,2,1,Apartment / Unit / Flat
"36 Brownlow Drive, 
POINT COOK VIC 3030",$590.00 per week,4,2,2,House
"71 Lincolnheath Boulevard, 
POINT COOK VIC 3030",$590 per week,4,2,2,House
"9 Magnetic Avenue, 
POINT COOK VIC 3030",$590 per week,4,2,2,House
"15 Viola Avenue, 
POINT COOK VIC 3030",$590 per week,4,2,2,House
"6/115a Williams Road, 
PRAHRAN VIC 3181",$590.00,2,1,1,Apartment / Unit / Flat
"67A Wood Street, 
PRESTON VIC 3072",$590.00,2,1,2,Townhouse
"204/339 Burnley Street, 
RICHMOND VIC 3121",$590 per week,2,2,1,Apartment / Unit / Flat
"1504/50 Albert Road, 
SOUTH MELBOURNE VIC 3205",$590.00 per week,2,1,1,Apartment / Unit / Flat
"1916/259 Normandy Road, 
SOUTH MELBOURNE VIC 3205",$590,1,1, ,Apartment / Unit / Flat
"190 Bank Street, 
SOUTH MELBOURNE VIC 3205",$590.00 per week,2,1, ,Apartment / Unit / Flat
"9/32 Marne Street, 
SOUTH YARRA VIC 3141",$590 per week,2,1, ,Apartment / Unit / Flat
"405/144 Clarendon St, 
SOUTHBANK VIC 3006",$590 weekly,2,1,1,Apartment / Unit / Flat
