Address,Prices,Bedroom,Bathroom,Parking,Type
"9/373 South Road, 
BRIGHTON EAST VIC 3187",$470 weekly,3,1,1,Apartment / Unit / Flat
"2/3 Gerbert Street, 
BROADMEADOWS VIC 3047",$470 per week,2,1,1,House
"3/116 Tinning Street, 
BRUNSWICK VIC 3056",$470.00,2,1,1,Villa
"126/21 Village Avenue, 
BRUNSWICK EAST VIC 3057",$470 per week,1,1,1,Apartment / Unit / Flat
"20 Curtin Avenue, 
BRUNSWICK WEST VIC 3055",$470.00 per week,2,1,1,House
"2/3 Jolley Street, 
BRUNSWICK WEST VIC 3055",$470 Weekly,2,1,1,Apartment / Unit / Flat
"36C Newman Street, 
BRUNSWICK WEST VIC 3055",$470 per week,2,1,1,Townhouse
"604/21 Plenty Road, 
BUNDOORA VIC 3083",$470 per week,2,2,2,Apartment / Unit / Flat
"21/26 Little Cardigan Street, 
CARLTON VIC 3053",$470pw / $2042pcm,2,1,1,Apartment / Unit / Flat
"504/67 Bouverie Street, 
CARLTON VIC 3053",$470 per week,1,1,1,Apartment / Unit / Flat
"27 Klippel Way, 
CAROLINE SPRINGS VIC 3023",$470.00 Per Week,3,2,1,House
"37 Albany Way, 
CHARLEMONT VIC 3217",$470.00 per week,3,2,2,House
"2/17 Jells Road, 
CHELTENHAM VIC 3192",$470.00,2,1,1,Apartment / Unit / Flat
"1B1B/1408 Centre Road, 
CLAYTON SOUTH VIC 3169",$470,1,1,1,Apartment / Unit / Flat
"97 Westall Road, 
CLAYTON SOUTH VIC 3169",$470,4,2,3,House
"22 Monterey Loop, 
CLYDE VIC 3978",$470 per week,3,2,2,Townhouse
"403a/41-43 Stockade Avenue, 
COBURG VIC 3058",$470.00,2,2,1,Apartment / Unit / Flat
"267 Windrock Avenue, 
CRAIGIEBURN VIC 3064",$470.00 pw,3,2,2,Townhouse
"6 Langdon Crescent, 
CRAIGIEBURN VIC 3064",$470 pw,3,1,2,House
"23 Codrington Street, 
CRANBOURNE VIC 3977",$470 pw,3,1,2,House
