Address,Prices,Bedroom,Bathroom,Parking,Type
"503/45 Nott Street, 
PORT MELBOURNE VIC 3207",$1162pw - Stay 1 mth+,1,1,1,Apartment / Unit / Flat
"1 Freshwater Place, 
SOUTHBANK VIC 3006",$1162pw - Stay 1 mth+,1,1,1,Apartment / Unit / Flat
"20/35 Stewart Street, 
BRUNSWICK VIC 3056","$1,175.00",3,3,1,Townhouse
"620/280 Albert Street, 
EAST MELBOURNE VIC 3002","$1,175 per week",2,2,1,Apartment / Unit / Flat
"19 Highett Road, 
HAMPTON VIC 3188","$1,175",4,3,2,Townhouse
"118 Somerset Street, 
RICHMOND VIC 3121",$1180 per week,4,2, ,House
"15 Park Lane, 
SOUTH YARRA VIC 3141",$1185 per week,3,2,2,Townhouse
"100/600 Epsom Road, 
FLEMINGTON VIC 3031",$1190pw Stay 1 mth,1,1,1,Apartment / Unit / Flat
"25 O'Sullivan Road, 
GLEN WAVERLEY VIC 3150","$1,190",3,2,1,Apartment / Unit / Flat
"1610/81 City Road, 
SOUTHBANK VIC 3006","$1,190.00",3,2,1,Apartment / Unit / Flat
"16B Clements Street, 
BENTLEIGH EAST VIC 3165","$1,195.00",5,3,2,Townhouse
"1/6 Edwards Street, 
BURWOOD VIC 3125",$1195 Per Week,4,4,3,Townhouse
"293A Glen Huntly Road, 
ELSTERNWICK VIC 3185",$1195 per week,4,1, ,House
"1C Riddell Parade, 
ELSTERNWICK VIC 3185","$1,195 per week",3,2,2,Townhouse
"75/350 St Kilda Road, 
MELBOURNE VIC 3000",$1195 Per Week,2,2,2,Apartment / Unit / Flat
"597 High Street, 
PRAHRAN VIC 3181","$1,195 per week",4,1,1,House
"2 Clements Street, 
BENTLEIGH EAST VIC 3165","$1,200 weekly",4,2,2,House
"3A Bevis St, 
BENTLEIGH EAST VIC 3165","$1,200 weekly",4,3,2,House
"55 Purtell Street, 
BENTLEIGH EAST VIC 3165","$1,200",4,3,2,House
"12B Harding Avenue, 
BONBEACH VIC 3196","$1,200.00",3,2,2,Townhouse
