Address,Prices,Bedroom,Bathroom,Parking,Type
"1/61 Marlborough Street, 
BENTLEIGH EAST VIC 3165",$650.00,2,1,1,Apartment / Unit / Flat
"2 Denison Court, 
BERWICK VIC 3806",NO FURTHER APPLICATIONS,5,2,2,House
"2 Sherriff Lane, 
BERWICK VIC 3806",$650 pw,4,3,2,Townhouse
"125 Soldiers Road, 
BERWICK VIC 3806",$650,4,2,2,House
"36 Eucumbene Drive, 
BERWICK VIC 3806",$650/w & Available Now,4,2,2,House
"12 Sherriff Lane, 
BERWICK VIC 3806",$650.00,4,3,2,House
"3/22-24 Warleigh Grove, 
BRIGHTON VIC 3186",$650 per week,2,2,2,Apartment / Unit / Flat
"1/121 Cochrane Street, 
BRIGHTON VIC 3186",$650.00,3,1,2,Villa
"10 Hall Street, 
BRUNSWICK VIC 3056",$650,2,1,2,House
"116 Gold Street, 
BRUNSWICK VIC 3056",$650pw / $2824pcm,2,1, ,Townhouse
"8 Lygon Street, 
BRUNSWICK EAST VIC 3057",$650,2,2,1,Apartment / Unit / Flat
"6/117 Albion Street, 
BRUNSWICK EAST VIC 3057",Under Application,2,1,1,Townhouse
"5 Manchester Crescent, 
BUNDOORA VIC 3083",$650.00 per week,3,2,2,House
"33 Weir Loop, 
BUNDOORA VIC 3083",$650 wk,3,3,2,House
"25/2 Ambrose Treacy Drive, 
BUNDOORA VIC 3083",$650PW/$2824,4,2,2,Townhouse
"1A Inverness Ave, 
BURWOOD VIC 3125",Under Application,3,2,1,House
"104/326-328 Burwood Hwy, 
BURWOOD VIC 3125",$650 weekly,3,1,2,Apartment / Unit / Flat
"2/19 Cromwell Street, 
BURWOOD VIC 3125","$650pw/$2,824pcm",3,2,1,House
"611/551 Swanston Street, 
CARLTON VIC 3053",$650.00 per week,2,2,1,Apartment / Unit / Flat
"306/950 Swanston St, 
CARLTON VIC 3053",$650 weekly,2,1,1,Apartment / Unit / Flat
