Address,Prices,Bedroom,Bathroom,Parking,Type
"2/68 Queen Street, 
ALTONA VIC 3018",$350,2,1,1,Apartment / Unit / Flat
"20B Sovereign Way, 
AVONDALE HEIGHTS VIC 3034",$350 per week,2,1,2,Apartment / Unit / Flat
"63 Skyline Road, 
BEND OF ISLANDS VIC 3097",$350 per week,1,1,1,Studio
"9/37 Jane Street, 
BERWICK VIC 3806",$350 Per Week,1,1, ,Studio
"64 Dimboola Road, 
BROADMEADOWS VIC 3047",$350 pw,3,1,1,House
BRUNSWICK VIC 3056,$350,2,1,1,Apartment / Unit / Flat
"5/556 Moreland Road, 
BRUNSWICK WEST VIC 3055",$350,1,1,1,Apartment / Unit / Flat
"10/193 Union Street, 
BRUNSWICK WEST VIC 3055",$350,1,1,1,Apartment / Unit / Flat
"206/1320 Plenty Road, 
BUNDOORA VIC 3083",$350 per week, ,1,1,Studio
"59/1251 Plenty Road, 
BUNDOORA VIC 3083","$350.00 PW / $1,521.00.00 PCM",2,1,1,Apartment / Unit / Flat
"202/26 Copernicus Crescent, 
BUNDOORA VIC 3083",$350pw/$1521pcm,1,1, ,Apartment / Unit / Flat
"10/77 Elgar Road, 
BURWOOD VIC 3125",$350 per week,1,1, ,Studio
"151 Cape Schanck Road, 
CAPE SCHANCK VIC 3939",$350 per week,3,1,3,House
"517/131 Pelham Street, 
CARLTON VIC 3053",$350 per week,1,1, ,Apartment / Unit / Flat
"503/139 Bouverie Street, 
CARLTON VIC 3053",$349 weekly,1,1, ,Studio
"9/373 Neerim Road, 
CARNEGIE VIC 3163",$350,1,1,1,Apartment / Unit / Flat
"14/41 Northcote Avenue, 
CAULFIELD NORTH VIC 3161",NOW LET,1,1,1,Apartment / Unit / Flat
"58/167 Hawthorn Road, 
CAULFIELD NORTH VIC 3161",$350 per week,1,1, ,Retirement Living
"5/55 Filbert Street, 
CAULFIELD SOUTH VIC 3162",$350 per week,1,1,1,Apartment / Unit / Flat
"3/57 Rayhur St, 
CLAYTON SOUTH VIC 3169",$350 per week, ,1, ,Studio
