Address,Prices,Bedroom,Bathroom,Parking,Type
"2/183 Burns Road, 
GLENBURN VIC 3717",$350 pw,2,1, ,Apartment / Unit / Flat
"2/23a Becket Street, 
GLENROY VIC 3046",$350 per week,2,1,1,Apartment / Unit / Flat
"9/13-15 Fishburn Grove, 
HARKNESS VIC 3337",$350.00 Per Week,2,1,1,Townhouse
"7/35-37 Rix Street, 
HERNE HILL VIC 3218",$350 per week,2,1,1,Apartment / Unit / Flat
"9/35-37 Rix Street, 
HERNE HILL VIC 3218",$350 per week,1,1,1,Studio
"4/51 Belle Vue Avenue, 
HIGHTON VIC 3216",$350 per week,1,1,1,Apartment / Unit / Flat
"11/12 Cedar Grove, 
HIGHTON VIC 3216",UNDER APPLICATION,2,1,1,Apartment / Unit / Flat
"2/35 Hunter Avenue, 
HOPPERS CROSSING VIC 3029",$350.00 per week,2,1,1,Apartment / Unit / Flat
"9/86 Marshall Street, 
IVANHOE VIC 3079",$350pw,1,1,1,Apartment / Unit / Flat
"34 Charlesworth Street, 
LAVERTON VIC 3028",$350,2,1,3,House
"Rear/110 Bowen Street, 
MALVERN EAST VIC 3145",$350,1,1, ,Studio
"407/62-68 Hayward Lane, 
MELBOURNE VIC 3000",$350.00, ,1, ,Studio
"410/17 Singers Lane, 
MELBOURNE VIC 3000",$350,1,1, ,Apartment / Unit / Flat
"115/546 Flinders Street, 
MELBOURNE VIC 3000",$350.00, ,1, ,Studio
"708/118 Franklin Street, 
MELBOURNE VIC 3004",$350.00,1,1, ,Apartment / Unit / Flat
"1/21 Lakewood Blvd, 
MELTON VIC 3337",$350 weekly,3,1,1,House
"26 Raleighs Road, 
MELTON VIC 3337",$350 pw,3,2,2,House
"10 Barries Road, 
MELTON VIC 3337",$350 Per Week,2,1, ,House
"52 First Avenue, 
MELTON SOUTH VIC 3338",$350 per week / $1517 per month,2,1,2,House
"3/27 Staughton Street, 
MELTON SOUTH VIC 3338",$350,2,1,1,House
