Address,Prices,Bedroom,Bathroom,Parking,Type
"27 Woomera Street, 
RYE VIC 3941",$650 per week,3,2, ,House
"65 Railway Parade, 
SEAFORD VIC 3198",$650.00 pw,4,2,1,House
"119 Williamstown Road, 
SEDDON VIC 3011",$650,3,2,1,Townhouse
"1 Harriet Street, 
SEDDON VIC 3011",$650pw,3,1,3,House
"8 Point Court, 
SHOREHAM VIC 3916",$650.00,3,1,1,House
"28 Ocean View Crescent, 
SOMERS VIC 3927",$650 per week,2,1, ,House
"2 Koala Court, 
SOMERVILLE VIC 3912",$650,4,2,2,House
"144 Clarendon St, 
SOUTH MELBOURNE VIC 3205",$650,2,1,2,Apartment / Unit / Flat
"39 Park Street, 
SOUTH MELBOURNE VIC 3205",$650,2,2,1,Apartment / Unit / Flat
"310/41 Bank Street, 
SOUTH MELBOURNE VIC 3205",$650 Per Week - Built-in Appliances,2,2, ,Apartment / Unit / Flat
"2206/89 Gladstone Street, 
SOUTH MELBOURNE VIC 3205",$650,2,2,1,Apartment / Unit / Flat
"29 Kanooka Avenue, 
SOUTH MORANG VIC 3752",$650 per week,5,3,2,House
"21 Arrowgrass Street, 
SOUTH MORANG VIC 3752",$650 pw,4,2,2,House
"1/69 Toorak Rd, 
SOUTH YARRA VIC 3141",$650 weekly,2,1,1,Townhouse
"905/47 Claremont Street, 
SOUTH YARRA VIC 3141",$650.00 per week,2,1,1,Apartment / Unit / Flat
"915/32 Bray Street, 
SOUTH YARRA VIC 3141",$650 pw,2,1,1,Apartment / Unit / Flat
SOUTH YARRA VIC 3141,Contact for Price,1,1,1,Townhouse
"51A Cromwell Road, 
SOUTH YARRA VIC 3141",$650 per week,2,2,1,Townhouse
"3 Moore Street, 
SOUTH YARRA VIC 3141",$650.00 per week,2,1, ,House
"607/8 Daly Street, 
SOUTH YARRA VIC 3141",$650 per week Unfurnished,2,2,1,Apartment / Unit / Flat
