Address,Prices,Bedroom,Bathroom,Parking,Type
"29 Kernot Parade, 
CLYDE VIC 3978",$610 per week,4,2,2,House
"101/12 Waterview Walk, 
DOCKLANDS VIC 3008",$610 per week,2,2,1,Apartment / Unit / Flat
"22 Laura Place, 
FITZROY NORTH VIC 3068",$610 pw / $2650 pcm,2,1,1,Townhouse
"1505/6 Joseph Road, 
FOOTSCRAY VIC 3011",$610 per week,2,2,1,Apartment / Unit / Flat
"407/8 Joseph Road, 
FOOTSCRAY VIC 3011",$610 per week,2,2,1,Apartment / Unit / Flat
"1504/6 Joseph Road, 
FOOTSCRAY VIC 3011",$610 per week,2,2,1,Apartment / Unit / Flat
"1401/2 Joseph Road, 
FOOTSCRAY VIC 3011",$610 per week,2,2,1,Apartment / Unit / Flat
"1101/2 Joseph Road, 
FOOTSCRAY VIC 3011",$610 weekly,2,2,1,Apartment / Unit / Flat
"1110/2 Joseph Road, 
FOOTSCRAY VIC 3011",$610 per week,2,2,1,Apartment / Unit / Flat
"23a Mount View Court, 
FRANKSTON VIC 3199",$610.00 pw,3,2,1,Townhouse
"44 Yuille Street, 
FRANKSTON VIC 3199",$610,3,2,2,House
"20 Metropol Lane, 
GEELONG WEST VIC 3218",$610 weekly,3,3,2,Townhouse
"24 Wilson Road, 
GLEN WAVERLEY VIC 3150",$610 pw,3,1,2,House
"1/31 Trevannion Street, 
GLENROY VIC 3046","$610 PW / $2,651 PCM",3,2,2,Townhouse
"63 Stoneleigh Crescent, 
HIGHTON VIC 3216",$610.00,4,2,3,House
MAIDSTONE VIC 3012,$610.00,3,2,2,House
"1923/199 William Street, 
MELBOURNE VIC 3000",$610 weekly,2,1,1,Apartment / Unit / Flat
"202/601 Little Collins Street, 
MELBOURNE VIC 3000",$610 Per Week,2,1, ,Apartment / Unit / Flat
"1702/500 Elizabeth Street, 
MELBOURNE VIC 3000",$610.00,2,1, ,Apartment / Unit / Flat
"4206/120 A'Beckett Street, 
MELBOURNE VIC 3000",$610/w & Furnished,1,1, ,Apartment / Unit / Flat
