Address,Prices,Bedroom,Bathroom,Parking,Type
"1/10-12 Anderson Road, 
THORNBURY VIC 3071",$520 PW / $2260 PCM,2,1,1,Apartment / Unit / Flat
"7/4 Lambert Road, 
TOORAK VIC 3142",$520,2,1,1,Apartment / Unit / Flat
"3/74 Mathoura Road, 
TOORAK VIC 3142",$520,2,1, ,Apartment / Unit / Flat
"7 Vincent St, 
TOOTGAROOK VIC 3941",$520 weekly,3,1,2,House
"52 Russell Street, 
TOOTGAROOK VIC 3941",$520 PER WEEK,3,1,1,House
"266/38 Mount Alexander Road, 
TRAVANCORE VIC 3032",$520pw / $2260 pcm,2,1,1,Apartment / Unit / Flat
"2 Corvo Drive, 
TRUGANINA VIC 3029",$520,4,2,2,House
"157 Clara Avenue, 
TRUGANINA VIC 3029",$520,4,3,2,House
"5 Fisher Court, 
WERRIBEE VIC 3030",$520,4,2,2,House
"1/3B Indwe Street, 
WEST FOOTSCRAY VIC 3012",$520 Per Week,2,1,2,Apartment / Unit / Flat
"205/55 Jeffcott Street, 
WEST MELBOURNE VIC 3003",$520.00,1,1, ,Apartment / Unit / Flat
"301/82-84 Ireland Street, 
WEST MELBOURNE VIC 3003",Contact Agent,2,1, ,Apartment / Unit / Flat
"511/45 Dudley Street, 
WEST MELBOURNE VIC 3003",$520,1,1, ,Apartment / Unit / Flat
"707/130 Dudley Street, 
WEST MELBOURNE VIC 3003",$520,1,1,1,Studio
"1108/130-152 Dudley Street, 
WEST MELBOURNE VIC 3003",$520 pw,1,1,1,Apartment / Unit / Flat
"402/105 Batman Street, 
WEST MELBOURNE VIC 3003",$520 per week,1,1,1,Apartment / Unit / Flat
"803/45 Dudley Street, 
WEST MELBOURNE VIC 3003",$550 Per Week,1,1, ,Apartment / Unit / Flat
"1501/393 Spencer Street, 
WEST MELBOURNE VIC 3003",$520 per week,1,1, ,Apartment / Unit / Flat
"9 Lanoma Court, 
WHEELERS HILL VIC 3150",$520 pw,3,1,2,House
"23 Truscott Street, 
WHITTINGTON VIC 3219",$520.00,4,2,2,House
