Address,Prices,Bedroom,Bathroom,Parking,Type
"2 Otter Street, 
COLLINGWOOD VIC 3066","$580pw / $2,520pcm",1,1, ,House
"1.3/466-482 Smith Street, 
COLLINGWOOD VIC 3066",$580.00,2,2,1,Apartment / Unit / Flat
"5 Perth Street, 
CRAIGIEBURN VIC 3064",$580 Per Week,4,2,2,House
"21 Falkland Road, 
CRAIGIEBURN VIC 3064",$580 PER WEEK,4,2,2,House
"5 Genevieve Circuit, 
CRANBOURNE EAST VIC 3977",$580,4,2,2,House
"31 Brittle Gum Road, 
CRANBOURNE EAST VIC 3977",580 Per week,4,2,2,House
"27 Blackledge Drive, 
CRANBOURNE EAST VIC 3977",$580,4,3,2,House
"27 Hammersmith Way, 
CRANBOURNE EAST VIC 3977",$580 per week,4,2,2,House
"2/19 Elizabeth Street, 
CRANBOURNE NORTH VIC 3977",$580,3,2,1,Townhouse
"28 Arbourlea Boulevard, 
CRANBOURNE NORTH VIC 3977",$580 per week,4,2,2,House
"42 Waterman Drive, 
CRANBOURNE SOUTH VIC 3977",$580 wk,4,2,2,House
"20 Bonavista Way, 
CURLEWIS VIC 3222",$580 Per Week,4,2,2,House
"12/27 Hornsby Street, 
DANDENONG VIC 3175",$580,3,3,2,Townhouse
"9/109-111 Mc Fees Road, 
DANDENONG NORTH VIC 3175",$ 580 PER WEEK,3,3,2,Townhouse
"1303/8 Waterview Walk, 
DOCKLANDS VIC 3008",$580 per week,1,1, ,Apartment / Unit / Flat
"501/3 Aquitania Way, 
DOCKLANDS VIC 3008",$580 per week,1,1, ,Apartment / Unit / Flat
"813/421 Docklands Drive, 
DOCKLANDS VIC 3008",$580 per week,1,1,1,Apartment / Unit / Flat
"608/8 McCrae Street, 
DOCKLANDS VIC 3008",$580 per week,1,1,1,Apartment / Unit / Flat
"1012/60 Siddeley Street, 
DOCKLANDS VIC 3008",$580 per week,1,1,2,Apartment / Unit / Flat
"2H/8 Waterside Place, 
DOCKLANDS VIC 3008",$580 per week *Partially Furnished*,1,1,1,Apartment / Unit / Flat
