Address,Prices,Bedroom,Bathroom,Parking,Type
"1/178 Dromana Parade, 
SAFETY BEACH VIC 3936",$750 per week,3,2,2,Townhouse
"28 Scott Street, 
SEAFORD VIC 3198",$750 per week,5,2,3,House
"2A Catron Street, 
SEAFORD VIC 3198",$750 pw,4,3,2,Townhouse
"2/17 Hotham Street, 
SEDDON VIC 3011",$750 Per Week,3,2,1,Townhouse
"30 View Court, 
SHOREHAM VIC 3916",$750.00,3,1,2,House
"92 Grant Road, 
SOMERVILLE VIC 3912",$820 per week,4,3,2,House
"616/253-273 Normanby Road, 
SOUTH MELBOURNE VIC 3205",$750 Per Week,2,2, ,Apartment / Unit / Flat
"403/39 Park Street, 
SOUTH MELBOURNE VIC 3205",$750,2,2,1,Apartment / Unit / Flat
"306/41 Bank Street, 
SOUTH MELBOURNE VIC 3205",$750.00 per week,2,2,1,Apartment / Unit / Flat
"601/138 Ferrars Street, 
SOUTH MELBOURNE VIC 3205",$750,2,2, ,Apartment / Unit / Flat
"1/18 Arthur Street, 
SOUTH YARRA VIC 3141",$750pw,2,2,1,Apartment / Unit / Flat
"3/25 Alexandra Avenue, 
SOUTH YARRA VIC 3141",$750 per week,2,1,1,Apartment / Unit / Flat
"1601/3 Yarra Street, 
SOUTH YARRA VIC 3141",$750.00 per week,2,2,1,Apartment / Unit / Flat
"909/2 Claremont Street, 
SOUTH YARRA VIC 3141",$750.00 per week,2,2,1,Apartment / Unit / Flat
"602/12 Yarra Street, 
SOUTH YARRA VIC 3141",$750.00,2,2,1,Apartment / Unit / Flat
"17 Myrtle Street, 
SOUTH YARRA VIC 3141",$750.00,2,1, ,House
"804/7 Claremont Street, 
SOUTH YARRA VIC 3141",$750.00 per week,2,2,1,Apartment / Unit / Flat
"15/9 Darling Street, 
SOUTH YARRA VIC 3141",$750pw,2,2,2,Apartment / Unit / Flat
"608/800 Chapel Street, 
SOUTH YARRA VIC 3141",$750 per week,2,1,1,Apartment / Unit / Flat
"1503/681 Chapel Street, 
SOUTH YARRA VIC 3141",$750,2,2,1,Apartment / Unit / Flat
