Address,Prices,Bedroom,Bathroom,Parking,Type
"7/9 Harbury Street, 
RESERVOIR VIC 3073",$450pw/ $1955pcm,2,1, ,Apartment / Unit / Flat
"64 Rathcown Road, 
RESERVOIR VIC 3073",$450 per week,3,1,1,House
"Rear 785 High Street, 
RESERVOIR VIC 3073",$450.00,3,2,3,Apartment / Unit / Flat
"1/2 Gladstone Street, 
RESERVOIR VIC 3073",$450 PW / $1955 PCM,2,1,1,Apartment / Unit / Flat
"107/36 Regent Street, 
RICHMOND VIC 3121",$450 per week,1,1, ,Apartment / Unit / Flat
"222/33 Judd Street, 
RICHMOND VIC 3121",$450 per week,1,1, ,Apartment / Unit / Flat
"406/253 Bridge Road, 
RICHMOND VIC 3121",$450.00,1,1,1,Apartment / Unit / Flat
"112 Fuchsia Drive, 
ROCKBANK VIC 3335",$450 per week,3,2,2,House
ROCKBANK VIC 3335,No Deposit Required or Rent2own,4,2,2,House
"8 Milliri Way, 
ROCKBANK VIC 3335",$450 per week,3,2,2,House
"10 Milliri Way, 
ROCKBANK VIC 3335",$450 per week,3,2,2,House
"57 Lorikeet Circuit, 
ROCKBANK VIC 3335",$450 per week,4,2,1,House
"18 Amaya Way, 
ROCKBANK VIC 3335","$450 PW / $1,955 PCM",3,2,2,House
"12 Milliri Way, 
ROCKBANK VIC 3335",$450 per week,3,2,2,House
"80 Foam Street, 
ROSEBUD VIC 3939",$450 pw,3,1,1,House
"34 Kennedy Parade, 
ROXBURGH PARK VIC 3064","$450 PER WEEK | $1,950 P.C.M",3,3,2,House
"15 Gathray Court, 
ROXBURGH PARK VIC 3064",$450.00 Per Week,3,2,2,House
"28 BECKET STREET, 
RYE VIC 3941",$450,2,1,1,Apartment / Unit / Flat
"16 Rodney Street, 
RYE VIC 3941",LEASED FOR $450 per week,3,1,1,House
"67 Seaview Avenue, 
SAFETY BEACH VIC 3936",$450 per week,3,1, ,House
