Address,Prices,Bedroom,Bathroom,Parking,Type
"1413/23 Mackenzie Street, 
MELBOURNE VIC 3000",$510 per week,1,1, ,Apartment / Unit / Flat
"1104/33 Rose Lane, 
MELBOURNE VIC 3000",$510 per week,1,1, ,Apartment / Unit / Flat
"103-105 Exford Road, 
MELTON SOUTH VIC 3338",$510,3,2,2,House
"133 Regent Street, 
MERNDA VIC 3754",$510 per week,4,2,2,House
"36 Unico Circuit, 
MOUNT DUNEED VIC 3217",$510.00 per week,4,2,2,House
"67 Eminence Street, 
MOUNT DUNEED VIC 3217",$510.00 per week,3,2,2,House
"9 Columbia Road, 
NARRE WARREN VIC 3805",$510 Per Week,3,1,3,House
"26 The Springs Cl, 
NARRE WARREN SOUTH VIC 3805",$510 Per Week,4,2,2,House
"4 Brimble Street, 
POINT COOK VIC 3030",$510.00 per week,4,2,2,House
"1/3 Broughton Avenue, 
RESERVOIR VIC 3073",$510.00 per week,2,2,1,Townhouse
"110 Jetty Road, 
ROSEBUD VIC 3939",$510 pw,4,2,3,House
"92 Weeroona Street, 
RYE VIC 3941",$510 weekly,4,2,1,House
"18 Angela Court, 
RYE VIC 3941",$510,3,1,3,House
"25 Mahoney Crescent, 
SEAFORD VIC 3198",$510.00 pw,3,1,2,House
"88 Darius Terrace, 
SOUTH MORANG VIC 3752",$510 per week,4,2,2,House
"29 Nighthawk Boulevard, 
SOUTH MORANG VIC 3752",$510 per week,4,2,2,House
"1206/283 City Road, 
SOUTHBANK VIC 3006",$510 pw,1,1,1,Apartment / Unit / Flat
"810/1 Balston Street, 
SOUTHBANK VIC 3006",$510.00,1,1, ,Apartment / Unit / Flat
"805/46-50 Haig Street, 
SOUTHBANK VIC 3006","$510 per week including Fridge, Washer and Dryer",1,1,1,Apartment / Unit / Flat
"3/38 Queen Street, 
ST KILDA EAST VIC 3183",$510.00,2,1,1,Apartment / Unit / Flat
