Address,Prices,Bedroom,Bathroom,Parking,Type
"3607/283 City Road, 
SOUTHBANK VIC 3006",$580pw - Furnished! City views!,1,1, ,Apartment / Unit / Flat
"1 Cotswold Cres, 
SPRINGVALE SOUTH VIC 3172",$580 weekly,4,1,2,House
"115/40-44 Pakington Street, 
ST KILDA VIC 3182",$580,2,1,1,Apartment / Unit / Flat
"4/36 Barkly Street, 
ST KILDA VIC 3182",$580.00,2,1,1,Apartment / Unit / Flat
"3/350 Dandenong Road, 
ST KILDA EAST VIC 3183",$580.00 per week,3,2,1,Apartment / Unit / Flat
"208/27-31 Herbert Street, 
ST KILDA EAST VIC 3183",$580.00,2,2,1,Apartment / Unit / Flat
"24 Dominico Street, 
ST LEONARDS VIC 3223",$580.00,4,2,2,House
"51 Camperdown Avenue, 
SUNSHINE NORTH VIC 3020",$580,5,3,2,House
"54 Rosso Drive, 
TARNEIT VIC 3029",$580 pw,5,3,2,House
"10 Balmain Street, 
TARNEIT VIC 3029",$580,4,3,2,House
"8 Devotion Way, 
TARNEIT VIC 3029",$580,5,2,2,House
"17 Tambo Crescent, 
TAYLORS HILL VIC 3037",$580,4,2,2,House
"44 Pintail Crescent, 
TAYLORS LAKES VIC 3038",$580 Per Week,3,2,2,House
"108/679-685 High Street, 
THORNBURY VIC 3071",$580 PW / $2520 PCM,2,2,1,Apartment / Unit / Flat
"3 Ledmore Street, 
TRUGANINA VIC 3029",$580 Per Week,4,2,2,House
"24 Scottsmith Crescent, 
TRUGANINA VIC 3029",$580,4,2,2,House
"5 Finders Circuit, 
TRUGANINA VIC 3029",$580,4,2,2,House
"1405/105 Batman Street, 
WEST MELBOURNE VIC 3003",$580 per week,1,1,1,Apartment / Unit / Flat
"ST210/94 Stanley St, 
WEST MELBOURNE VIC 3003",$580/per week,1,1, ,Apartment / Unit / Flat
"47 Bramley Crescent, 
WHEELERS HILL VIC 3150",$580,3,2,1,House
