Address,Prices,Bedroom,Bathroom,Parking,Type
"12 Baldwin Street, 
ARMADALE VIC 3143",$775.00,2,1, ,House
"632 Rathdowne Street, 
CARLTON NORTH VIC 3054",$775.00,3,1, ,House
"103/466 Dandenong Road, 
CAULFIELD NORTH VIC 3161",$775pw - Stay 1 mth+,1,1, ,Apartment / Unit / Flat
"103/11 Narong Road, 
CAULFIELD NORTH VIC 3161",$775.00,2,2,1,Apartment / Unit / Flat
"377 Bambra Road, 
CAULFIELD SOUTH VIC 3162",$775,3,2,2,House
"174 Langridge Street, 
COLLINGWOOD VIC 3066",$775/Week ($3367/Month),3,1, ,Townhouse
"7/56 Leicester Street, 
FITZROY VIC 3065",$775.00,2,2,2,Apartment / Unit / Flat
"8 Nyora Street, 
MALVERN EAST VIC 3145",$775 per week,4,1, ,House
"11 Tennyson Street, 
MALVERN EAST VIC 3145",$775 per week,3,1,1,House
"1202/568 St Kilda Road, 
MELBOURNE VIC 3004",$775 per week,2,2,1,Apartment / Unit / Flat
"2807/8 Sutherland Street, 
MELBOURNE VIC 3000",$775 per week,2,2, ,Apartment / Unit / Flat
"23A Luntar Road, 
OAKLEIGH SOUTH VIC 3167",$775,3,2,4,House
"101 Chomley Street, 
PRAHRAN VIC 3181",$775.00,2,1, ,House
"4/9 Storey Road, 
RESERVOIR VIC 3073",$775 per week,3,2,2,Townhouse
"14 MacFarlan Street, 
SOUTH YARRA VIC 3141",$775 per week,2,1,2,House
"1513/81 City Road, 
SOUTHBANK VIC 3006",$775.00,2,2, ,Apartment / Unit / Flat
"22 Canterbury Street, 
YARRAVILLE VIC 3013",$775 per week,3,1, ,House
"15 Alfred St, 
BALACLAVA VIC 3183",$779 per week,4,2, ,House
"52 Clematis Avenue, 
ALTONA NORTH VIC 3025",$780 per week,4,3,3,Townhouse
"24 Banum Crescent, 
ASCOT VALE VIC 3032",$780pw/ $3389pcm,2,2,1,Townhouse
