Address,Prices,Bedroom,Bathroom,Parking,Type
"15 Shepherd Street, 
FOOTSCRAY VIC 3011",$460.00,2,1,1,House
"205/6 Joseph Road, 
FOOTSCRAY VIC 3011",$460 per week,1,1,1,Apartment / Unit / Flat
"2109/6 Joseph Road, 
FOOTSCRAY VIC 3011",$460 per week,1,1,1,Apartment / Unit / Flat
"1509/6 Joseph Road, 
FOOTSCRAY VIC 3011",$460 per week,1,1,1,Apartment / Unit / Flat
"1309/6 Joseph Road, 
FOOTSCRAY VIC 3011",$460 per week,1,1,1,Apartment / Unit / Flat
"8 Karingal Drive, 
FRANKSTON VIC 3199",$460 pw,3,1,2,House
"30 Havana Crescent, 
FRANKSTON VIC 3199",LEASED FOR $460 PER WEEK,3,2,2,House
"2 Helvetia Court, 
FRANKSTON VIC 3199",$480,2,1,3,House
"7/23 Culcairn Drive, 
FRANKSTON VIC 3199",$460 pw,2,1,2,Apartment / Unit / Flat
"32 Bursaria Crescent, 
FRANKSTON NORTH VIC 3200",$460,3,1, ,House
"56 Moreton Street, 
FRANKSTON NORTH VIC 3200",$460.00 pw,3,1,1,House
"6/55 Culcairn Drive, 
FRANKSTON SOUTH VIC 3199",$460 per week,2,1,1,Apartment / Unit / Flat
"96 Verona Crescent, 
FRASER RISE VIC 3336",$460.00 per week,3,2,2,Townhouse
"9 Crown Drive, 
FRASER RISE VIC 3336",$460 per week,3,2,2,House
"1/2-2A Britannia Street, 
GEELONG WEST VIC 3218",$460 pw,3,2,2,Apartment / Unit / Flat
"5/32 Royal Avenue, 
GLEN HUNTLY VIC 3163",$460 per week,2,1,1,Apartment / Unit / Flat
"4/39 Belair Avenue, 
GLENROY VIC 3046",$460,3,1,2,Apartment / Unit / Flat
"2/26 Justin Avenue, 
GLENROY VIC 3046",$460 per week,2,1,1,Townhouse
"131 Hilton Street, 
GLENROY VIC 3046",$460 per week,3,1,2,House
"48 Heyers Rd, 
GROVEDALE VIC 3216",$460 weekly,3,2,1,House
