Address,Prices,Bedroom,Bathroom,Parking,Type
"2/7 Ashby Court, 
CHADSTONE VIC 3148",$ 710 PER WEEK,3,2,1,Townhouse
"1706N/883 Collins Street, 
DOCKLANDS VIC 3008",$710,2,1,1,Apartment / Unit / Flat
"3617/628 Flinders Street, 
DOCKLANDS VIC 3008",$710 per week,2,2, ,Apartment / Unit / Flat
"2/5 Gilbertson Street, 
ESSENDON VIC 3040",$710 Per Week,3,2,2,Apartment / Unit / Flat
"104 Elizabeth St, 
GEELONG WEST VIC 3218",$710 weekly,4,2,1,House
"2809/138 Spencer Street, 
MELBOURNE VIC 3000",$710,2,1, ,Apartment / Unit / Flat
"3703/318 Russell Street, 
MELBOURNE VIC 3000",$710 per week,2,1, ,Apartment / Unit / Flat
"1604/560 Lonsdale Street, 
MELBOURNE VIC 3000",$710.00,2,2, ,Apartment / Unit / Flat
"10/53 Gadd Street, 
NORTHCOTE VIC 3070",$710 per week,3,3,1,Townhouse
"91 Lincoln Heath Boulevard, 
POINT COOK VIC 3030",$710 per week,4,2,2,House
"21 Paywit Street, 
PRESTON VIC 3072",$710.00,4,2,1,House
"24 Pole Street, 
SEDDON VIC 3011",$710 per week,3,1, ,House
"2/28 Arthur Street, 
SOUTH YARRA VIC 3141",$710 per week,3,1,1,Apartment / Unit / Flat
"3211/1 Balston Street, 
SOUTHBANK VIC 3006",$710.00,2,2,1,Apartment / Unit / Flat
"4/19 Mitford Street, 
ST KILDA VIC 3182",$710 per week,2,1,1,Apartment / Unit / Flat
"4/4 Hamilton Street, 
BENTLEIGH VIC 3204",$750,3,2, ,Apartment / Unit / Flat
"11 Barrington Street, 
BENTLEIGH EAST VIC 3165",$750,3,1,3,House
"19 Monash St, 
ASCOT VALE VIC 3032",$715.00,4,1,7,House
"55 Castlewood Street, 
BENTLEIGH EAST VIC 3165",$715.00,4,2,1,House
"38 Bowman Dr, 
MORNINGTON VIC 3931",$715,4,2,4,House
