Address,Prices,Bedroom,Bathroom,Parking,Type
"2004/81 City Road, 
SOUTHBANK VIC 3006",$765.00,2,2,1,Apartment / Unit / Flat
"10 Blackwood Close, 
COBURG VIC 3058",$800,4,2,2,Townhouse
"1B Nola Street, 
COBURG NORTH VIC 3058",$800,3,2,3,House
"1609s/889 Collins Street, 
DOCKLANDS VIC 3008",$800,1,1, ,Apartment / Unit / Flat
"6304D/648 Lonsdale Street, 
MELBOURNE VIC 3000",$800,2,2, ,Apartment / Unit / Flat
"11 Kemp Avenue, 
MOUNT WAVERLEY VIC 3149",$800,4,2,2,House
"15 Konrad Street, 
BENTLEIGH EAST VIC 3165",$770 weekly,4,1,2,House
"2/689 Hawthorn Road, 
BRIGHTON EAST VIC 3187",$770.00,3,2,2,Townhouse
"1603/518 Swanston Street, 
CARLTON VIC 3053",$770 per week,2,2, ,Apartment / Unit / Flat
"1904/60 Lorimer Street, 
DOCKLANDS VIC 3008",$770 per week,2,2,1,Apartment / Unit / Flat
"606/2 New Quay Promenade, 
DOCKLANDS VIC 3008",$770.00,2,2,1,Apartment / Unit / Flat
"2B2B1Study/633 Little Lonsdale Street, 
MELBOURNE VIC 3000",$770 Per Week,2,2, ,Apartment / Unit / Flat
"301/560 Lonsdale Street, 
MELBOURNE VIC 3000",$770.00,2,2,1,Apartment / Unit / Flat
"3706/639 Lonsdale Street, 
MELBOURNE VIC 3000",$770/W Furnished,2,2, ,Apartment / Unit / Flat
"133B McDonald Street, 
MORDIALLOC VIC 3195",$770.00 per week,4,3,2,House
"13 George St, 
OAKLEIGH VIC 3166",$770pw,4,2,3,House
"6 Latrobe Street, 
PRAHRAN VIC 3181",$770,3,1, ,House
"3713/60 Kavanagh Street, 
SOUTHBANK VIC 3006",$770.00,2,2,1,Apartment / Unit / Flat
"4/28 Power Street, 
TOORAK VIC 3142",$770 per week,2,1,1,Apartment / Unit / Flat
"48 Dundas Place, 
ALBERT PARK VIC 3206",$775.00 per week,2,1, ,Apartment / Unit / Flat
