Address,Prices,Bedroom,Bathroom,Parking,Type
"2/23 Marine prd, 
ST KILDA VIC 3182",$990 pw Furnished,3,2,2,Apartment / Unit / Flat
"412/6 St Kilda Road, 
ST KILDA VIC 3182",$990 / Week,3,2,2,Apartment / Unit / Flat
"101/466 Dandenong Road, 
CAULFIELD NORTH VIC 3161",$994pw - Stay 1 mth+,2,2,1,Apartment / Unit / Flat
"1/17 Nelson St, 
BALACLAVA VIC 3183",$995 weekly,2,2,1,Townhouse
"26a Bonny Street, 
BENTLEIGH EAST VIC 3165",$995.00,4,3,2,House
"1A Lansdown Street, 
BRIGHTON EAST VIC 3187",$995 Per Week,3,2,2,Villa
"101/308 Brunswick Road, 
BRUNSWICK VIC 3056",$995pw /$4324 pcm,3,2,2,Apartment / Unit / Flat
"1901/20 Rakaia Way, 
DOCKLANDS VIC 3008",$995 per week,3,2,2,Apartment / Unit / Flat
"11A Warland Road, 
HAMPTON EAST VIC 3188",$995.00,4,3,2,Townhouse
"1069A Dandenong Rd, 
MALVERN EAST VIC 3145",$995.00,3,2,2,House
"2305/101 Therry St, 
MELBOURNE VIC 3000",New furnished apartment no bond $995pw,2,2, ,Apartment / Unit / Flat
"56 Volitans Avenue, 
MOUNT ELIZA VIC 3930",$995 pw,4,2,4,House
"308/55 Beach Street, 
PORT MELBOURNE VIC 3207",$995 per week,3,2,2,Apartment / Unit / Flat
SOUTH MELBOURNE VIC 3205,$995,2,1,1,Apartment / Unit / Flat
"4/645 Toorak Road, 
TOORAK VIC 3142",$995 per week,3,2,4,Apartment / Unit / Flat
"388 High Street, 
WINDSOR VIC 3181",$995 per week,3,1, ,House
"14 David Street, 
RICHMOND VIC 3121",$999 pw Furnished,2,1,1,Apartment / Unit / Flat
"2A Sutherland Road, 
ARMADALE VIC 3143",$1000 per week,3,2,2,Townhouse
"2/33 Gourlay Street, 
BALACLAVA VIC 3183","$1,000.00",3,3, ,House
BALNARRING VIC 3926,$1000 pw Furnished,4,2,3,House
