Address,Prices,Bedroom,Bathroom,Parking,Type
"41 Kelpie Blvd, 
CURLEWIS VIC 3222",Under application,4,2,2,House
"49 Tivoli Drive, 
CURLEWIS VIC 3222",$470 per week,4,2,2,House
"3/28 David Street, 
DANDENONG VIC 3175",$470,2,1,1,Apartment / Unit / Flat
"42 Greaves Avenue, 
DEANSIDE VIC 3336",$470 per week,3,2,2,House
"4 Columbia Court, 
DEER PARK VIC 3023",$470,3,2,2,House
"21 Lindbergh Boulevard, 
DIGGERS REST VIC 3427",$470 PW,3,2,4,House
"1714/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",$470 per week,1,1, ,Apartment / Unit / Flat
"20 Latifolium Street, 
DONNYBROOK VIC 3064",$470 per week,4,2,2,House
"106 Olivine Boulevard, 
DONNYBROOK VIC 3064",$470.00 per week,4,2,1,House
"4 Woodridge Crescent, 
DOREEN VIC 3754",$470 per week,4,2,2,House
"2/1 Canna Street, 
DROMANA VIC 3936",$470 pw,3,1,1,Apartment / Unit / Flat
"1/42 McCulloch Street, 
DROMANA VIC 3936",$470 pw,2,1,1,Apartment / Unit / Flat
"123 Barrands Ln, 
DRYSDALE VIC 3222",Under application,3,1,2,House
"7/10 Parkside Street, 
ELSTERNWICK VIC 3185",$470,2,1,1,Apartment / Unit / Flat
"5 Duke Street, 
EPPING VIC 3076",$470 PER WEEK,3,2,2,Townhouse
"7/7 Willow St, 
ESSENDON VIC 3040",$470.00,2,1,1,Apartment / Unit / Flat
"4/23 Grice crescent, 
ESSENDON VIC 3040",$470 Per Week,2,1,1,House
"9 Joel Way, 
EYNESBURY VIC 3338",$470 per week,4,2,2,House
"1608/1 Ascot Vale Road, 
FLEMINGTON VIC 3031",$470 weekly,1,1,1,Apartment / Unit / Flat
"303B/72 Ascot Vale Road, 
FLEMINGTON VIC 3031",$470 per week,1,1,2,Apartment / Unit / Flat
