Address,Prices,Bedroom,Bathroom,Parking,Type
"1/517 Royal Parade, 
PARKVILLE VIC 3052",$475pw / $2064pcm,3,1,1,Apartment / Unit / Flat
"5/4 Herbert Street, 
PASCOE VALE VIC 3044",$475 weekly,2,1,1,Apartment / Unit / Flat
"135 Campaspe Way, 
POINT COOK VIC 3030",$475 PER WEEK,3,2,2,Townhouse
"26 Hewett Drive, 
POINT COOK VIC 3030",$475.00 per week,4,2,2,House
"506/99 Dow Street, 
PORT MELBOURNE VIC 3207",$475 per week,1,1,1,House
"2/24 Ellesmere Road, 
PRAHRAN VIC 3181",$475.00,2,1,1,Apartment / Unit / Flat
"2/201 High Street, 
PRAHRAN VIC 3181",$475,1,1, ,Apartment / Unit / Flat
"2/97-99 Whitelaw Street, 
RESERVOIR VIC 3073",$475,2,1,1,Townhouse
"313/163 Cremorne Street, 
RICHMOND VIC 3121",$475 per week,1,1,1,Apartment / Unit / Flat
"312/71 Canterbury Street, 
RICHMOND VIC 3121",$475 weekly,1,1,1,Apartment / Unit / Flat
"106/28 Burnley Street, 
RICHMOND VIC 3121",$475 Per Week,1,1,1,Apartment / Unit / Flat
"413/33 Judd Street, 
RICHMOND VIC 3121",$475.00 per week,1,1,1,Apartment / Unit / Flat
"2/72-74 Type St, 
RICHMOND VIC 3121",$475 weekly,1,1,1,Apartment / Unit / Flat
"513/253 Bridge Rd, 
RICHMOND VIC 3121",$475 weekly,1,1,1,Apartment / Unit / Flat
"45 Neville Drive, 
RYE VIC 3941",$475 weekly,4,1,2,House
"1/9-11 Arthur Street, 
SANDRINGHAM VIC 3191",$475.00,2,1,1,Apartment / Unit / Flat
"26 Railway Parade, 
SEAFORD VIC 3198",$475.00 pw,3,1,2,House
"147 Napier Street, 
SOUTH MELBOURNE VIC 3205",$475.00 per week,2,1, ,House
"10 Banksia Way, 
SOUTH MORANG VIC 3752",$475 PER WEEK,2,2,1,Townhouse
"1811/3 Yarra Street, 
SOUTH YARRA VIC 3141",$475,1,1, ,Apartment / Unit / Flat
