Address,Prices,Bedroom,Bathroom,Parking,Type
"32 Ashleigh Crescent, 
BELL PARK VIC 3215",$400.00,3,1,2,House
"73 Jedda Street, 
BELL POST HILL VIC 3215",$400 per week,3,1,2,House
"35 Corinella Street, 
BELL POST HILL VIC 3215",$400 weekly,3,1,1,House
"9/10 Herbert Street, 
BELMONT VIC 3216",$400 weekly,2,1,1,Apartment / Unit / Flat
"14 Tasman Avenue, 
BELMONT VIC 3216",$400 weekly,2,1,1,House
"58 Mt Pleasant Road, 
BELMONT VIC 3216",$400 weekly,3,1,1,House
"9 Heywood Crescent, 
BROADMEADOWS VIC 3047",$400/w,3,1,2,House
"30 Leyana Crescent, 
BROOKFIELD VIC 3338",$400 per week / $1738 per month,4,2,2,House
"3/139 Mitchell Street, 
BRUNSWICK VIC 3056",$400 PW / $1738 PCM,1,1,1,Apartment / Unit / Flat
"3/78 Brunswick Road, 
BRUNSWICK VIC 3056",$400pw / $1738pcm,2,1,2,Apartment / Unit / Flat
"D109/460 Victoria Street, 
BRUNSWICK VIC 3056",$400pw / $1738pcm,1,1,1,Apartment / Unit / Flat
"101/218 Lygon Street, 
BRUNSWICK EAST VIC 3057",$400 PER WEEK,1,1, ,Apartment / Unit / Flat
"205/8 Olive York Way, 
BRUNSWICK WEST VIC 3055",$400,1,1,1,Apartment / Unit / Flat
"LG1/12 Olive York Way, 
BRUNSWICK WEST VIC 3055",$400,1,1,1,Apartment / Unit / Flat
"211/8 Olive York Way, 
BRUNSWICK WEST VIC 3055",$400,1,1,1,Apartment / Unit / Flat
"1/23 Princeton Terrace, 
BUNDOORA VIC 3083",$400,1,1,1,Apartment / Unit / Flat
"6a Dilkara Avenue, 
BUNDOORA VIC 3083",$400.00,2,1,1,House
"S1212/570 Lygon Street, 
CARLTON VIC 3053",$400.00,2,1, ,Apartment / Unit / Flat
"917/6 Leicester Street, 
CARLTON VIC 3053",$400,1,1, ,Studio
"504/740 Swanston Street, 
CARLTON VIC 3053",$400 pw, ,1, ,Apartment / Unit / Flat
